score,id_carrefour,nombre_cr,id_catalogo,nombre_cat
77.61194029850746,CF-870981,Vino Tinto Reserva Licenciado Do Rioja 75 Cl,CAT-1704,Vino tinto Pieza Rey DO Rioja
77.61194029850746,CF-662605,Tampones Con Aplicador Normal Soft Carrefour 32 Ud,CAT-2765,Tampones mini con aplicador suave
77.61194029850746,CF-083535,Abrillantador Lavavajillas Carrefour Expert 1 L,CAT-1346,Abrillantador lavavajillas líquido
77.55102040816327,CF-971660,Leche Desnatada Carrefour Botella 15 L,CAT-3315,Leche condensada desnatada
77.55102040816327,CF-688602,Queso Grana Padano Dop Carrefour 200 G,CAT-1580,Queso en polvo grana padano
77.55102040816327,CF-685945,Queso De Cabra En Rulo Carrefour Classic 180 G,CAT-1557,Queso rulo de cabra
77.55102040816327,CF-529111,Bizcocho De Manzana El Mercado 450 G,CAT-0587,Bizcocho de manzana
77.55102040816327,CF-343163,Perfumador Intensificador De Fragancia Essential Carrefour  36 Lavados,CAT-3568,Perfumador ropa intensificador de fragancia
77.55102040816327,CF-559397,Helado De Chocolate Cornetto 4 Uds,CAT-1779,Helado de chocolate
77.55102040816327,CF-512983,Lasana De Espinacas Carrefour 500 G,CAT-1409,Lasaña de espinacas y requesón
77.5,CF-327527,Tortitas De Maiz Sabor Jamon Iberico Bicentury 70 G,CAT-1217,Tortitas de maíz con sabor a jamón
77.41935483870968,CF-256986,Yogur Desnatado Liquido De Fresa Sin Azucar Anadido Carrefour Sin Gluten 1 Kg,CAT-3910,Yogur líquido desnatado Frutos Silvestres 0% MG 0% azúcares añadidos
77.41935483870968,CF-196322,Aquarius Bebida Isotonica Sabor Limon Zero Botella 15 L,CAT-0747,Bebida isotónica limón Aquarius zero azúcar
77.41935483870968,CF-990782,Pasta De Malta 100 G,CAT-3498,Ensalada de pasta
77.41935483870968,CF-554649,Kit Viaje Higiene Dental Phb 1 Ud,CAT-0188,Kit de viaje higiene dental 3 Action
77.33333333333333,CF-670946,Nectar De Naranja Carrefour Sin Azucar Anadido 1 L,CAT-2607,Bebida de naranja sin azúcares añadidos
77.33333333333333,CF-439350,Vino Frizzante Blanco Verdejo Amaranta 75 Cl,CAT-2031,Vino blanco verdejo frizzante DulZ.Ze
77.33333333333333,CF-622705,Rodaja De Pez Espada Ultracongelada Carrefour Extra 600 G,CAT-1522,Rodaja de emperador ultracongelado
77.31092436974791,CF-642386,Tiras Adhesivas Efecto Acolchado Maxima Proteccion Carrefour Soft 10 Ud,CAT-1225,Tiras adhesivas protectoras de espuma acolchado protección extra
77.27272727272727,CF-683993,Arroz De Verduras Socarraet 280 G,CAT-1862,Arroz de verduras
77.27272727272727,CF-282052,Toallitas Desodorantes Carrefour 12 Ud ,CAT-1839,Toallitas refrescantes
77.22772277227723,CF-554214,Bebida De Arroz Calcio Sin Azucar Anadido Carrefour Sin Gluten Brik 1 L,CAT-0328,Bebida de coco y arroz sin azúcares añadidos
77.19298245614034,CF-698871,Arroz Redondo Brillante Sabroz 1 Kg,CAT-0560,Arroz cocido redondo Sabroz
77.19298245614034,CF-487716,Gel Desatascador Tuberias Carrefour Expert 1 L,CAT-3501,Desatascador Turbo en gel
77.14285714285715,CF-312157,Caldo De Pollo Calnort Sin Gluten 12 Pastillas,CAT-2296,Caldo de pollo en pastillas
77.14285714285715,CF-487635,Preservativos Originales Natural Plus Durex 12 Ud,CAT-3464,Preservativos natural Durex
77.10843373493977,CF-441057,Yogur Natural Con Azucar De Cana Carrefour Classic Pack De 8 Unidades De 125 G,CAT-3991,Yogur natural con azúcar de caña
77.08333333333334,CF-664260,Detergente En Polvo Jabon De Marsella Essential Carrefour 50 Lavados,CAT-0404,Detergente ropa jabón de Marsella en polvo
77.08333333333334,CF-389933,Filete De Merluza Argentina Ultracongelado Carrefour El Mercado 540 G,CAT-3067,Filetes de merluza al huevo ultracongelados
76.92307692307692,CF-511869,Pure De Patatas Carrefour 500 G,CAT-1978,Puré de patatas en copos
76.92307692307692,CF-067400,Pan De Hamburguesa Rustica Xxl 4 Ud,CAT-1828,Pan de hamburguesa Rústico 100% integral
76.92307692307692,CF-176721,Palmera De Chocolate Carrefour 4 Ud,CAT-3492,Mousse de chocolate
76.92307692307692,CF-050313,Bebida Multifrutas Granini Sin Azucares Anadidos Botella 1 L,CAT-3996,Bebida 5 frutas sin azúcares añadidos
76.92307692307692,CF-719312,Toallitas Desmaquillantes Micelar  Oil Soft Carrefour 25 Ud,CAT-2330,Toallitas desmaquillantes Micelar & Oil para todo tipo de pieles
76.92307692307692,CF-129101,Crema Hidratante Intensiva Con Aceite De Jojoba Y Vitamina E Para Cara Cuerpo Y Manos Soft Nivea 375 Ml,CAT-2261,"Crema de manos, cara y cuerpo Nivea Soft hidratante intensiva"
76.92307692307692,CF-303230,Limpiador Desinfectante Multiusos Eucaliptus Sanytol 750 Ml,CAT-8521,Desinfectante Limpiador Multiusos Olor Eucalipto Carrefour Expert 750 Ml
76.92307692307692,CF-371959,Suavizante Concentrado Talco Essential Carrefour 80 Lavados,CAT-0369,Suavizante ropa Talco concentrado
76.92307692307692,CF-231439,Insecticida Electrico Antimosquitos En Pastillas Carrefour 30 Ud,CAT-3391,Difusor insecticida antimosquitos eléctrico
76.92307692307692,CF-841123,Pizza Vegetal Carrefour 350 G,CAT-0932,Papel vegetal
76.92307692307692,CF-492764,Supremas De Salmon Sin Piel Congelado Findus 200 G,CAT-0979,Lomos de salmón sin piel congelado
76.92307692307692,CF-216484,Toallitas Para Bebe Dodot 64 Ud,CAT-0082,Pañales bebé talla 1 de 2-5 kg Dodot
76.92307692307692,CF-216349,Toallitas Para Bebe Dodot 384 Ud,CAT-1018,Pañales bebé talla 6 de 13-18 kg Dodot
76.74418604651163,CF-406584,Ambientador Electrico Vainilla Essential Recambio Carrefour 1 Ud,CAT-0076,Recambio ambientador eléctrico Matcha
76.74418604651163,CF-602600,Calamar Crudo Troceado Y Limpio De La India Congelado Carrefour 475 G,CAT-1568,Calamar troceado limpio congelado
76.71232876712328,CF-554201,Canelones De Carne Setas Y Boletus El Mercado 350 G,CAT-1434,Canelones de carne y boletus
76.66666666666666,CF-082692,Mejillones En Escabeche 1520 Dani 69 G,CAT-1844,Mejillones en escabeche pequeños
76.66666666666666,CF-454563,Refresco De Limon Carrefour Sin Gas Botella 15 L,CAT-1091,Refresco Berry Lime sin gas
76.66666666666666,CF-257432,Bayeta Para Polvo De Microfibra  Carrefour   Beige,CAT-1861,Bayeta polvo microfibra
76.66666666666666,CF-690609,Croquetas De Cocido Carrefour Extra 350 G,CAT-0259,Croquetas de cocido ultracongeladas
76.59574468085107,CF-126715,Preparado De Carne Picada De Vacuno Circulo De Calidad 400 G,CAT-2841,Preparado de carne picada vacuno y cerdo
76.59574468085107,CF-655010,Ambientador Automatico Flor De Cerezo Recambio Essential Carrefour 1 Ud,CAT-3469,Recambio ambientador automático Flower
76.47058823529412,CF-463155,Azucar Blanco Carrefour Classic 1 Kg,CAT-1797,Azúcar blanco
76.47058823529412,CF-229700,Pasta Tiburon Carrefour Classic 500 G,CAT-0622,Pasta tiburón
76.47058823529412,CF-851265,Ajo Granulado Carrefour Classic 55 G,CAT-0046,Ajo granulado
76.47058823529412,CF-851264,Canela Molida Carrefour Classic 40 G,CAT-0236,Canela molida
76.47058823529412,CF-676224,Sandwich Atun Carrefour 140 G,CAT-1341,Sándwich atún y huevo
76.47058823529412,CF-530498,Viruta De Patata Carrefour 250 G,CAT-2366,Tortilla de patata
76.47058823529412,CF-976477,Colgador Wc Blue Activ Hygiene Bref 2 Ud,CAT-1267,Colgador WC Power Activ Pino Bref
76.47058823529412,CF-607547,Set 20 Cuchillos Reutilizables Nupik,CAT-3834,Cuchillos de plástico reutilizables
76.47058823529412,CF-156257,Alcohol Etilico 96 Carrefour 250 Ml,CAT-2284,Alcohol 96º antiséptico
76.40449438202246,CF-985876,Agua Mineral Natural Cabreiroa Tapon Deportivo 33 Cl,CAT-5327,Agua Mineral Carrefour Kids Tapon Deportivo 33 Cl
76.36363636363637,CF-002786,Leche Desnatada President Brik 1 L,CAT-0041,Leche +Proteínas desnatada
76.36363636363637,CF-543838,Migas De Bacalao Dorado Carrefour Extra 240 G,CAT-0992,Migas de bacalao desaladas
76.31578947368422,CF-529317,Toallitas Desmaquillantes Hidratante Y Refrescantes Para Piel Seca Y Sensible Cara Y Ojos Carrefour Soft 25 Ud,CAT-2278,Toallitas desmaquillantes cara y ojos piel seca y sensible
76.31578947368422,CF-666796,Espinacas En Hojas Ultracongeladas Carrefour Extra 1 Kg,CAT-2054,Espinacas a la crema ultracongeladas
76.19047619047619,CF-971661,Natillas De Chocolate Carrefour Pack De 4 Unidades De 125 G,CAT-3960,Natillas de chocolate con leche
76.19047619047619,CF-607531,Galletas Saladas Carrefour Classic 350 G,CAT-2894,Galletitas saladas
76.19047619047619,CF-137350,Tortitas De Maiz Sentation Carrefour 130 G,CAT-0926,Tortitas de maíz
76.19047619047619,CF-236782,Cafe Molido Mezcla Descafeinado Carrefour Classic 250 G,CAT-0277,Café molido descafeinado
76.19047619047619,CF-555301,Esponja De Bano Con Fibras Naturales Calypso 1 Ud,CAT-0458,Esponja de baño vegetal 100% fibras naturales
76.19047619047619,CF-000465,Limpiador Jabonoso Para Madera Original Pronto 750 Ml,CAT-1390,Limpiador Muebles jabonoso para Madera
76.19047619047619,CF-262539,Perejil Ultracongelado Carrefour 50 G,CAT-1885,Cardo ultracongelado
76.08695652173914,CF-839318,Sardinillas En Aceite De Girasol Classic Carrefour Pack De 2 Unidades De 65 G,CAT-3180,Sardinillas picantes en aceite de girasol
76.05633802816901,CF-497188,Trozo De Vacuno Para Cocido El Mercado 250 G Aprox,CAT-3031,Trozo de vacuno para cocido
76.0,CF-458663,Queso Gorgonzola Dop Carrefour Extra 200 G,CAT-1567,Queso gorgonzola de vaca
75.9493670886076,CF-581102,Bollo Con Pepitas De Chocolate Carrefour Classic 6 Ud,CAT-2404,Bollo con pepitas de chocolate Choco Buns
75.9493670886076,CF-032626,Lenteja Cocida Categoria Extra Luengo 400 G,CAT-8813,Lentejas Cocidas Categoria Extra Carrefour 400 G
75.9493670886076,CF-292540,Bombon Helado Chocolate Blanco Con Almendras Carrefour 4 Ud,CAT-1945,Chocolate negro 55% cacao con almendras
75.86206896551724,CF-507045,Tiburon Vegetal Carrefour 500 G,CAT-0148,Carbón vegetal
75.86206896551724,CF-508207,Detergente En Capsulas 5En1 Color Expert Carrefour 20 Lavados,CAT-0930,Detergente ropa blanca y color en cápsulas
75.86206896551724,CF-744259,Hermetico Rectangular De Plastico 680 Ml Carrefour Klipfresh,CAT-1262,Recipiente hermético de plástico rectangular
75.78947368421053,CF-958758,Leche Infantil Para Lactantes En Polvo Ar Nidina 1 Lata 800 G,CAT-2675,Leche para lactantes en polvo 1 Nidina Nestlé
75.75757575757575,CF-826278,Queso Fresco Carrefour Sin Lactosa Pack De 4 Unidades De 625 G,CAT-1629,Queso fresco Burgos sin lactosa
75.75757575757575,CF-143300,Refresco Sabor Limon Zero Carrefour Classic Lata 33 Cl,CAT-1759,Refresco té sabor limón zero
75.75757575757575,CF-946750,Crema De Manos Reparadora Secas Y Danadas Carrefour 100 Ml,CAT-3334,Crema de manos reparadora
75.75757575757575,CF-607532,Set 20 Cucharas Reutilizables Nupik,CAT-0307,Cucharas de plástico reutilizables
75.67567567567568,CF-498822,Patatas Fritas Onduladas Sensation Carrefour 170 G,CAT-1493,Patatas fritas onduladas sabor campestre
75.67567567567568,CF-730917,Mix Frutos Rojos Carrefour 500 G,CAT-2762,Infusión frutos rojos
75.63025210084034,CF-250270,Preparado Para Tortilla De Patata Con Cebolla Cocina Facil Findus 550 G,CAT-3487,Pincho tortilla de patata con cebolla Listo para Comer
75.60975609756098,CF-622706,Limpia Tapiceria Y Alfombras Carrefour Expert 750 Ml,CAT-3377,Limpia Tapicerías y Alfombras con espuma activa
75.60975609756098,CF-466236,Sandwich Cookie Con Helado De Vainilla Carrefour Extra 4 Ud,CAT-2005,Helado mini sándwich vainilla y cookie
75.55555555555556,CF-086071,Tortitas De Arroz Carrefour Pack De 4 Unidades De 33 G ,CAT-0962,Tortitas de arroz
75.55555555555556,CF-906655,Mini Redondos De Chocolate Carrefour 160 G,CAT-1098,Fideos de chocolate
75.55555555555556,CF-612498,Protegeslip Tanga Soft Carrefour 30 Ud,CAT-3399,Protegeslip tanga Fresh
75.47169811320755,CF-918952,Queso De Untar Light Classic Carrefour 300 G,CAT-1314,Queso untar light de vaca
75.47169811320755,CF-000175,Vino Tinto De Mesa Don Simon Brik 1 L,CAT-2004,Vino tinto Don Simón
75.47169811320755,CF-434677,Jabon De Manos Avena Soft Carrefour 500 Ml,CAT-1730,Jabón de manos avena líquido
75.47169811320755,CF-554511,Cepillo Dental Medio Vitis 1 Ud,CAT-0766,Cepillo dental Medio + Action
75.40983606557377,CF-779025,Platano De Canarias Igp Bolsa De 900 G Aprox,CAT-3465,Plátano de Canarias IGP
75.40983606557377,CF-519612,Patatas Congeladas Extra Finas Carrefour 1 Kg,CAT-2495,Patatas fritas extra crujientes
75.36231884057972,CF-408602,Crema Corporal Reafirmante Q10 Carrefour 400 Ml,CAT-3244,Crema corporal anticelulítico reafirmante
75.36231884057972,CF-445605,Gel Para Lavavajillas Todo En 1 Carrefour Expert 900 Ml,CAT-1360,Lavavajillas Todo en 1 en pastillas
75.36231884057972,CF-403974,Bolsas De Congelacion Grandes Carrefour 15 Ud,CAT-0421,Bolsas congelación grandes reutilizables
75.32467532467533,CF-572624,Cono De Chocolate Con Avellana Carrefour Sensation 4 Ud,CAT-0699,Copos de avena integral con chocolate
75.29411764705883,CF-523717,Queso Fresco Original Burgo De Arias Pack De 6 Unidades De 72 G,CAT-2969,Queso fresco 0% MG de vaca Burgo de Arias
75.26881720430107,CF-363285,Compresas Para Incontinencia Mini Discreet Ultra Tena 20 Ud,CAT-2779,Compresa de incontinencia Tena masculina
75.26881720430107,CF-765352,Detergente Liquido Para Pieles Sensibles Norit 40 Lavados,CAT-0289,Detergente ropa Pieles Sensibles líquido
75.24752475247524,CF-066542,Galletas Recubiertas De Chocolate Con Leche Digestive Carrefour Sensation 300 G,CAT-3088,Galletas Digestive chocolate con leche
75.22935779816513,CF-558084,Desodorante En Roll On Antitranspirante Original Perspirex 20 Ml,CAT-3360,Desodorante en crema original Dove antitranspirante
75.21367521367522,CF-001974,Barritas De Chocolate Con Relleno De Crema De Leche Kinder Chocolate 100 G,CAT-2028,Barritas de chocolate con leche rellenas de leche
75.0,CF-441966,Aceitunas Verdes Rellenas De Anchoa Classic Carrefour 150 G,CAT-1123,Aceitunas verdes rellenas de jalapeño
75.0,CF-906127,Cafe Cappuccino Starbucks 220 Ml,CAT-0907,Café soluble cappuccino
75.0,CF-231567,Chocolate Negro 50 Carrefour Sin Gluten 150 G,CAT-0164,Chocolate negro fundir
75.0,CF-135596,Gotas De Chocolate Negro Carrefour Original Sin Gluten 250 G,CAT-0704,Gotas de chocolate negro para fundir
75.0,CF-104842,Queso De Oveja Viejo En Cuna Carrefour Classic 250 G ,CAT-2936,Queso viejo ahumado de oveja
75.0,CF-676119,Salchichas Cocidas De Pollo Y Pavo Con Queso Ahumadas Carrefour Classic Sin Gluten 200 G,CAT-3111,Salchichas cocidas estilo Viena con queso de pollo y cerdo sabor ahumado
75.0,CF-593169,Gamba Cocida Mediana 400 G,CAT-2582,Gamba cocida
75.0,CF-189537,Cerveza Mahou Clasica Lata 50 Cl,CAT-2289,Cerveza especial Mahou
75.0,CF-855247,Bebida De Fruta Pina Carrefour Classic Sin Azucar Anadido Brik 1 L,CAT-4002,Bebida de piña sin azúcares añadidos
75.0,CF-454368,Refresco De Naranja Carrefour Sin Gas Botella 15 L,CAT-0975,Refresco de naranja fresh gas
75.0,CF-100229,Monster Energy Juiced Bebida Energetica Mango Loco Pack 4 Latas 50 Cl,CAT-0159,Bebida energética Mango Loco Monster
75.0,CF-205198,Desodorante En Spray Invisible Antimanchas Rexona Pack De 2 Unidades De 200 Ml,CAT-1413,Desodorante invisible black + white Rexona antimanchas
75.0,CF-572172,Compresas Normal Simpl 20 Ud,CAT-0398,Compresa con alas normal
75.0,CF-457728,Lavavajillas A Mano Ultra Poder Fairy 650 Ml,CAT-0768,Lavavajillas Poder 3 en 1 Fairy líquido
75.0,CF-331468,Bolsas De Basura Cubo Alto 30L 20 Ud Carrefour Essential   Azul,CAT-3397,Bolsas de basura cubo alto 30L cubo mediano
75.0,CF-728356,Suavizante Concentrado Hipoalergenico Essential Carrefour 60 Lavados,CAT-0387,Suavizante ropa Hipoalergénico Colonia concentrado
75.0,CF-912080,Toallitas Limpiagafas Bref 20 Ud,CAT-3553,Toallitas limpiadoras de baños
75.0,CF-181452,Guisantes Carrefour 1 Kg,CAT-3183,Guisantes extra
75.0,CF-673183,Ensaladilla Carrefour Classic 1 Kg,CAT-2362,Ensaladilla americana
75.0,CF-389924,Rodaja De Merluza Argentina Ultracongelado Carrefour El Mercado 450 G,CAT-3023,Rodajas de merluza del Cabo ultracongeladas
75.0,CF-859176,Helado Oreo 324 G,CAT-1412,Helado turrón
75.0,CF-702598,Balsamo Facial Y Corporal Atopic My Carrefour Baby 200 Ml,CAT-1682,Bálsamo facial corporal infantil pieles atópicas
75.0,CF-828145,Dentifrico Blanqueante Sabor Menta Lacer 150 Ml,CAT-2565,Dentífrico Blanqueante Sensodyne
75.0,CF-792122,Gel Higiene Intima Lactacyd 400 Ml,CAT-1403,Gel de higiene íntima
74.74747474747474,CF-179213,Aceite De Oliva Virgen Extra Spray Carrefour Extra 200 Ml,CAT-2347,Filetes de sardina marinada en aceite de oliva virgen extra
74.74747474747474,CF-789781,Desodorante En Roll On Antitranspirante Comfort Perspirex 20 Ml,CAT-0137,Desodorante roll-on Avena antitranspirante
74.69879518072288,CF-467751,Film Transparente Con Sierra De Corte Carrefour 60 Metros,CAT-1825,Film transparente con sierra deslizante
74.66666666666666,CF-945280,Ambientador Para Coche Olor Frutos Rojos Carrefour 1 Ud,CAT-2325,Ambientador coche Frutos Silvestres
74.62686567164178,CF-414330,Helado De Leche Merengada Carrefour Extra Sin Gluten 1000 Ml,CAT-1411,Helado de leche merengada
74.57627118644068,CF-963005,Tampones Super Plus Pearl Tampax 24 Ud,CAT-2766,Tampones super plus 100% algodón
74.57627118644068,CF-136959,Rollo De Mantel De Papel 110X100 Cm Ph   Blanco,CAT-3606,Mantel de papel blanco
74.54545454545455,CF-112067,Pimientos Del Piquillo Relleno De Bacalao Congelados Carrefour 400 G,CAT-2019,Pimientos del piquillo rellenos de bacalao ultracongelados
74.54545454545455,CF-697536,Crema Depilatoria Piel Sensible Cuerpo  Piernas Minima Veet 200 Ml,CAT-3355,Crema depilatoria mujer para el cuerpo piel sensible
74.54545454545455,CF-564833,Mini Churro Relleno De Crema Al Cacao Con Avellanas Nocilla Maheso 170 G,CAT-2117,Crema al cacao y leche con avellanas Nocilla
74.50980392156863,CF-588833,Queso Edam En Lonchas Carrefour Classic 300 G,CAT-1547,Queso lonchas de cabra
74.46808510638299,CF-487580,Preservativos Sensitivo Suave Para Mayor Sensibilidad Durex 12 Ud,CAT-3463,Preservativos sensitivo suave Durex
74.4186046511628,CF-243515,Desodorante En Spray Black  White Invisible Original Nivea Men 250 Ml,CAT-3250,Desodorante roll-on Invisible Black & White Nivea Men antitranspirante
74.4186046511628,CF-884087,Toallitas Desinfectantes Multiusos Sin Lejia Sanytol 30 Ud,CAT-1355,Pastillas desinfectantes multiusos
74.35897435897436,CF-814015,Limpiamaquinas Lavavajillas Power 2En1 Carrefour Expert 250 Ml,CAT-3829,Limpiamáquinas lavavajillas líquido
74.28571428571429,CF-488032,Aceitunas Negras Cacerenas Sin Hueso Classic Carrefour 150 G,CAT-1177,Aceitunas negras sin hueso
74.28571428571429,CF-755797,Natillas De Vainilla Danone Danet Pack De 4 Unidades De 120 G,CAT-2509,Natillas de vainilla Danet
74.28571428571429,CF-391735,Pan De Leche Pasquier 350 G,CAT-0426,6 Panes de leche 3%
74.28571428571429,CF-050739,Jamon Cocido Extra En Lonchas Carrefour El Mercado 250 G,CAT-1495,Jamón cocido extrafino lonchas
74.28571428571429,CF-795921,Cebolla Dulce Pelada Carrefour 500 G,CAT-1990,Sopa de cebolla
74.28571428571429,CF-042536,Vino Blanco Semidulce Emparrado 75 Cl,CAT-2030,Vino blanco semidulce Diamante DO Rioja
74.28571428571429,CF-412831,Puntilla De Calamar Carrefour 400 G,CAT-2105,Calamar en tinta
74.19354838709677,CF-666325,Atun En Salsa De Tomate Carrefour Pack De 3 Latas De 52 G,CAT-1780,Atún en salsa de tomate
74.19354838709677,CF-799271,Pate De Higado De Cerdo Classic Carrefour 200 G,CAT-1167,Paté de hígado de cerdo ibérico
74.19354838709677,CF-252690,Bastoncillos De Algodon My Carrefour Baby 60 Ud ,CAT-1706,Bastoncillos algodón para bebés
74.15730337078652,CF-368627,Flan De Huevo Sin Azucar Anadido Carrefour Sin Gluten Pack De 4 Unidades De 100 G,CAT-2114,Flan de huevo sin azúcares añadidos
74.15730337078652,CF-116052,Ambientador Absorbeolores Para El Frigorifico Expert Carrefour 1 Ud,CAT-3081,Absorbeolores en gel para frigorífico
74.07407407407408,CF-000013,Aceite De Oliva Original 04 Carbonell 1 L,CAT-7201,Grissini Con Aceite De Oliva Carrefour Original 125 G
74.07407407407408,CF-078667,Postre De Soja Sabor Chocolate Carrefour Sensation Pack De 4 Unidades De 100 G,CAT-1192,Postre de soja sabor chocolate
74.07407407407408,CF-683274,Queso Roquefort Dop Extra Carrefour Cuna 100 G,CAT-2501,Queso roquefort de oveja
74.07407407407408,CF-871997,Vino Blanco Verdejo Estilete Do Rueda 75 Cl,CAT-0904,Vino blanco verdejo Condado de Teón DO Rueda
74.07407407407408,CF-986252,Maquinillas Desechables Action 3 Bic 4 Ud,CAT-1174,Maquinillas de afeitar desechables Active 2 hojas
74.0,CF-768649,Galletas Banadas Con Chocolate Blanco Filipinos Artiach 128 G,CAT-0322,Galletas Roditas bañadas con chocolate blanco
74.0,CF-003303,Filetes De Merluza Sin Piel Ultracongelados Pescanova 800 G,CAT-3020,Pescadilla de merluza sin cabeza ultracongelada
73.97260273972603,CF-434670,Jabon De Manos Glicerina Soft Carrefour 500 Ml,CAT-1469,Jabón de manos en pastilla glicerina 100% natural
73.91304347826086,CF-672959,Desodorante En Spray Dark Temptation Axe Pack De 2 Unidades De 150 Ml,CAT-0215,Desodorante Dark Temptation Axe Essentiel
73.91304347826086,CF-587578,Limpiador Bano Antical Carrefour Expert 750 Ml,CAT-3551,Limpiador Antical
73.87387387387388,CF-569079,Helado Vegetal A Base De Avena Con Pistacho Valsoia 300 G,CAT-0956,Helado vegetal mini a base de anacardo con crema de pistacho
73.84615384615385,CF-206048,Patatas Enteras Classic Carrefour Sin Sal Anadida 400 G,CAT-1477,Patatas fritas 0% sal añadida
73.80952380952381,CF-194193,Aquarius Sabor Naranja Zero Azucar Lata 33 Cl,CAT-0972,Refresco Fanta naranja zero azúcares añadidos
73.77049180327869,CF-671401,Solucion Unica Con Acido Hialuronico Pharmaset Pack 2 Unidades De 360 Ml,CAT-1113,Solución única para lentes de contacto blandas con ácido hialurónico
73.6842105263158,CF-967914,Masa Para Empanada Carrefour 280 G,CAT-3728,Masa fresca empanada
73.6842105263158,CF-398692,7Up De Lima Limon Lata 33 Cl,CAT-2989,Helado lima limón
73.6842105263158,CF-841803,Carrefour Sensation Isofresh Bebida Isotonica Blue Botella 50 Cl,CAT-0777,Bebida isotónica Iso On blue
73.5632183908046,CF-178467,Pan De Molde Con Cereales Y Semillas Carrefour Classic Sin Gluten 350 G,CAT-2570,Pan de molde cereales sin gluten
73.5632183908046,CF-525090,Dentifrico Original Colgate Total Pack De 2 Unidades De 75 Ml,CAT-6660,Dentifrico Herbal 10 Soft Carrefour Pack De 2 Unidades De 75 Ml
73.52941176470588,CF-314218,Bebida De Almendra Plus Sin Azucar Vivesoy 1 L,CAT-0966,Bebida de almendras 0% azúcar
73.52941176470588,CF-760654,Cerveza Mahou Sin Alcohol Pack 12 Latas 33 Cl,CAT-0485,"Cerveza 0,0% sin alcohol tostada Mahou"
73.46938775510203,CF-793398,Queso Fundido En Porciones Carrefour Kids 400 G,CAT-1625,Queso en porciones
73.41772151898735,CF-887166,Queso Semicurado En Lonchas Navidul 70 G,CAT-1544,Queso lonchas semicurado mezcla Entrepinares
73.41772151898735,CF-310394,Arcos Dentales Limpieza Interdental Soft Carrefour 60 Ud,CAT-1309,Arcos dentales para higiene interdental
73.41772151898735,CF-904885,Aquilea Sueno Sin Gluten Y Sin Lactosa 30 Ud,CAT-2871,Galletas cookies sin gluten y sin lactosa
73.33333333333334,CF-228275,Mermelada De Melocoton Categoria Extra Carrefour 410 G,CAT-2559,Mermelada de melocotón
73.33333333333334,CF-689738,Queso Azul Semicurado Carrefour Extra Cuna De 180 G,CAT-2940,Queso semicurado de cabra
73.33333333333334,CF-470395,Lomo Embuchado En Lonchas Carrefour El Mercado 2X75 G,CAT-2534,Lomo embuchado lonchas
73.33333333333334,CF-164431,Pechuga De Pavo Reducida En Sal En Lonchas Extrafinas Carrefour El Mercado Sin Gluten 100 G,CAT-1824,Pechuga de pavo reducido en sal finas lonchas
73.33333333333334,CF-073957,Vino Tinto Portia Do Ribera Del Duero 75 Cl,CAT-1109,Vino tinto reserva Abadía Mantrús DO Ribera del Duero
73.33333333333334,CF-258271,Fregona Hilo Microfibra Carrefour   Bicolor,CAT-2203,Fregona Microfibra Absorbente
73.23943661971832,CF-020172,Calamares En Salsa Americana Calvo Pack De 3 Unidades De 48 G,CAT-2104,Calamar en salsa americana
73.23943661971832,CF-019812,Cerveza San Miguel Especial Lager Lata 50 Cl,CAT-0452,Cerveza especial sin gluten Falke
73.23943661971832,CF-767087,Refresco Naranja Zero Carrefour Classic Botella 2 L,CAT-1035,Refresco de naranja zero fresh gas
73.23943661971832,CF-693828,Compresas Ultra Finas Super Con Alas Soft Carrefour 12 Ud,CAT-2650,Compresa con alas super Cotton
73.17073170731707,CF-440130,Arroz Con Leche Carrefour Pack De 4 Unidades De 115 G,CAT-3508,Arroz con leche
73.17073170731707,CF-331242,Aderezo De Limon Exprimido Carrefour 250 Ml,CAT-0022,Limón exprimido
73.17073170731707,CF-089842,Enjuague Bucal Total Care Listerine 500 Ml,CAT-0890,Enjuague bucal dientes y encías Listerine menta
73.17073170731707,CF-475834,Cepillo De Unas Doble Cara Carrefour,CAT-0528,Cepillo de uñas
73.17073170731707,CF-602198,Verduras Asadas Con Patata Carrefour 400 G,CAT-0817,Verduras asadas
73.17073170731707,CF-231511,Helado De Fresa Con Trozos Carrefour 500 G,CAT-1773,Helado de fresa
73.11827956989248,CF-659085,Atun Claro En Aceite De Oliva Calvo Pack De 6 Latas De 52 G,CAT-1790,Ventresca de atún claro en aceite de oliva
73.11827956989248,CF-513772,Galletas De Barquillo Rellena Sabor Chocolate Carrefour 210 G,CAT-0549,Galletas rellenas de chocolate 0% azúcares añadidos
73.11827956989248,CF-760902,Refresco De Naranja Trina Zero Sin Gas Lata 33 Cl,CAT-4390,Refresco Sabor Naranja Zero Carrefour Classic Lata 33 Cl
73.07692307692308,CF-256883,Yogur Liquido Fresa Carrefour Sin Gluten 1 Kg,CAT-2529,Yogur líquido de fresa
73.07692307692308,CF-501798,Croissant Relleno Nutella 340 G,CAT-3776,6 Croissant rellenos de cacao
73.01587301587303,CF-452773,Compresas Ultra Con Alas Para Noche Soft Carrefour 10 Ud,CAT-2756,Compresa con alas noche
73.01587301587303,CF-489126,Fuze Tea Te Sabor Limon Botella 50 Cl,CAT-0371,Refresco té sabor limón Fuze Tea
