supermercado,nombre_comercial,precio,marca,categoria,subcategoria,precio_por_unidad,url,imagen,referencia_externa
Alcampo,"Marmalade, Ginger & Orange",,St. dalfour,Bebidas,,10 oz/284 g,https://es.openfoodfacts.org/producto/0084380958243,https://images.openfoodfacts.org/images/products/008/438/095/8243/front_en.26.400.jpg,0084380958243
Alcampo,Pizz'apéro saveur pizza,,Auchan,Bebidas,,0.085 kg,https://es.openfoodfacts.org/producto/3254560082816,https://images.openfoodfacts.org/images/products/325/456/008/2816/front_en.34.400.jpg,3254560082816
Alcampo,Spécialité au soja fermentée à la mangue,,Sojasun,Lácteos y Huevos,,400 g (4 x 100 g),https://es.openfoodfacts.org/producto/3273227482356,https://images.openfoodfacts.org/images/products/327/322/748/2356/front_en.70.400.jpg,3273227482356
Alcampo,Nestea Limón,,"Nestea,Coca-Cola",Bebidas,,330 ml,https://es.openfoodfacts.org/producto/5449000012913,https://images.openfoodfacts.org/images/products/544/900/001/2913/front_es.74.400.jpg,5449000012913
Alcampo,Galleta Digestive,,"Auchan,Gullon",Cereales y Galletas,,800 g,https://es.openfoodfacts.org/producto/8410376024982,https://images.openfoodfacts.org/images/products/841/037/602/4982/front_fr.5.400.jpg,8410376024982
Alcampo,Agua sport,,Lanjarón,Bebidas,,75 cl,https://es.openfoodfacts.org/producto/8410728100036,https://images.openfoodfacts.org/images/products/841/072/810/0036/front_es.32.400.jpg,8410728100036
Alcampo,Soja texturizada fina,,Ecocesta,Bebidas,,250 g,https://es.openfoodfacts.org/producto/8422584014150,https://images.openfoodfacts.org/images/products/842/258/401/4150/front_es.19.400.jpg,8422584014150
Alcampo,Sopa Juliana,,Trevijano,Frutas y Verduras,,100 g,https://es.openfoodfacts.org/producto/8410770022058,https://images.openfoodfacts.org/images/products/841/077/002/2058/front_es.106.400.jpg,8410770022058
Alcampo,Cecina ligeramente ahumada,,Palcarsa,Carne y Charcutería,,100g,https://es.openfoodfacts.org/producto/8412877009024,https://images.openfoodfacts.org/images/products/841/287/700/9024/front_es.14.400.jpg,8412877009024
Alcampo,Alhambra especial,,"Alhambra,Mahou",Bebidas,,330 ml,https://es.openfoodfacts.org/producto/8413681301236,https://images.openfoodfacts.org/images/products/841/368/130/1236/front_es.18.400.jpg,8413681301236
Alcampo,Miel con zumo de limón,,Granja San Francisco,Otros,,350 g,https://es.openfoodfacts.org/producto/8434164441843,https://images.openfoodfacts.org/images/products/843/416/444/1843/front_fr.4.400.jpg,8434164441843
Alcampo,Queso Fresco 0%  M.G.,,Auchan,Lácteos y Huevos,,500 g,https://es.openfoodfacts.org/producto/8410285190273,https://images.openfoodfacts.org/images/products/841/028/519/0273/front_es.5.400.jpg,8410285190273
El Corte Inglés,Edelbitterschokolade Mild 90%,,"Lindt EXCELLENCE,Lindt",Dulces,,100 gram,https://es.openfoodfacts.org/producto/3046920029759,https://images.openfoodfacts.org/images/products/304/692/002/9759/front_en.492.400.jpg,3046920029759
El Corte Inglés,Lightly sea salted crisps,,Tyrrell's,Bebidas,,150g,https://es.openfoodfacts.org/producto/5060042641000,https://images.openfoodfacts.org/images/products/506/004/264/1000/front_en.179.400.jpg,5060042641000
El Corte Inglés,99% Cocoa / Cacao,,Lindt Excellence,Dulces,,50g,https://es.openfoodfacts.org/producto/3046920028721,https://images.openfoodfacts.org/images/products/304/692/002/8721/front_en.295.400.jpg,3046920028721
El Corte Inglés,LINDT EXCELLENCE 100% COCOA,,Lindt,Dulces,,50 g,https://es.openfoodfacts.org/producto/3046920016377,https://images.openfoodfacts.org/images/products/304/692/001/6377/front_en.152.400.jpg,3046920016377
El Corte Inglés,Nature aux Amandes - Végétal soja & amande,,Alpro,Lácteos y Huevos,,0.5 kg,https://es.openfoodfacts.org/producto/5411188118961,https://images.openfoodfacts.org/images/products/541/118/811/8961/front_fr.195.400.jpg,5411188118961
El Corte Inglés,Soy Sauce,,Kikkoman,Conservas,,250ml,https://es.openfoodfacts.org/producto/8715035110304,https://images.openfoodfacts.org/images/products/871/503/511/0304/front_en.193.400.jpg,8715035110304
El Corte Inglés,"Alpro Joghurtalternative auf Sojabasis, Natur mit Hafer, 500 g",,alpro,Lácteos y Huevos,,0.5 kg,https://es.openfoodfacts.org/producto/5411188124269,https://images.openfoodfacts.org/images/products/541/118/812/4269/front_en.100.400.jpg,5411188124269
El Corte Inglés,Räuchertofu Mandel-Sesam,,taifun,Bebidas,,200 g,https://es.openfoodfacts.org/producto/4012359113108,https://images.openfoodfacts.org/images/products/401/235/911/3108/front_de.146.400.jpg,4012359113108
El Corte Inglés,SAUCE CAESAR,,HEINZ,Conservas,,400 ml,https://es.openfoodfacts.org/producto/8410066112845,https://images.openfoodfacts.org/images/products/841/006/611/2845/front_es.42.400.jpg,8410066112845
El Corte Inglés,Biscoff Crunchy Pâte À Tartiner,,Lotus,Otros,,380g,https://es.openfoodfacts.org/producto/5410126726947,https://images.openfoodfacts.org/images/products/541/012/672/6947/front_en.198.400.jpg,5410126726947
El Corte Inglés,Chocolate 85% Cacao 0% Azúcares Añadidos,,Valor,Dulces,,100 g,https://es.openfoodfacts.org/producto/8410109109832,https://images.openfoodfacts.org/images/products/841/010/910/9832/front_en.46.400.jpg,8410109109832
El Corte Inglés,Latte avena senza zucchero,,Oatly,Bebidas,,1 L,https://es.openfoodfacts.org/producto/7394376621277,https://images.openfoodfacts.org/images/products/739/437/662/1277/front_fr.27.400.jpg,7394376621277
El Corte Inglés,Tomate frito,,"Solís,Nestlé",Conservas,,350 g,https://es.openfoodfacts.org/producto/7613032921767,https://images.openfoodfacts.org/images/products/761/303/292/1767/front_en.50.400.jpg,7613032921767
El Corte Inglés,Cacao puro en polvo desgrasado,,Valor,Dulces,,250 g,https://es.openfoodfacts.org/producto/8410109000658,https://images.openfoodfacts.org/images/products/841/010/900/0658/front_es.75.400.jpg,8410109000658
El Corte Inglés,Nescafé classic natural,,Nestlé,Bebidas,,200 g,https://es.openfoodfacts.org/producto/8410100020549,https://images.openfoodfacts.org/images/products/841/010/002/0549/front_en.8.400.jpg,8410100020549
El Corte Inglés,Tortas de Aceite,,Inés Rosales,Bebidas,,180 g (6 x 30 g),https://es.openfoodfacts.org/producto/8410637115671,https://images.openfoodfacts.org/images/products/841/063/711/5671/front_en.44.400.jpg,8410637115671
El Corte Inglés,Salsa de Soja Tamari,,KIKKOMAN,Conservas,,250 ml ℮,https://es.openfoodfacts.org/producto/8715035150300,https://images.openfoodfacts.org/images/products/871/503/515/0300/front_en.138.400.jpg,8715035150300
El Corte Inglés,Arroz integral con quinoa,,brillante,Bebidas,,125,https://es.openfoodfacts.org/producto/8410184023931,https://images.openfoodfacts.org/images/products/841/018/402/3931/front_es.55.400.jpg,8410184023931
El Corte Inglés,Tomate frito,,"Orlando,Heinz",Conservas,,350 g,https://es.openfoodfacts.org/producto/8410066000074,https://images.openfoodfacts.org/images/products/841/006/600/0074/front_es.55.400.jpg,8410066000074
El Corte Inglés,Barilla orecchiette 500g,,Barilla,Bebidas,,500g,https://es.openfoodfacts.org/producto/8076809519977,https://images.openfoodfacts.org/images/products/807/680/951/9977/front_fr.186.400.jpg,8076809519977
El Corte Inglés,Arroz redondo tradicional 125g,,"Brillante,Herba Ricemills",Bebidas,,125 g,https://es.openfoodfacts.org/producto/8410184013086,https://images.openfoodfacts.org/images/products/841/018/401/3086/front_es.71.400.jpg,8410184013086
El Corte Inglés,Water,,"Danone,Lanjarón",Bebidas,,"1,5 l",https://es.openfoodfacts.org/producto/8410728180120,https://images.openfoodfacts.org/images/products/841/072/818/0120/front_en.64.400.jpg,8410728180120
El Corte Inglés,Leche entera,,Pascual,Lácteos y Huevos,,1 l,https://es.openfoodfacts.org/producto/8410128010096,https://images.openfoodfacts.org/images/products/841/012/801/0096/front_en.68.400.jpg,8410128010096
El Corte Inglés,Chocolate puro,,Valor,Dulces,,300 g,https://es.openfoodfacts.org/producto/8410109000023,https://images.openfoodfacts.org/images/products/841/010/900/0023/front_en.39.400.jpg,8410109000023
El Corte Inglés,Arroz integral,,brillante,Bebidas,,250 g,https://es.openfoodfacts.org/producto/8410184800150,https://images.openfoodfacts.org/images/products/841/018/480/0150/front_es.87.400.jpg,8410184800150
El Corte Inglés,Galleta María Ligera Sin Sal y Sin Azúcares Añadidos,,Gullón,Cereales y Galletas,,600 g (3 x 200 g),https://es.openfoodfacts.org/producto/8410376000825,https://images.openfoodfacts.org/images/products/841/037/600/0825/front_en.52.400.jpg,8410376000825
El Corte Inglés,Cerveza Mahou Clásica,,Mahou,Bebidas,,33 cl.l,https://es.openfoodfacts.org/producto/8411327022019,https://images.openfoodfacts.org/images/products/841/132/702/2019/front_es.29.400.jpg,8411327022019
El Corte Inglés,Clásico,,"Suchard,Mondelez",Dulces,,230g,https://es.openfoodfacts.org/producto/7622202039133,https://images.openfoodfacts.org/images/products/762/220/203/9133/front_es.14.400.jpg,7622202039133
El Corte Inglés,Quinoa blanca y roja,,"Brillante,Herba Ricemills",Bebidas,,125,https://es.openfoodfacts.org/producto/8410184030137,https://images.openfoodfacts.org/images/products/841/018/403/0137/front_es.69.400.jpg,8410184030137
El Corte Inglés,So Soja cuisine !,,"Sojade, Triballat Noyal",Bebidas,,20 cl,https://es.openfoodfacts.org/producto/3273227088213,https://images.openfoodfacts.org/images/products/327/322/708/8213/front_en.67.400.jpg,3273227088213
El Corte Inglés,Nature Soya,,alpro,Lácteos y Huevos,,500 g (4 x 125 g),https://es.openfoodfacts.org/producto/5411188104971,https://images.openfoodfacts.org/images/products/541/118/810/4971/front_fr.50.400.jpg,5411188104971
El Corte Inglés,Ananas in Scheiben,,Del Monte,Frutas y Verduras,,0.57kg,https://es.openfoodfacts.org/producto/0024000011859,https://images.openfoodfacts.org/images/products/002/400/001/1859/front_en.61.400.jpg,0024000011859
