id,nombre_comercial,id_externo,precio
6359,Limonada Dia Saborfera 1 L,283608,1.25
6361,Colonia Nenuco spray 240 ml,147811,3.99
6362,Naranjada Don Simón 1.5 L,190209,1.4
6363,Toallitas aqua Planeta Bebé de Dia bolsa 60 unidades,296952,1.8
6364,Salchichas frakfurt artesanas Schara 340 g,287852,4.25
6366,Protector solar en spray protege & hidrata SPF 50+ Nivea Sun 250 ml,310775,14.95
6367,Papel de cocina con jabón La Llama Dia bolsa 1 unidad,302049,3.25
6369,Limpiador antical Viakal spray 700 ml,82790,4.79
6370,Protector solar infantil en spray protege & cuida SPF 50+ Nivea Sun 250 ml,310773,14.95
6371,Protector solar en spray protege & broncea SPF 30 Nivea Sun 250 ml,310776,14.95
6372,Limpiador baño Don Limpio botella 1.5 L,70598,3.69
6381,Refresco de cola Dia Hola Cola 330 ml,5392,0.35
6383,Fanta de naranja 330 ml,687,0.8
6386,Red bull 250 ml,16056,1.59
6388,Aquarius de limón 1.5 L,39737,1.99
6390,Coca-Cola 2 x 2 L,38406,3.8
6392,Refresco de té al limón Dia Upss 1.5 L,50571,1.0
6393,Refresco de cola zero sin cafeína Dia Hola Cola 2 L,222480,0.8
6394,Monster ultra white zero 500 ml,230828,1.79
6395,Aquarius de limón 330 ml,5138,0.99
6396,Coca-Cola 500 ml,15524,1.5
6397,Monster 500 ml,141190,1.79
6398,Pepsi 330 ml,7658,0.79
6399,Bebida para deportistas Dia Get move 500 ml,207367,0.69
6401,Pepsi zero azúcar 330 ml,5168,0.79
6402,Refresco de cola zero sin cafeína Dia Hola Cola 330 ml,222479,0.35
6403,Refresco de té al limón zero Dia Upss 1.5 L,50572,1.0
6405,Aquarius de naranja 330 ml,21347,0.99
6406,Aquarius de naranja 1.5 L,117445,1.99
6407,Aquarius de limón zero 1.5 L,124654,1.99
6408,Fuze tea de limón 1.5 L,305359,1.99
6409,Fanta de limón 330 ml,686,0.8
6414,Refresco de limón con gas Dia Upss 1.5 L,300607,0.78
6417,Bitter Dia Bobbi Bitter 250 ml,110097,0.49
6418,Red bull sin azúcar 250 ml,54604,1.59
6420,Fuze tea de limón 330 ml,305361,0.99
6421,Bebida isotónica sabor limón Dia Get move 1.5 L,130738,1.0
6422,Sprite 330 ml,178275,0.55
6425,Monster mango loco 500 ml,261395,1.79
6426,Refresco de limón con gas zero Dia Upss 1.5 L,300608,0.71
6427,Fuze tea de maracuyá 330 ml,307146,0.99
6428,Refresco de lima limón zero Dia Upss 1.5 L,300609,0.75
6430,Bebida isotónica zero sabor limón Dia Get move 1.5 L,145845,1.0
6431,Pepsi 1.75 L,7659,1.5
6432,Tónica Dia Toni Tónico 250 ml,301837,0.29
6434,Sprite 2 L,112325,1.65
6437,Bebida isotónica sabor naranja Dia Get move 1.5 L,131436,1.0
6438,Coca-Cola light 330 ml,696,0.95
6439,Coca-Cola 12 x 330 ml,30319,9.96
6441,Schweppes lata 330 ml,47500,0.99
6442,Monster zero azúcar 500 ml,301574,1.79
6443,Red bull 355 ml,87367,2.09
6444,Refresco de té al limón Dia Upss 330 ml,68685,0.5
6447,Fanta de limón zero 330 ml,13185,0.8
6448,Aquarius de naranja zero 1.5 L,124653,1.99
6449,Aquarius de melocotón rojo lata 330 ml,303582,0.99
6451,Bebida energética de piña y coco Dia El diablo 500 ml,293435,0.99
6452,Refresco de té al limón zero Dia Upss 500 ml,301641,0.55
6453,Fuze tea de limón sin azúcar 1.5 L,305358,1.99
6454,Aquarius de limón zero 330 ml,145040,0.99
6456,Tónica zero Dia Toni Tónico 250 ml,301838,0.29
6460,Refresco de limón Dia Upss 330 ml,43869,0.37
6461,Tónica Dia Toni Tónico 1.5 L,127635,0.9
6462,Fanta de limón zero 2 L,103131,1.85
6463,7 Up zero 330 ml,1172,0.65
6464,Refresco de limón sin gas Dia Upss 1.5 L,35487,1.15
6466,Refresco de limón zero Dia Upss 330 ml,300610,0.37
6467,Kombucha con jengibre y limón Komvida 250 ml,277589,2.65
6469,Aquarius de limón 500 ml,61823,1.55
6470,Refresco de té al mango zero Dia Upss 550 ml,304276,0.55
6473,Red bull de coco y arándanos 250 ml,258642,1.59
6477,Red bull de sandía 250 ml,271471,1.59
6478,Coca-Cola 6 x 200 ml,250047,4.19
6479,Schweppes de limón 330 ml,22093,0.97
6480,Kombucha con frutos rojos Komvida 250 ml,277590,2.65
6483,Aquarius de limón 2 x 1.5 L,145062,3.8
6485,Aquarius de melocotón rojo 1.5 L,306606,2.1
6486,Monster zero 500 ml,141191,1.79
6488,7 Up 330 ml,307111,0.65
6489,Bebida isotónica sabor limón Dia Get move 300 ml,54779,0.45
6490,Kas bitter 330 ml,60725,0.99
6491,Kas de naranja zero 330 ml,12650,0.75
6492,Coca-Cola sin cafeína 2 L,1798,2.15
6493,Monster rio punch 500 ml,306607,1.79
6494,Coca-Cola sin cafeína 330 ml,697,0.95
6495,7 Up 2 L,307112,1.69
6496,Powerade 500 ml,47652,1.55
6497,Aquarius de naranja zero 330 ml,242638,0.99
6498,Pepsi zero azúcar sabor lima 330 ml,283126,0.79
6499,Tónica Nordic Mist 250 ml,183142,0.57
6500,Kombucha fibra Komvida 250 ml,305420,2.65
6501,Tang sabor naranja bolsa 30 g,65305,0.87
6502,Refresco de piña colada sin gas Dia Saborfera 1 L,295835,1.45
6503,Pepsi 2 x 1.75 L,61876,2.9
6508,Bebida refrescante sabor mojito Dia Saborfera 1 L,283609,1.45
6509,Tang sabor tropical 30 g,65254,0.87
6510,Pepsi zero azúcar 2 x 1.75 L,214844,2.9
6511,Monster fiesta mango 500 ml,274678,1.79
6512,Monster ultra rosá 500 ml,304781,1.79
6513,Red bull pack 4 x 250 ml,53079,5.29
6514,Monster fulll Throttle zero 500 ml,293743,1.79
6516,Schweppes de limón zero lata 330 ml,284287,0.97
6517,Monster ultra watermelon 500 ml,287462,1.79
6518,Coca-Cola light sin cafeína 330 ml,20846,0.95
6519,Coca-Cola 2 x 1.25 L,280017,3.0
6521,Tónica aromatic berry Royal Bliss 250 ml,293947,0.79
6522,Fanta de naranja 9 x 330 ml,150102,6.93
6523,Ginger ale Schweppes lata 330 ml,241284,0.99
6524,Pepsi zero azúcar 1 L,272913,1.0
6525,Red bull baya de junio 250 ml,198457,1.59
6526,Red bull de pomelo 250 ml,306656,1.59
6527,Red bull de vainilla y bayas sin azúcar 250 ml,304819,1.59
6528,Red bull zero 250 ml,268167,1.59
6529,Red bull 473 ml,147140,2.69
6530,Monster ultra paradise 500 ml,304249,1.79
6531,Refresco de té verde con aloe vera San Benedetto 1.5 L,226048,1.15
6532,Refresco de té con mango zero San Benedetto 1.5 L,308401,1.15
6533,Coca-Cola light 1.25 L,17736,1.55
6535,Schweppes de naranja zero lata 330 ml,47587,0.97
6537,Schweppes de pomelo lata 330 ml,308181,0.99
6538,Pepsi light 1.75 L,21308,1.5
6539,Red bull sin azúcar 355 ml,289695,2.09
6540,Monster pack 4 x 500 ml,174148,6.69
6541,Aquarius de limón 9 x 330 ml,147150,8.37
6542,Tónica signature Royal Bliss 250 ml,295082,0.79
6543,Tónica con toque de lima Schweppes 200 ml,247154,1.79
6544,Red bull sin azúcar pack 4 x 250 ml,259560,5.69
6545,Aquarius de naranja 9 x 330 ml,147149,8.37
6546,Green cola zero 330 ml,273117,0.85
6549,Fanta de limón pack 24 x 330 ml,686P24,19.2
6550,Kas bitter pack 24 x 330 ml,60725P24,23.76
6551,Refresco de cola Dia Hola Cola 12 x 330 ml,5392P12,4.2
6552,Pepsi zero azúcar pack 24 x 330 ml,5168P24,18.96
6553,Pepsi zero azúcar pack 6 x 1.75 L,5167P6,9.0
6554,Fuze tea de limón pack 24 x 330 ml,305361P24,23.76
6555,Fuze tea de limón pack 6 x 1.5 L,305359P6,11.94
6556,Tónica signature Royal Bliss pack 12 x 250 ml,295082P12,9.48
6557,Pepsi zero azúcar sabor lima pack 24 x 330 ml,283126P24,18.96
6558,Refresco tónica Organics Lata 1 L,280311,5.99
6560,Tónica con toque de lima Schweppes pack 4 x 200 ml,247154P4,7.16
6561,Refresco de cola zero sin cafeína Dia Hola Cola 4 x 2 L,222480P4,3.2
6562,Refresco de cola zero sin cafeína Dia Hola Cola 6 x 330 ml,222479P6,2.1
6563,Pepsi light pack 6 x 1.75 L,21308P6,9.0
6565,Sprite pack 24 x 330 ml,178275P24,13.2
6567,Fanta de limón zero pack 24 x 330 ml,13185P24,19.2
6568,Fanta de naranja zero pack 24 x 330 ml,13179P24,19.2
6570,Kas de naranja zero pack 24 x 330 ml,12650P24,18.0
6571,7 Up zero pack 8 x 330 ml,1172P8,5.2
6572,Refresco de cola zero Dia Hola Cola 12 x 330 ml,107157P12,4.2
6573,Refresco de cola Dia Hola Cola 4 x 2 L,10065P4,3.2
6579,Zumo de manzana Dia Saborfera pack 6 x 200 ml,43228,1.3
6582,"Zumo de piña, manzana y uva Dia Saborfera 1 L",146291,1.15
6583,Zumo de naranja sin pulpa Dia Saborfera pack 3 x 200 ml,277771,1.59
6587,Néctar de mango Dia Saborfera 1 L,11522,1.19
6595,Zumo de piña 100% natural La huerta 750 ml,256802,3.25
6596,Zumo de uva Merlot y uva roja Dia Saborfera 1 L,295836,1.89
6597,Bebida de zumo con frambuesa antiox Dia Saborfera 330 ml,309231,0.75
6599,Bebida de zumo antioxidante Auara 330 ml,307186,1.79
6600,Bebida de zumo energía Auara 330 ml,307185,1.79
6602,Néctar de melocotón Juver 1 L,45098,2.19
6603,Zumo de melocotón 100% exprimido Auara 330 ml,307183,1.69
6604,Zumo de piña 100% exprimido Auara 330 ml,307184,1.69
6606,Bifrutas tropical con avena Pascual pack 3 x 330 ml,307728,2.65
6611,Néctar de maracuyá Don Simón 1.5 L,188533,2.5
6612,"Zumo de piña, manzana y uva Don Simón 1 L",112644,1.9
6619,Néctar de melocotón Dia Saborfera 1 L,277774,1.15
6620,Bebida de zumo de melocotón Granini 1 L,50613,2.89
6621,Néctar piña Granini 1 L,50614,2.89
6622,Néctar naranja Granini 1 L,48631,3.19
6623,Bebida de zumo de arándanos y uva Granini 1 L,196693,2.89
6625,Néctar de piña Granini pack 3 x 220 ml,2301,1.69
6626,Bebida de zumo de pera Granini 1 L,6070,2.89
6627,Bebida de zumo de pomelo Granini 1 L,153607,2.89
6628,Bebida de zumo de melocotón Granini pack 3 x 200 ml,2225,1.69
6629,Cerveza radler Dia Ramblers pack 12 x 33 cl,207565P12,4.92
6630,Mosto blanco Greip 1 L,125597,2.59
6631,Mosto tinto Greip 1 L,60672,2.59
6633,Aderezo de limón Polenghi 200 ml,237059,1.09
6634,Cerveza clásica Dia Ramblers pack 24 x 33 cl,127641,7.49
6635,Cerveza clásica Dia Ramblers pack 12 x 33 cl,192P12,3.84
6638,Cerveza clásica Dia Ramblers 33 cl,192,0.32
6640,Cerveza Mahou 5 Estrellas pack 12 x 33 cl,6171,10.08
6641,Cerveza clásica Dia Ramblers pack 6 x 25 cl,132,1.98
6643,Cerveza especial Dia Ramblers pack 12 x 33 cl,36797P12,4.2
6650,Cerveza Mahou 5 Estrellas pack 12 x 25 cl,5600,5.48
6651,Cerveza clásica Dia Ramblers 50 cl,20958,0.46
6654,Cerveza Desperados 33 cl,135217,1.36
6658,Cerveza Victoria 33 cl,228450,0.75
6659,Cerveza Amstel pack 12 x 33 cl,38340,8.99
6661,Cerveza 100% malta Dia Ramblers 50 cl,5855,0.59
6662,Cerveza Mahou 5 Estrellas 33 cl,182,0.86
6663,Cerveza dorada El águila 33 cl,263304,0.6
6666,Cerveza doble malta Dia Ramblers 33 cl,54570,0.53
6669,Cerveza especial Dia Ramblers 33 cl,36797,0.35
6670,Cerveza clásica Amstel 33 cl,160602,0.49
6672,Cerveza Estrella Damm 33 cl,678,0.89
6674,Cerveza lager Alhambra 33 cl,119052,0.89
6676,Cerveza Mahou 5 Estrellas 50 cl,12077,1.2
6678,Cerveza Mahou 5 Estrellas 25 cl,271369,0.69
6679,Cerveza Mahou 5 Estrellas pack 6 x 25 cl,181,3.99
6682,Cerveza sin filtrar Dia Ramblers 33 cl,300377,0.42
6684,Cerveza sin filtrar Mahou 5 Estrellas 33 cl,293456,0.99
6685,Cerveza Budweiser 33 cl,45210,0.95
6687,Cerveza Mahou 5 Estrellas pack 6 x 20 cl,291052,3.55
6689,Cerveza dorada El águila pack 6 x 20 cl,293648,3.19
6690,Cerveza La sagra 33 cl,277140,0.85
6693,Cerveza radler Dia Ramblers 33 cl,207565,0.41
6695,Cerveza radler Amstel 33 cl,167088,0.79
6700,Cerveza extreme 8.6 50 cl,277268,1.5
6701,Cerveza negra Dia Ramblers 33 cl,88004,0.53
6704,Cerveza con limón Mahou Mixta 33 cl,6285,0.85
6705,Cerveza reserva artesana Dia Ramblers 33 cl,282647,0.79
6709,Cerveza reserva Mahou 33 cl,307029,1.25
6711,Cerveza Franziskaner 50 cl,40102,1.89
6713,Cerveza triple zero Ambar 33 cl,57520,0.85
6714,Cerveza baja en calorías Dia Ramblers 33 cl,305555,0.35
6716,Cerveza IPA artesana Dia Ramblers 33 cl,282650,1.3
6718,Cerveza 18/70 La rubia 33 cl,295946,1.29
6721,Cerveza Pilsner Urquell 33 cl,295980,1.39
6723,Cerveza radler Mahou 5 Estrellas 33 cl,249193,0.82
6724,Cerveza original 8.6 50 cl,277265,1.4
6725,Cerveza excepcional Madri 33 cl,307562,1.33
6726,Cerveza sin gluten Ambar 33 cl,187040,1.29
6727,Cerveza negra Dia Ramblers pack 6 x 33 cl,88004P6,3.18
6729,Cerveza baja en calorías Dia Ramblers pack 6 x 33 cl,305555P6,2.1
6730,Cerveza sin gluten Dia Ramblers pack 6 x 33 cl,300378P6,2.94
6733,Cerveza Amstel 33 cl,5396,0.76
6736,Cerveza sin filtrar Dia Ramblers pack 6 x 33 cl,300377P6,2.52
6737,Cerveza La sagra pack 24 x 33 cl,277140P24,20.4
6740,Cerveza shandy Cruzcampo 33 cl,66511,0.83
6743,Cerveza bourbon Mahou Barrica 33 cl,256430,2.49
6744,Cerveza shandy sin alcohol Dia Ramblers pack 12 x 33 cl,81852P12,4.32
6745,Cerveza con limón Mahou Mixta pack 8 x 33 cl,6285P8,6.8
6746,Cerveza doble malta Dia Ramblers pack 6 x 33 cl,54570P6,3.18
6748,Vino tinto Castillo de Velasco 1 L,112887,1.2
6751,Vino rosado lambrusco Dante 75 cl,85255,2.3
6758,Tinto de verano con limón Fiesta del Dia 1.5 L,83978,1.35
6760,Whisky Burned Barrel 70 cl,164521,5.99
6761,Sidra El gaitero 75 cl,187062,2.69
6762,Vino tinto joven D.O. La Mancha Ribera de Algodor 75 cl,28638,1.69
6764,Vino tinto Castillo de Velasco 2 L,79741,2.99
6765,Vino tinto Castillo de Velasco 75 cl,12930,1.45
6766,Vino blanco verdejo D.O. Valdepeñas  Molinos 75 cl,712,2.4
6767,Ron añejo Velero 70 cl,28695,5.99
6768,Sidra espumosa Sidrallero 75 cl,273424,1.6
6769,Vino blanco Castillo de Velasco 75 cl,12931,1.45
6772,Tinto de verano con limón La Casera 1.5 L,82850,2.49
6774,Vino blanco D.O. Valdepeñas Viña Danza 75 cl,263597,1.69
6775,Cava brut Grand Astoria 75 cl,54531,3.3
6776,Vino blanco viura-sauvignon Pinta en Copas 75 cl,265819,1.99
6777,Vodka Mikanoff 1 L,272363,7.49
6779,Ron añejo Barceló 70 cl,103004,15.45
6780,Vino tinto Syrah Señorío de Ayerbe 75 cl,222272,2.99
6781,Cava semi seco Grand Astoria 75 cl,3311,3.2
6782,Vino tinto joven D.O. Rioja Señorío de Ondas 75 cl,13244,2.55
6783,Vino tinto tempranillo syrah Pinta en Copas 75 cl,265818,1.99
6784,Vino fino Singular 75 cl,103230,3.25
6786,Vino tinto roble D.O. Toro Campo curero 75 cl,263722,2.99
6787,Vino tinto D.O. Valdepeñas Molinos 75 cl,711,2.4
6788,Vermouth reserva Topaz 75 cl,291340,3.49
6790,Ginebra Larios 1 L,174,10.95
6793,Bebida espirituosa Gladiador 1 L,142499,5.99
6795,Vino rosado Castillo de Velasco 1 L,263931,1.2
6796,Vino tinto cabernet sauvignon IGP Señorío de Ayerbe 75 cl,297273,2.99
6798,Anís dulce La Estepa 1 L,16579,7.39
6801,Vino tinto D.O. Navarra Viña Ardanche 75 cl,13034,1.99
6802,Vino blanco Cumbre de Gredos 1 L,716,1.64
6803,Moscatel Geraldino 75 cl,19361,3.6
6804,Whisky escocés 3 años Douregal 70 cl,272365,6.15
6805,Vino tinto reserva D.O. Cariñena Geraldino 75 cl,267781,2.89
6806,Vino blanco verdejo Viña Albalí 75 cl,209608,3.65
6807,Sidra extra El gaitero 75 cl,187064,3.49
6808,Cider Ladrón de manzanas 25 cl,248121,1.19
6809,Crema de orujo Mourama 70 cl,272408,6.35
6811,Vino rosado D.O. Navarra Viña Ardanche 75 cl,13106,2.19
6812,Vino tinto joven madurado D.O. Rioja Castillo de Haro 75 cl,263402,3.95
6814,Tinto de verano Fiesta del Dia 1.5 L,82389,1.35
6815,Vino tinto merlot Señorío de Ayerbe 75 cl,222274,2.99
6816,Baileys 70 cl,7389,15.99
6819,Sidra natural Cortina 70 cl,186871,2.75
6822,Vermouth blanco Alvini 1 L,13806,2.89
6823,Ginebra Barmon's 70 cl,48710,5.99
6824,Vino blanco semidulce D.O. Penedés Solell de Flix 75 cl,124448,3.49
6826,Vino tinto crianza D.O. Cariñena Geraldino 75 cl,267780,2.29
6827,Vino rosado lambrusco Flaminia 75 cl,144629,2.99
6828,"Vino frizzante moscato rosado 5,5º Condominium 75 cl",222276,2.99
6831,Ron añejo Brugal 70 cl,103423,15.95
6832,Cava semi seco Freixenet Carta Nevada 75 cl,84786,7.45
6833,Vino blanco frizzante 5º Condominium 75 cl,265826,2.79
6835,Anís dulce Del mono 70 cl,79597,8.89
6837,Licor de hierbas Mourama 70 cl,272407,5.99
6838,Vino frizzante blue Condominium 75 cl,265825,2.79
6839,Brandy Centenario 70 cl,48998,6.69
6840,Sangría Fiesta del Dia 1.5 L,5962,1.79
6842,Vino tinto reserva Faustino Rivero 75 cl,218564,3.37
6843,Licor de hierbas Ruavieja 70 cl,55935,10.59
6844,Vino tinto ecológico D.O. Jumilla Sismicus 75 cl,267012,2.99
6845,Brandy Veterano 1 l,129569,9.69
6847,Vino tinto Valle rojo 5 L,296347,5.45
6849,Vino blanco para cocinar Castillo de Velasco 75 cl,275266,2.35
6851,Vodka Absolut 70 cl,76962,15.29
6853,Vodka caramelo Mikanoff 70 cl,116710,5.69
6854,Ron blanco Velero 70 cl,20574,5.5
6855,Vino rosado D.O. Valdepeñas Viña Danza 75 cl,263818,1.69
6856,Vino rosado D.O. Rioja Castillo de Haro 75 cl,263401,3.49
6857,Vino rosado bobal Pinta en Copas 75 cl,265820,2.09
6860,Vino tinto D.O. Rioja Campo viejo 75 cl,124657,3.99
6862,Vino tinto Cumbre de Gredos 1 L,717,1.64
6864,Vino blanco verdejo D.O. Castilla Faustino Rivero 75 cl,224487,4.25
6866,Vino manzanilla Muy fina 75 cl,188884,4.75
6867,Vino rosado Peñascal 75 cl,54991,3.95
6868,Vino tinto crianza D.O. Rioja Marqués de Caceres 75 cl,125351,7.49
6869,Vino blanco godello D.O. Monterrei Mourama 75 cl,272360,6.49
6870,Ron añejo Cacique 70 cl,6069,14.49
6871,Ron dominicano viejo Velero 70 cl,275862,8.5
6872,Vino tinto joven tempranillo Altos de Tamarón 75 cl,62155,3.69
6874,Cava seco Codorníu pack 3 x 20 cl,43171,7.99
6875,Limoncello Alvini 50 cl,275856,4.9
6876,Vino blanco D.O. Rueda Blume 75 cl,102899,4.89
6877,Cava brut nature Grand Astoria 75 cl,3310,4.39
6878,Vino blanco sauvignon D.O. Rueda Rioseco 75 cl,265816,4.55
6879,Jägermeister 70 cl,189722,14.69
6881,Cava reserva brut nature Grand Astoria 75 cl,265217,4.7
6882,Vino tinto Habla de la tierra 75 cl,225578,8.3
6883,Vino tinto Mucho mas 75 cl,293708,6.99
6884,Licor de crema whisky Castle loan 70 cl,28858,5.85
6885,Vino tinto viñas viejas D.O Toro Campo curero 75 cl,262763,4.99
6887,Pacharán Zoco 70 cl,248455,9.25
6888,Vino tinto joven D.O. Rioja Faustino Rivero 75 cl,137102,4.3
6889,Vino tinto D.O. Rioja Faustino VII 75 cl,48138,4.35
6890,Vino tinto garnacha Señorío de Ayerbe 75 cl,296865,2.99
6892,Vino tinto de La tierra de Extremadura Viña Tabora 3 L,4740,4.99
6893,Vino tinto crianza D.O. Navarra Viña Ardanche 75 cl,297272,2.59
6894,Vino tinto D.O. Rioja Castillo de Albai 75 cl,103843,3.79
6897,Vino blanco semidulce Luminis 75 cl,306460,2.79
6898,Vino tinto joven D.O. Rioja Castillo de Haro 75 cl,297271,3.99
6899,Ginebra sabor fresa Puerto de Indias 70 cl,209537,16.49
6901,Vino blanco chardonnay D.O. Castilla Señorío de Ayerbe 75 cl,207808,2.49
6902,Vino blanco semidulce D.O. Penedés Bach 75 cl,59365,5.35
6904,Vino blanco Barbadillo 75 cl,111947,4.5
6905,Crema de limoncello Alvini 50 cl,272410,4.99
6906,Ginebra sabor fresa Barmon's 70 cl,222418,7.15
6908,Vino blanco D.O. Ribeiro Mourama 75 cl,272361,5.49
6910,Vino tinto Carta de p 75 cl,29355,3.59
6916,Whisky 5 años Douregal 70 cl,28694,8.99
6917,Vino tinto reserva D.O. La Mancha Estola 75 cl,288374,4.19
6919,Whisky Tenessee Jack Daniel's 70 cl,147458,23.29
6920,Vino tinto joven D.O. Toro Bajoz 75 cl,115330,3.49
6922,Vino tinto banda azul D.O. Rioja Federico Paternina 75 cl,137100,6.79
6925,Vino blanco D.O. Rioja Señorío de Ondas 75 cl,264424,2.79
6926,Vermouth rojo Yzaguirre 1 L,181755,7.69
6927,Vino tinto roble D.O. Somontano Cepa ineo 75 cl,266080,3.99
6928,Vino Pedro Ximénez Singular 75 cl,303522,5.99
6931,Licor de manzana sin alcohol Soñador 70 cl,279226,2.49
6932,Cava semi seco Freixenet Carta Nevada pack 3 x 20 cl,87666,7.99
6933,Ginebra Larios 70 cl,114299,14.79
6934,Vino tinto D.O. Toro Matsu 75 cl,282750,9.4
6935,Crema de orujo Ruavieja 70 cl,137105,12.99
6937,Vino rosado D.O. Rioja Señorío de Ondas 75 cl,127645,2.99
6938,Ron de coco Malibú 70 cl,70658,12.99
6940,Vino tinto crianza D.O. Ribera del Duero Altos del Tamarón 75 cl,77318,6.99
6943,Vino tinto monastrell Con un par 75 cl,305512,3.5
6944,Vermut rojo Ardanche 75 cl,303651,2.99
6946,Whisky Cutty sark 50 cl,305628,8.89
6947,Brandy Magno 70 cl,161,12.65
6950,Vodka Smirnoff 70 cl,57900,11.79
6951,Brandy Soberano 70 cl,51152,8.09
6954,Licor crema de mango Quetzalina 70 cl,303650,6.99
6956,Vermouth rojo Zarro 1 L,254276,6.45
6957,Tinto de verano con limón La Casera 33 cl,143920,0.99
6958,Licor de café Mourama 70 cl,272409,6.49
6960,Vino tinto crianza D.O. Rioja Faustino Rivero 75 cl,108145,5.5
6961,Tinto de verano con gaseosa La Casera 1.5 L,22159,2.49
6962,Vino tinto mencia D.O. Monterrei Mourama 75 cl,272362,4.59
6966,Vino tinto D.O. Somontano Viñas del Vero 75 cl,45245,6.09
6968,Vino tinto D.O. Madrid Puerta de Alcalá 75 cl,45963,3.39
6969,Vino tinto reserva D.O. Ribera del Duero Altos del Tamarón 75 cl,138540,8.99
6970,Whisky bourbon Wordens 70 cl,303971,9.99
6971,Aperitivo Italian spritz botella 75 cl,307667,5.39
6972,Whisky 8 años Burned Barrel 70 cl,303972,9.49
6973,Vino tinto joven D.O. Ribera del Duero Valderivero 75 cl,273248,4.99
6974,Vino tinto crianza D.O. Madrid Puerta de Alcalá 75 cl,84588,4.55
6976,"Tanqueray 0,0 sin alcohol 70 cl",277594,14.65
6977,Ginebra Gordon's 70 cl,6272,11.99
6978,Whisky bourbon Jim Beam 70 cl,84349,15.0
6979,Vino blanco D.O. Somontano Viñas del Vero 75 cl,187037,6.19
6980,Vino blanco Riesling Crysard 75 cl,303021,3.99
6982,Vino blanco Habla de ti 75 cl,275278,11.5
6985,Vino tinto reserva D.O. Madrid Puerta de Alcalá 75 cl,59954,5.45
6987,Licor crema de chocolate Anderson 70 cl,303648,6.95
6988,Tequila Azteca 70 cl,307355,9.99
6989,Whisky Tennessee honey Jack Daniel's 70 cl,189506,23.1
6990,Ginebra Nordes 70 cl,223716,26.99
6991,Vino tinto crianza D.O. Navarra Faustino Rivero 75 cl,307665,4.75
6992,Whisky Passport 70 cl,114427,12.35
6993,Ginebra cítrica Barmon's 70 cl,272364,7.79
6996,Tequila José Cuervo 70 cl,52860,16.99
6997,Whisky Tennessee apple Jack Daniel's 70 cl,279818,23.29
6998,Aperitivo Italiano Alvini 70 cl,307175,4.99
6999,Ginebra Narisara 70 cl,280350,6.99
7000,Mojito Caribica 70 cl,283879,4.99
7002,Ron Capitán Morgan 70 cl,147596,12.99
7003,Vino rosado Viñas del Vero 75 cl,187038,6.19
7004,Ginebra rosé Larios 70 cl,212320,14.79
7005,Brandy Torres 70 cl,119278,10.5
7006,Ron añejo Havana 70 cl,55937,14.99
7007,Ginebra sabor melón Puerto de Indias 70 cl,307736,16.45
7008,Vino tinto de Ribera del Queiles Garnacha salvaje Moncayo 75 cl,282759,9.5
7009,Vodka Moskovskaya 70 cl,125277,9.99
7010,Whisky 12 años Chivas 70 cl,104215,30.99
7011,Anís dulce Chinchon 1 L,275359,12.79
7012,Vermouth rojo tempranillo 61 75 cl,280263,6.99
7013,Vino tinto de la tierra de Castilla Berberana 75 cl,21879,4.89
7016,Beefeater Black 70 cl,187001,17.99
7017,Vermouth blanco verdejo 61 75 cl,280261,8.99
7018,Vodka Eristoff 70 cl,40183,11.29
7019,"Beefeater 0,0 sin alcohol 70 cl",302893,14.25
7021,Whisky americano Wordens 70 cl,207831,7.99
7022,Vodka spicy tamarindo Smirnoff 70 cl,307661,12.49
7023,Vino blanco D.O. Madrid Puerta de Alcalá 75 cl,275400,3.39
7024,Brandy de Jerez sherry cask Fundador 70 cl,303392,8.99
7025,Licor de hierbas Del mono 70 cl,308227,9.99
7026,Ron solera gran reserva Zacapa 35 cl,302651,24.99
7027,Ginebra con sabor a limón mediterráneo Bombay 70 cl,287938,19.99
7028,"Gin & tonic flor de Sevilla Tanqueray 27,5 cl",266317,2.69
7029,"Gin & tonic Tanqueray 27,5 cl",266316,2.69
7030,"Gin & tonic 0,0 sin alcohol Tanqueray 27,5 cl",296535,2.69
7035,Salsa de pedro ximénez Dia Salseo 210 g,284481,1.79
7038,Aceite de oliva suave Dia La Almazara del Olivar 1 L,104,3.85
7040,Aceite de oliva virgen Dia La Almazara del Olivar 1 L,216284,4.1
7042,Aceite de oliva virgen Dia La Almazara del Olivar 3 L,227121,12.85
7043,Aceite de oliva suave Dia La Almazara del Olivar 3 L,27768,11.55
7044,Aceite de oliva intenso Dia La Almazara del Olivar 3 L,65631,11.55
7045,Aceite de orujo de oliva Dia La Almazara del Olivar 1 L,12668,3.29
7046,Aceite de oliva virgen extra Dia La Almazara del Olivar 750 ml,12360,5.95
7050,Aceite de girasol en spray para air fryer Diasol 200 ml,302600,2.1
7052,Aceite de oliva intenso Dia La Almazara del Olivar 1 L,105,4.3
7053,Aceite de girasol especial para freír Koipe 1 L,198607,3.29
7055,Aceite de oliva suave Carbonell 1 L,100,4.61
7057,Limpiador de freidora de aire Super Paco de Dia spray 600 ml,305587,1.95
7064,Aceite de coco Bio para todos 225 ml,270913,4.29
7067,Aceite en spray para freidora de aire La española 200 ml,296699,2.45
7068,Aceite de orujo de oliva La masía 1 L,189121,3.59
7074,Aceite de oliva trufa en spray La española 200 ml,302801,2.99
