id,nombre_comercial,id_externo,precio
5212,Lomo de cerdo adobado Selección de Dia 300 g,164337,2.49
5182,Filete de lomo tierno marinado Selección de Dia bandeja 300 g,166223,2.15
5184,Cerdo a tacos Selección de Dia 650 g aprox.,290996,3.89
5185,Longaniza sin tripa Selección de Dia 325 g,112150,1.99
5187,Jamoncitos de pollo Selección de Dia 950 g aprox.,4211,3.79
5188,Pechugas fileteadas Selección de Dia 650 g aprox.,21977,5.19
5189,Albóndigas de cerdo Selección de Dia 400 g,271754,2.49
5190,Cuartos traseros de pollo Selección de Dia 950 g aprox.,18036,2.61
5191,Burger crunchy de pollo Selección de Dia 240 g,288198,1.99
5192,Chorizo oreado Selección de Dia 340 g,273359,2.69
5193,Burger de pollo 6 unidades Selección de Dia 540 g,261374,3.99
5194,Solomillo de pavo Selección de Dia 500 g aprox.,261350,4.25
5195,Chuleta de aguja de cerdo Selección de Dia 700 g aprox.,260861,4.4
5196,Longaniza de pollo Selección de Dia 400 g,275700,2.99
5197,Secreto de cerdo Selección de Dia 500 g aprox.,144690,3.4
5198,Escalopín de lomo marinado Elpozo Extratiernos 600 g aprox.,113270,4.49
5199,Chuletas de cerdo Selección de Dia 630 g aprox.,290992,4.34
5200,Pechuga de pollo entera formato familiar Selección de Dia 1.3 Kg aprox.,261371,8.44
5201,Albóndigas de pollo Selección de Dia 420 g,297329,3.79
5202,Chuletas de pavo al ajillo Selección de Dia 650 g aprox.,147147,4.87
5203,Alas de pollo partidas Selección de Dia 750 g aprox.,261367,4.12
5204,Solomillos de pollo empanado Selección de Dia 600 g aprox.,266078,5.39
5205,Alas de pollo adobadas Selección de Dia 600 g aprox.,303506,3.59
5206,Escalopines de vacuno Selección de Dia 400 g aprox.,170629,7.6
5207,Solomillo de cerdo Selección de Dia 600 g aprox.,11077,5.15
5208,Medio pollo troceado Selección de Dia 900 g aprox.,261388,3.77
5210,Costillas de cerdo Selección de Dia 900 g aprox.,134262,6.11
5211,Carne de vacuno en tacos Selección de Dia 520 g aprox.,276318,8.57
5213,Panceta de cerdo Selección de Dia 600 g aprox.,290997,3.59
5214,Carne picada de pollo Selección de Dia 365 g,291140,2.99
5215,Burger de vacuno 6 unidades Selección de Dia 540 g,244790,6.29
5216,Chistorra de Navarra Selección de Dia 220 g,32912,1.59
5217,Filete de cinta de lomo Selección de Dia 500 g aprox.,290994,3.75
5218,Entrecot de lomo bajo de vacuno Selección de Dia 420 g aprox.,276321,11.25
5219,Filetes de contramuslo de pollo Selección de Dia 650 g aprox.,41736,4.54
5220,Costillas troceadas de cerdo Selección de Dia 550 g aprox.,291164,4.5
5221,Pollo entero Selección de Dia 2.1 Kg aprox.,6423,7.35
5223,Compango asturiano Vallina 250 g,159422,2.69
5224,Burger Big New York Selección de Dia 280 g,273119,3.99
5225,Pollo para asar 2 unidades Selección de Dia 2 Kg,172789,7.99
5226,Medio conejo troceado Selección de Dia 800 g aprox.,7020,7.99
5228,Burger BIO Selección de Dia 240 g,272306,3.99
5229,Lomo de cerdo empanado Selección de Dia 450 g aprox.,305618,3.91
5230,Fiambre de lomo de pavo Serrano 240 g,71826,2.39
5231,Chuletas sajonia Selección de Dia 420 g aprox.,288011,4.11
5234,Oreja adobada Emcesa 500 g,284931,4.49
5235,Pollo entero certificado Selección de Dia 2 Kg aprox.,306352,9.98
5237,Carpaccio Selección de Dia 105 g,309665,4.79
5240,Stear tartar Casa de vacas 180 g,304837,9.99
5241,Pechugas enteras de pollo Selección de Dia 750 g aprox.,17936,5.24
5242,Filetes de cabeza de lomo de cerdo Selección de Dia 700 g aprox.,260899,4.89
5243,Burger de cerdo y vacuno 6 unidades Selección de Dia 540 g,244789,4.69
5244,Cinta de lomo adobada Selección de Dia 900 g aprox.,111575,6.74
5245,Filete 1º de vacuno Selección de Dia 450 g aprox.,181288,8.64
5246,Escalopín de vacuno Elpozo Extratiernos 400 g aprox.,294355,7.48
5247,Pechuga de pavo fileteada al pimentón Selección de Dia 620 g aprox.,186193,5.57
5249,Burger Maestra de vacuno 99% Selección de Dia 150 g,309622,3.49
5251,Burger de vacuno ecólogico baja en grasa Selección de Dia 150 g,302298,2.49
5252,Medallón de vacuno Selección de Dia 320 g aprox.,277913,7.04
5253,Lomo de cerdo al ajillo Selección de Dia 300 g,162621,2.49
5254,Burger Maestra de vacuno con bacon Selección de Dia 150 g,309623,3.49
5255,Cachopo con jamón curado y queso Aldelis 350 g aprox.,306545,6.23
5256,Cinta de lomo adobada Ibérica Emcesa 240 g aprox.,309986,5.63
5257,Pechuga de pollo corte fino Selección de Dia 550 g aprox.,50844,4.83
5258,Cuarto trasero de pollo formato familiar Selección de Dia 1.55 Kg aprox.,261369,5.1
5259,Burger crunchy de pollo con bacón y queso Selección de Dia 200 g,303508,1.99
5260,Cuarto trasero de pollo certificado Selección de Dia 950 g aprox.,306353,4.74
5261,Redondo de pollo asado La Carloteña 340 g,124733,4.19
5262,Solomillos de pollo Selección de Dia 550 g aprox.,261354,4.78
5264,Filetes de pechuga de pavo Selección de Dia 700 g aprox.,261349,6.29
5265,Pechuga fileteada de pollo a las finas hierbas Selección de Dia 700 g aprox.,301043,5.8
5267,Cordon bleu Bonchef 260 g,305410,2.99
5269,Morcilla de burgos Selección de Dia 300 g,124801,1.79
5271,Pechuguitas de pollo 99% Campofrío 90 g,308437,2.0
5272,Pollo al natural alto en proteínas Dia Nuestra Alacena 2 x 52 g,304826,2.25
5275,Jamón cocido extra 97% Dia Nuestra Alacena 150 g,273737,1.49
5276,Pizza de pollo Dia Al Punto 400 g,168839,2.7
5278,Caldo natural de pollo y hortalizas Dia Al Punto 1 L,299854,1.19
5279,Pizza de pollo Casa Tarradellas 410 g,135422,3.19
5280,Yarroz con pollo y salsa thai Gallina Blanca Yatekomo 83 g,308785,1.99
5285,Caldo de pollo Gallina Blanca 2 x 1 L,159230,4.05
5286,Caldo de pollo gourmet Gallina Blanca 1 L,290890,2.99
5289,Avecrem Gallina Blanca Avecrem 8 unidades,501,1.0
5292,Avecrem Gallina Blanca Avecrem 24 unidades,500,2.95
5293,Noodles sabor a pollo Maggi 71 g,16357,1.08
5294,Noodles de pollo con soja Gallina Blanca 79 g,162857,1.19
5296,Pastillas de caldo de pollo bajas en sal Gallina Blanca Avecrem 10 unidades,273360,1.65
5297,Sopa de pollo con maravilla Gallina Blanca 85 g,1767,0.89
5300,Noodles yakisoba Gallina Blanca Yatekomo 93 g,197611,1.95
5301,Noodles de pollo yakisoba Gallina Blanca Yatekomo 93 g,197610,1.95
5302,Noodles yakisoba Gallina Blanca Yatekomo 93 g,228642,1.59
5304,Empanada de pollo El molino de Dia 120 g,196890,0.69
5305,Empanada de pollo cremoso El molino de Dia 500 g,307539,3.65
5307,Pechuga de pollo 90% Tello 125 g,308457,2.29
5308,Sopa de pollo con maravilla Dia Al Punto 90 g,295310,0.65
5309,Paté de pollo Dia Nuestra Alacena 2 x 78 g,304810,1.55
5312,Yarroz con pollo teriyaki Gallina Blanca 84 g,304107,1.99
5314,Noodles de pollo yakisoba Gallina Blanca Yatekomo 93 g,228641,1.59
5315,Pastillas de caldo de pollo Dia Al Punto 24 unidades,295317,1.45
5316,Puré de arroz con pollo Hero frasco 235 g,1932,1.85
5317,Puré de espaguetis con pollo Nestlé frasco 190 g,268319,1.75
5318,Puré de arroz blanco con pollo Nestlé frasco 190 g,298220,1.75
5319,Puré de guisantes con patata y pollo Gerber frasco 190 g,286896,2.69
5320,Paté clásico La piara 2 x 75 g,306350,1.0
5321,Paté de campaña Dia Nuestra Alacena 125 g,57938,1.09
5322,Sazonador tex-mex Maggi 66 g,308329,1.39
5323,Jamón cocido extra Dia Nuestra Alacena 2 x 225 g,273957,3.45
5324,Pechuga de pavo Dia Nuestra Alacena 2 x 200 g,273810,3.49
5325,Jamón cocido Campofrío Finissimas 75 g,189993,1.0
5328,Pechuga de pavo 92% Dia Nuestra Alacena 120 g,273965,1.99
5329,Jamón cocido extra Dia Nuestra Alacena 180 g,305619,1.99
5330,Pechuga de pavo reducida en sal Elpozo Bienstar 65 g,161324,1.0
5332,Pechuga de pavo braseada Campofrío 70 g,300740,1.0
5333,Lacón ahumado 97% Dia Nuestra Alacena 150 g,303491,1.69
5334,Jamón cocido reducido en sal Dia Nuestra Alacena 200 g,273736,2.09
5335,Jamón cocido extra Dia Nuestra Alacena 250 g,300419,2.49
5336,Maxi York Elpozo 300 g,137167,1.99
5337,Maxi pavo Dia Nuestra Alacena 900 g,273954,3.19
5338,Fiambre de pavo sándwich Elpozo 270 g,178002,1.99
5339,Jamón cocido 92% Bonnatur 120 g,309129,2.0
5340,Maxi York Dia Nuestra Alacena 350 g,305313,1.99
5341,Jamón de pavo con trufa y boletus Elpozo 120 g,255685,2.0
5342,Jamón asado al horno 98% Bonnatur 100 g,219690,2.0
5343,Jamón cocido 97% reducido en sal Dia Nuestra Alacena 150 g,301086,2.09
5344,Paleta cocida Dia Nuestra Alacena 180 g,303612,1.99
5345,Jamón cocido braseado 97% Dia Nuestra Alacena 150 g,296230,2.25
5346,Pechuga de pavo 90% carne Bonnatur 90 g,309130,2.15
5347,Pétalos de pechuga de pavo 93% Dia Nuestra Alacena 90 g,304850,2.15
5348,Pechuga de pavo 92% reducido de sal Dia Nuestra Alacena 120 g,303748,2.19
5349,Pechuga de pavo + proteínas Elpozo Bienstar 130 g,301985,1.99
5350,Pétalos de jamón cocido 93% duroc 50% Dia Nuestra Alacena 90 g,304849,1.99
5351,Pechuga de pavo asada al horno Bonnatur 100 g,309131,2.25
5352,Jamón cocido en dados Serrano 150 g,305874,1.69
5353,Pechuga de pavo en dados Serrano 150 g,306952,1.99
5355,Pavo trufado con pistachos Serrano 150 g,296598,1.85
5356,Lacón cortado a mano Dia Nuestra Alacena 170 g,308802,2.99
5358,Mini taquitos de jamón curado Dia Nuestra Alacena 2 x 75 g,274059,2.21
5359,Jamón serrano lonchas extrafinas Dia Nuestra Alacena 120 g,274053,2.45
5361,Taquitos de jamón curado Dia Nuestra Alacena 2 x 75 g,300023,2.19
5362,Jamón curado gran reserva 50% Duroc Dia Nuestra Alacena 90 g,307223,2.29
5363,Pizcas de jamón de cebo 50 % raza ibérica Dia Nuestra Alacena 60 g,274060,2.19
5364,Jamón curado Elpozo 1954 100 g,262594,2.0
5366,Pétalos de jamón de cebo 50% raza ibérica Dia Nuestra Alacena 90 g,301105,4.99
5367,Jamón curado reducido en sal Navidul 45 g,220189,1.0
5368,Jamón de cebo 50% raza ibérica Villar 90 g,307922,6.99
5369,Paleta Curada 50% Duroc Dia Nuestra Alacena 110 g,274055,2.69
5370,Paleta de cebo de campo 50% raza ibérica Villar 90 g,306085,5.99
5371,Croquetas de jamón ibérico Dia Al Punto 350 g,296392,2.49
5372,Taco de jamón curado Dia Nuestra Alacena 200 g,301107,3.75
5373,Jamón de cebo ibérico 50% Dia Nuestra Alacena 90 g,274057,4.86
5374,Jamón curado reducido de sal Dia Nuestra Alacena 80 g,307222,1.19
5375,Jamón reserva duroc Villar 90 g,212326,3.49
5376,Baguette de jamón y queso 2 unidades Dia Al Punto 250 g,16536,1.89
5378,Muslitos de mar MSC Dia Mari Marinera 250 g,19199,1.49
5379,Jamón de cebo de campo ibérico Villar 90 g,306084,6.29
5380,Pizza jamón y queso Casa Tarradellas 2 x 225 g,44925,3.19
5381,Pizza prosciutto Dr. Oetker Ristorante 340 g,183532,3.85
5382,Pizza jamón y queso Casa Tarradellas 405 g,24712,3.19
5383,Pannini jamón y queso 2 unidades Dr. Oetker 250 g,52351,3.35
5384,Pizza jamón serrano Casa Tarradellas 390 g,28077,3.19
5385,Pizza prosciutto sin gluten Dr. Oetker Ristorante 345 g,284308,4.25
5387,Croquetas de jamón Dia Al Punto 400 g,304788,1.59
5388,Pizza jamón y queso masa fina Dia Al Punto 350 g,130615,2.49
5389,Pizza reina 2 unidades Dia Al Punto 700 g,80000,3.39
5390,bocaditos sabor jamón y tomate Snatt's 110 g,294865,1.49
5391,Pizza speciale Dr. Oetker Ristorante 345 g,88841,3.85
5392,Mini pizzas de jamón y queso Dia Al Punto 270 g,81020,2.49
5395,Croquetas artesanas de jamón ibérico La cocinera 400 g,130345,4.99
5396,Mini pizzas de jamón y queso Dr. Oetker Ristorante 288 g,305909,4.25
5397,Mini tortitas de maíz y arroz sabor jamón Dia Naturmundo bolsa 75 g,161619,1.39
5398,Mini tortitas de maíz y arroz sabor queso Dia Naturmundo bolsa 75 g,161620,1.39
5399,Pizza campestre Dia Al Punto 400 g,46197,2.49
5400,Ruffles jamón 150 g,11612,2.09
5401,Ruffles jamón 243 g,184167,2.54
5402,Pringles jamón 165 g,166224,1.99
5403,Libritos de jamón y queso con patatas fritas 250 g,308577,3.49
5404,Paté de jamón Dia Nuestra Alacena 110 g,286531,0.95
5405,Torreznos sabor jamón ibérico Tendilla 125 g,218490,2.45
5406,Pizza artesana jamón y queso Squizzita 450 g,309128,3.49
5407,Patatas fritas sabor jamón ibérico Dia Snack Maniac 130 g,286996,1.45
5409,Puré de guisantes con jamón Hero frasco 2 x 190 g,64804,3.29
5410,Snack para perros funtastick sabor jamón /queso Friskies bolsa 175 g,148455,2.39
5411,Pizza barbacoa Dr. Oetker Ristorante 340 g,183533,3.85
5412,San jacobo Dia Al Punto 320 g,43657,1.25
5414,Arreglo para caldo Selección de Dia 1.15 Kg aprox.,186429,6.43
5415,Paleta de cebo ibérica 50% Dia Nuestra Alacena 100 g,274058,5.99
5416,Pétalos paleta de cebo 50% raza ibérica Dia Nuestra Alacena 90 g,301106,4.99
5417,Taquitos de chorizo Dia Nuestra Alacena 2 x 50 g,308579,1.19
5418,Salchichón extra Dia Nuestra Alacena 2 x 100 g,274140,1.67
5419,Chorizo extra Dia Nuestra Alacena 2 x 100 g,273988,1.66
5420,Mortadela Dia Nuestra Alacena 250 g,273960,1.25
5421,Lomo embuchado Dia Nuestra Alacena 2 x 70 g,274063,2.52
5422,Salami extra Dia Nuestra Alacena 200 g,274141,1.3
5423,Espetec extra Dia Nuestra Alacena 170 g,274137,2.25
5424,Chorizo extra dulce Dia Nuestra Alacena 270 g,273976,2.4
5425,Chorizo de pamplona extra Dia Nuestra Alacena 2 x 100 g,273982,1.67
5426,Chorizo y salchichón extra Dia Nuestra Alacena 2 x 100 g,273991,1.79
5427,Longaniza payés extra Dia Nuestra Alacena 2 x 50 g,303639,1.75
5428,Mortadela de pavo Dia Nuestra Alacena 200 g,273952,1.5
5429,Chorizo Revilla 65 g,15976,1.0
5430,Espetec Casa Tarradellas 180 g,37114,2.49
5431,Mortadela Bologna I.G.P. Dia Selección Mundial 150 g,273756,1.89
5432,Chorizo ibérico extra Dia Nuestra Alacena 2 x 60 g,273996,2.21
5433,Cabecero de lomo Dia Nuestra Alacena 2 x 70 g,300434,2.79
5434,Mini fuet Dia Nuestra Alacena 50 g,297911,1.15
5436,Chorizo extra picante Dia Nuestra Alacena 270 g,273977,2.4
5438,Mortadela Dia Nuestra Alacena 500 g,274754,2.0
5439,Bacón sabor ahumado Oscar Mayer 100 g,182281,1.5
5440,Caña de lomo Navidul 40 g,134228,1.2
5441,Salchichón ibérico extra Dia Nuestra Alacena 2 x 60 g,274186,2.25
5443,Fuet extra Dia Nuestra Alacena 2 x 170 g,274138,3.99
5444,Chorizo de león dulce Dia Nuestra Alacena 100 g,273984,1.99
5445,Chorizo ibérico extra Villar 90 g,306082,2.49
5446,Chorizo ibérico extra Dia Nuestra Alacena 90 g,274000,2.59
5447,Mortadela ahumada Mrm 200 g,207576,2.29
5448,Chorizo de León dulce Dia Nuestra Alacena 250 g,303347,3.07
5450,Chorizo de pavo extra Dia Nuestra Alacena 2 x 60 g,303394,2.35
5451,Queso havarti madurado Arla 150 g,217997,2.49
5452,Salchichón de cebo ibérico extra Villar 90 g,306081,2.49
5454,Salchichón a la pimienta Sola 100 g,276169,1.99
5455,Mortadela clásica Campofrío 95 g,148432,1.0
5457,Lomo de cebo ibérico 50% Dia Nuestra Alacena 80 g,274064,4.6
5458,Salchichón nobleza Elpozo 65 g,176887,1.0
5459,Pétalos de salchichón extra 50% duroc Dia Nuestra Alacena 80 g,301722,1.99
5461,Salchichón de pavo extra Dia Nuestra Alacena 2 x 60 g,303395,2.35
5462,Mini fuet de pavo Dia Nuestra Alacena 50 g,297914,1.19
5463,Filetes de merluza Argentina sin piel Dia Mari Marinera 400 g,17384,3.49
5464,Filetes de merluza del cabo sin piel MSC Dia Mari Marinera 600 g,72170,5.89
5465,Tacos de bacalao ArtMorhua 360 g,300433,3.99
5466,Filetes de gallo sin piel Vento 500 g,307738,5.79
5467,Lubina ASC Dia Mari Marinera 180 g,298228,4.79
5468,Lomos de salmón Dia Selección Mundial 250 g,274390,6.35
5469,Almeja del pacífico Dia Mari Marinera 450 g,129357,1.69
5470,Filetes de merluza empanados Dia Mari Marinera 600 g,293946,4.95
5471,Caprichos del mar Dia Mari Marinera 400 g,41097,1.99
5472,Solomillo de atún MSC Dia Mari Marinera 250 g,288633,4.29
5473,Calamar troceado Dia Mari Marinera 450 g,286539,4.69
5474,Salmón salvaje MSC Dia Mari Marinera 360 g,274389,6.79
5475,Gambas peladas y crudas medianas Dia Mari Marinera 350 g,269059,4.79
5476,Nuggets de merluza Pescanova 360 g,289431,2.25
5477,Atún claro al natural Dia Mari Marinera 6 x 60 g,262439,4.2
5478,Salmón ahumado Noruego Dia Selección Mundial sobre 100 g,263686,3.8
5479,Boquerones en vinagre con ajo y perejil MSC Dia Mari Marinera bandeja 80 g,296779,2.49
5480,Palitos de surimi refrigeradas MSC Dia Mari Marinera bolsa 300 g,62403,1.89
5481,Corazones de merluza Pescanova 500 g,69088,6.99
5482,Dorada ASC Dia Mari Marinera 180 g,298229,4.79
5483,Atún en aceite de girasol Dia Mari Marinera 6 x 52 g,262430,3.73
5484,Preparado para paellas y sopas Dia Mari Marinera 685 g,273563,4.09
5486,Boquerones en tempura Cocinarte 400 g,305260,3.75
5487,Rodajas de merluza argentina Dia Mari Marinera 550 g,305869,4.19
5488,Rodajas de emperador Dia Mari Marinera 475 g,175857,4.99
5489,Escalopines de salmón Selección de Dia 420 g aprox.,269628,11.13
5490,Mejillones en escabeche Dia Mari Marinera 3 x 43 g,50597,2.39
5491,Filetes de bacalao Pescanova 400 g,62059,7.99
5494,Varitas de pescado MSC Findus 250 g,291396,2.99
5496,Tacos de potón al ajillo Dia Mari Marinera 72 g,275472,1.65
5497,Chipirones rellenos en su tinta Dia Mari Marinera 72 g,72491,2.49
5500,Salmón al natural alto en proteínas Dia mari marinera 2 x 50 g Dia Mari Marinera 2 x 50 g,304828,2.99
5501,Salmón en porciones Norway seafood 500 g,309492,7.89
5502,Atún en aceite de girasol Dia Mari Marinera 3 x 52 g,262429,2.1
5503,Atún en aceite de oliva Dia Mari Marinera 3 x 52 g,288045,2.12
5508,Trozos de potón en salsa americana Dia Mari Marinera 3 x 51 g,51264,2.45
5509,Mejillones en escabeche 14/18 piezas Dia Mari Marinera 69 g,50596,2.15
5512,Mejillones en escabeche picantes 14/18 piezas Dia Mari Marinera 69 g,117162,1.99
5514,Mejillones en escabeche 8/12 piezas Dia Mari Marinera 69 g,16527,2.8
5515,Atún en salsa de tomate Dia Dia Mari Marinera 3 x 52 g,119959,2.1
5516,Mejillones al natural 13/18 piezas Dia Mari Marinera 69 g,145495,1.99
5517,Potón del Pacífico en su tinta Dia Mari Marinera 3 x 51 g,62631,2.69
5520,Atún claro en aceite de oliva bajo en sal Dia Mari Marinera 3 x 60 g,262435,2.99
5523,Atún claro en escabeche Dia Mari Marinera 6 x 60 g,262440,4.7
5524,Atún en aceite girasol Isabel 3 x 52 g,116670,3.29
5525,Berberechos al natural 60/100 piezas Dia Mari Marinera 63 g,110474,3.05
5528,Mejillones en escabeche 13/18 piezas Isabel 69 g,28245,2.59
5529,Sardinas en tomate Dia Mari Marinera 85 g,6084,1.19
5532,Sardinas picantes Albo 85 g,137675,2.35
5533,Mejillones en salsa vieira 13/18 piezas Dia Mari Marinera 69 g,176765,1.99
5534,Chipirones rellenos en salsa americana Dia Mari Marinera 72 g,51262,2.49
5542,Caldo de pescado gourmet Gallina Blanca 1 L,180486,2.99
5552,Atún con tomate Isabel 3 x 52 g,57862,3.19
5555,Navajas al natural Cabo de Hornos 63 g,134115,2.59
5556,Mejillones picantes 13/18 piezas Isabel 69 g,273251,2.59
5561,Melva en aceite de girasol Ubago 85 g,10298,2.65
5573,Salmón ahumado reducido en sal Dia Selección Mundial sobre 100 g,302187,3.99
5574,Trozos de atún en aceite de girasol Ribeira 3 x 52 g,296869,1.79
5575,Atún en aceite de oliva Dia Mari Marinera 6 x 52 g,304092,4.39
5576,Filete de salmón Selección de Dia bandeja 420 g aprox.,162012,9.77
5577,Salmón ahumado Noruego Dia Selección Mundial sobre 200 g,44404,7.2
5578,Salpicón de marisco Selección de Dia bandeja 400 g,306213,4.99
5580,Fumet de marisco 100% natural Dia Al Punto 1 L,306541,2.39
5584,Maravillas de mar al ajillo Dia Mari Marinera 50 g,89983,1.55
5586,Bonito en aceite de girasol alto oleico Dia Mari Marinera 228 g,303265,5.89
5587,Trozos de bonito del Norte Dia Mari Marinera 3 x 52 g,296414,2.89
5588,Salmón ahumado en dados Skandia bandeja 100 g,308085,3.99
5589,Bonito en aceite de girasol alto oleico Consorcio 80 g,302603,2.65
5590,Palitos de pescado fich tenders MSC Findus 256 g,309576,3.99
5591,Chipirones rellenos en aceite girasol Pay pay 72 g,31178,2.79
5592,Burger de pescado MSC Findus 270 g,309624,3.99
5594,Navajuelas del Pacífico al natural Orbe 63 g,310535,2.39
5596,Atún al natural Dia Mari Marinera 3 x 56 g,304093,1.99
5598,Paté de sardinas Dia Nuestra Alacena 110 g,307381,1.49
5599,Atún claro al natural alto en proteínas Dia Mari Marinera 2 x 56 g,304827,1.95
5601,Caldo de pescado Knorr 12 unidades,189857,1.79
5602,Preparado de paella con caldo Dia Mari Marinera 500 g,59239,3.69
5603,Paté de salmón Dia Nuestra Alacena 110 g,286535,0.95
5604,Vino blanco Pescador 75 cl,119552,4.45
5605,Alimento para gatos salmón Friskies bolsa 3 Kg,84820,9.99
5606,Paté para gato con salmón y trucha Deligato de Dia tarrina 100 g,297337,0.59
5608,Mousse para gatos con pescado Gourmet lata 85 g,37161,0.92
5609,Alimento para gatos selección pescado en gelatina Whiskas bolsa 4 x 85 g,292640,2.69
5610,Alimento para perros con salmón y atún Deliperro de Dia bolsa 3 Kg,301871,5.69
5611,Alimento para gatos de salmón control urinario Deligato de Dia bolsa 800 g,303528,2.99
5612,Mousse para gatos de salmón Vitakraft lata 85 g,283122,0.79
5613,Snack para gatos con salmón Catisfaction bolsa 60 g,155538,2.1
5614,Mousse para gatos de salmón Gourmet caja 4 x 57 g,280375,3.69
5615,Snacks para gatos rellenos con salmón Deligato de Dia bolsa 60 g,296058,1.19
5616,Snack para gatos sticks de salmón Deligato de Dia bolsa 10 x 5 g,296062,1.29
5617,Alimento para gatos esterilizados con salmón Ultima bolsa 1.5 Kg,194764,10.89
5618,Snack líquido para gatos con salmón Vitakraft caja 90 g,273656,2.49
5619,Alimento para gatos adultos sabor salmón Ultima bolsa 750 g,271303,5.99
5620,Alimento para gatos con atún/salmón/trucha Gourmet caja 300 g,184840,3.09
5621,Alimento para gatos esterilizados con salmón Ultima Pro+ bolsa 375 g,301830,3.69
5622,Vino blanco dulce sin alcohol Pescador 75 cl,307921,5.95
5623,Alimento para gatos en gelatina sabor pescado Felix bolsa 340 g,283041,1.99
5624,Alimento para perros mini adultos mix salmón/pavo Ultima bolsa 4 x 100 g,301317,2.99
5625,Snack para gatos líquido de pollo y salmón Deligato de Dia bolsa 105 g,296060,1.4
5626,Langostino cocido Selección de Dia bandeja 400 g,117788,4.69
5627,Trucha ahumada Dia Mari Marinera bandeja 100 g,233894,3.69
5656,Langostino cocido grande 32/48 piezas Dia Mari Marinera 800 g,47403,7.89
5628,Sucedáneo de angulas refrigerado MSC Dia Mari Marinera bandeja 200 g,264682,2.79
5629,Sepia Selección de Dia bandeja 400 g aprox.,298040,6.24
5630,Boquerones en vinagre MSC Dia Mari Marinera bandeja 80 g,267319,2.39
5631,Filetes de dorada Selección de Dia bandeja 300 g aprox.,298039,7.12
5632,Pata de pulpo cocido Dia Mari Marinera bandeja 250 g,269304,9.99
5633,Taquitos de mar cocidos Dia Mari Marinera bolsa 125 g,294392,2.49
5634,Sucedáneo de angulas con gambas refrigerado Dia Mari Marinera bandeja 200 g,287250,2.89
5636,Bacalao desmigado desalado MSC Selección de Dia bandeja 250 g,264608,4.99
5637,Potón cocido en rodajas Dia Mari Marinera bolsa 200 g,294391,4.69
5640,Solomillo de atún bandeja 300 g aprox.,286140,6.89
5641,Mejillones cocidos en su jugo Aguinamar bolsa 1 Kg,81922,4.99
5642,Anchoas del Cantábrico MSC en aceite de oliva Dia Mari Marinera lata 50 g,184569,3.89
5643,Anchoas en aceite de girasol alto oleico Consorcio lata 23 g,303326,2.45
5644,Mejillones en salsa de tomate Aguinamar bandeja 500 g,256038,4.49
5645,Gilda de anchoa doble Arteiñaki bandeja 100 g,308615,3.49
5646,Rabas empanadas Marnatura 300 g aprox.,301564,4.43
5647,Boquerones en vinagre con ajo y perejil Arteiñaki bandeja 250 g,308655,5.59
5648,Huevas de Islandia negras Royal frasco 50 g,179044,2.09
5650,Filetes de sardina anchoada Kiele bandeja 50 g,181667,1.89
5652,Bacalao desmigado salado MSC Selección de Dia bandeja 250 g,264553,4.99
5653,Media ración de pulpo cocido Embumar bandeja 150 g,303182,5.19
5654,Colas de langostino al ajillo Aguinamar bolsa 105 g,105460,3.19
5655,Langostino crudo grande 32/48 piezas Dia Mari Marinera 800 g,47405,7.89
5657,Gambas peladas y crudas grandes Dia Mari Marinera 350 g,269058,5.78
5658,Sucedáneo de angulas MSC congelado Dia Mari Marinera 250 g,263242,1.99
5659,Filetes de panga ASC 480 g,31437,2.59
5660,Filetes de bacalao MSC Dia Mari Marinera 360 g,4542,6.29
5661,Varitas de merluza MSC Dia Mari Marinera 450 g,298633,4.49
5662,Carne de mejillón cocido Dia Mari Marinera 250 g,233107,2.19
5663,Sepia faraónica Dia Mari Marinera 400 g,293705,5.59
5664,Sucedáneo de angulas con gambas congelado Dia Mari Marinera 250 g,263685,2.49
5665,Calamar patagónico entero y limpio Dia Mari Marinera 400 g,298941,5.59
5666,Bacalao dorado Marvanejo 240 g,188892,2.99
5667,Medallones de merluza del cabo MSC Dia Mari Marinera 475 g,26442,4.69
5668,Filetes de abadejo MSC Dia Mari Marinera 500 g,298869,3.99
5669,Anillas de pota Dia Mari Marinera 350 g,286538,5.59
5671,Tortillitas de camarón Terranova 400 g,291719,2.99
5672,Gamba blanca cruda 50/70 piezas Dia Mari Marinera 500 g,296057,6.99
5673,Puntilla Aligator 450 g,263661,4.59
5675,Gambón crudo Dia Mari Marinera 800 g,273235,10.99
5676,Colas de gambón pelado crudo Dia Mari Marinera 200 g,148888,5.25
5677,Filetes de merluza Argentina sin piel grandes Pescanova 400 g,309058,4.99
5678,Anillas a la romana Dia Mari Marinera 400 g,5206,3.99
5680,Filetes de merluza sin piel mini Pescanova 400 g,69089,5.49
5681,Colas de gamba rebozadas Cocinarte 200 g,291763,2.29
5682,Maruca en porciones con piel Aligator 475 g,309112,3.69
5683,Snack para gatos party mix ocean Felix bolsa 60 g,175779,1.99
5684,Crema de bechamel con lenguado Hero frasco 235 g,1027,1.85
5685,Mousse para gatos con pato Deligato de Dia lata 85 g,297318,0.65
5686,Mousse para gatos con atún Deligato de Dia lata 85 g,297315,0.65
5687,Mousse para gatos con buey Deligato de Dia lata 85 g,297316,0.65
5688,Alimento para gatos fantastic sabor festín del mar 4 unidades Felix bolsa 340 g,283043,2.99
