score,nombre_dia,nombre_mercadona,id_maestro,id_dia
83.33333333333334,Café soluble descafeinado Dia Cafetería 200 g,Café soluble descafeinado Hacendado,P-2816,8030
83.33333333333334,Café soluble descafeinado Dia Cafetería 100 g,Café soluble descafeinado Hacendado,P-2816,8062
83.33333333333334,Champú protector del color cabello teñido Elvive botella 300 ml,Champú Color Protect Deliplus cabello teñido,P-2305,8479
83.2,Barritas de barquillo recubierta de chocolate con leche Huesitos bolsa 120 g,Barritas de barquillo Huesitos bañadas de chocolate con leche,P-3184,4118
83.16831683168317,Ventresca de atún claro en aceite de oliva Dia Mari Marinera 78 g,Ventresca de atún claro en aceite de oliva Hacendado,P-2745,5536
83.11688311688312,Aceitunas rellenas de anchoa Dia Vegecampo 150 g,Aceitunas verdes rellenas de anchoa Hacendado,P-1422,7505
83.11688311688312,Aceitunas rellenas de anchoa Serpis 4 x 50 g,Aceitunas verdes rellenas de anchoa Hacendado,P-1422,7727
83.07692307692307,Sardinas en aceite de oliva Albo 85 g,Sardinillas en aceite de oliva Hacendado,P-2755,5550
83.07692307692307,Atún en aceite de oliva Calvo 3 x 52 g,Atún claro en aceite de oliva Hacendado,P-2741,5559
83.01886792452831,Leche semidesnatada Celta pack 6 x 1 L,Leche semidesnatada calcio Hacendado,P-1776,3966
83.01886792452831,Leche desnatada calcio Puleva pack 6 x 1 L,Leche desnatada calcio Hacendado,P-1790,4022
83.01886792452831,Bebida de almendras Alpro pack 6 x 1 L,Bebida de almendras 0% azúcar Hacendado,P-1805,4230
83.01886792452831,Bebida de avena 0% azúcares Dia Vegedia pack 6 x 1 L,Bebida de avena Hacendado 0% azúcar,P-1814,4237
83.01886792452831,Concha fina al natural Ubago 55 g,Concha fina al natural Hacendado,P-2780,5562
83.01886792452831,Refresco de naranja Dia Upss 1.5 L,Refresco de naranja sin gas,P-3284,6391
83.01886792452831,Refresco de naranja Dia Upss 330 ml,Refresco de naranja sin gas,P-3284,6410
83.01886792452831,Vinagre de vino blanco Aliña tu Dia 1 L,Vinagre de vino blanco Hacendado,P-1669,7031
82.92682926829268,Leche entera calcio Dia Láctea 1 L,Leche desnatada calcio Hacendado,P-1790,3983
82.92682926829268,Bebida de soja Alpro 1 L,Bebida de soja 0% azúcar Hacendado,P-1804,4321
82.92682926829268,Cápsulas de café expresso descafeinado intenso Dolce Gusto 16 unidades,Café en cápsula descafeinado espresso intenso Dolce Gusto,P-2584,8168
82.85714285714285,Queso fresco de Burgos sin lactosa Dia Láctea 4 x 62.5 g,Queso fresco Burgos sin lactosa Hacendado,P-2062,4571
82.85714285714285,Atún claro en aceite de oliva Albo 3 x 48 g,Atún claro en aceite de oliva Hacendado,P-2741,5558
82.85714285714285,"Cerveza reserva 1925 Alhambra pack 6 x 22,5 cl",Cerveza reserva 1925 Alhambra,P-3326,6668
82.75862068965517,Alioli Chovi 180 g,Allioli Chovi,P-2095,7123
82.6086956521739,Leche semidesnatada Pascual 1 L,Leche semidesnatada Hacendado,P-1774,3948
82.6086956521739,Margarina Proactiv 225 g,Margarina Flora Proactiv,P-2038,4312
82.6086956521739,Mantequilla sin sal Dia Láctea 250 g,Mantequilla sin sal añadida Hacendado,P-2029,4268
82.6086956521739,Batido de chocolate Dia Láctea 6 x 200 ml,Batido de chocolate Hacendado,P-1817,4295
82.6086956521739,Agua mineral Aquabona 500 ml,Agua mineral mediana Aguadoy,P-3136,6285
82.6086956521739,Mayonesa picante Hellmann's 250 ml,Mayonesa Hellmann's,P-2085,7238
82.6086956521739,Café molido natural Saimaza 250 g,Café molido natural Hacendado,P-2765,8016
82.56880733944953,Cereales rellenos con cacao y avellana sin gluten Gran Dia bolsa 400 g,Cereales rellenos de crema de cacao y avellana Hacendado sin gluten,P-2252,7975
82.53968253968253,Tomate doble concentrado Hida 170 g,Tomate doble concentrado Hacendado extra,P-2841,7232
82.53968253968253,Aceitunas negras sin hueso Serpis 130 g,Aceitunas negras sin hueso Hacendado,P-1437,7723
82.4742268041237,Sticks con crema de cacao y leche de avellanas Nocilla caja 60 g,Crema al cacao y leche con avellanas Nocilla,P-3221,4067
82.35294117647058,Coca-Cola zero azúcar 500 ml,Refresco Coca-Cola Zero azúcar,P-3152,6413
