ï»¿id_producto;nombre;precio;categoria_actual;subcategoria_actual;categoria_nueva;subcategoria_nueva
ME-4291;Limpiahogar con lejÃ­a Bosque Verde en gel;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4290;Limpiahogar Multiusos Pino Bosque Verde lÃ­quido;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4292;Limpiahogar Oxi Active Bosque Verde sin lejÃ­a;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4289;Limpiahogar PH Neutro Bosque Verde delicado;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1594;LociÃ³n after shave Fresh Deliplus con alcohol;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1124;LociÃ³n corporal Calm Deliplus omega 3, 6, 9 y niacinamida;23;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1120;LociÃ³n corporal Hidrata Deliplus aloe vera y Ã¡cido hialurÃ³nico;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2521;LociÃ³n infantil elimina liendres y piojos Deliplus;50;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1349;Lomo asado La CarloteÃ±a lonchas;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1754;Lomo de bellota 50% ibÃ©rico La Hacienda del ibÃ©rico;7085;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1750;Lomo de bellota ibÃ©rico cortado a mÃ¡quina;743;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1756;Lomo de cebo 50% ibÃ©rico Estrella de Castilla;1425;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1749;Lomo de cebo ibÃ©rico cortado a mÃ¡quina;633;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0519;Lomo de vacuno aÃ±ojo;792;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1747;Lomo embuchado Hacendado lonchas;27;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1753;Lomo Hacendado;613;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1717;Longaniza clÃ¡sica extra Hacendado;28;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1710;Longaniza de payÃ©s extra Hacendado lonchas;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0612;Longaniza fresca estilo criollo;334;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0607;Longaniza fresca sin tripa;33;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0606;Longaniza magro fresca;321;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0200;Lubina abierta a la espalda;68;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0199;Lubina limpia;64;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2731;MacarrÃ³n fino Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2733;MacarrÃ³n Hacendado;12;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2728;MacarrÃ³n rayado integral Hacendado;115;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3331;Macedonia de verduras Hacendado;9;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3361;Macedonia mix de frutas en almÃ­bar Hacendado;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0445;Magret de pato;912;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0159;MaÃ­z dulce en mazorca;315;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0156;MaÃ­z dulce en mazorca cocido;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3311;MaÃ­z dulce Hacendado;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1385;MaÃ­z palomitas Hacendado;86;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3805;Malta MaltÃ­n Polar;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1137;Manteca corporal Murumuru Deliplus;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1184;Mantecadas Hacendado;23;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4461;Mantel de papel color aleatorio Bosque Verde;31;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3000;Maquillaje fluido Hydra Deliplus 100 vainilla claro;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3005;Maquillaje fluido Hydra Deliplus 110 beige rosado;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3001;Maquillaje fluido Hydra Deliplus 200 beige medio;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3004;Maquillaje fluido Hydra Deliplus 210 cappuccino;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3002;Maquillaje fluido Hydra Deliplus 300 arena;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2990;Maquillaje fluido Long Lasting Deliplus mate 120 beige rosado;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2996;Maquillaje serum camomila Deliplus 100 beige muy claro;70;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2997;Maquillaje serum camomila Deliplus 200 beige claro;70;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2998;Maquillaje serum camomila Deliplus 210 beige medio;70;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2999;Maquillaje serum camomila Deliplus 300 beige oscuro;70;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1607;Maquinilla de afeitar recargable Deliplus Flection System 6 hojas;60;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1601;Maquinilla de afeitar recargable Deliplus Precision System 3 hojas;30;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1603;Maquinilla de afeitar recargable Deliplus Precision System 6 hojas;50;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1490;Maquinilla depilaciÃ³n recargable Deliplus Body System 6 hojas;50;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1602;Maquinillas de afeitar desechables Deliplus Active 2 hojas;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1598;Maquinillas de afeitar desechables Deliplus Active 3 hojas;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1596;Maquinillas de afeitar desechables Deliplus Fix 2 hojas;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1485;Maquinillas depilaciÃ³n Deliplus Body 3 hojas;215;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1484;Maquinillas depilaciÃ³n desechables Deliplus Body 2 hojas;7;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1470;Masa de hojaldre sin gluten Hacendado;28;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1471;Masa filo;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1465;Masa fresca hojaldre Hacendado;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1468;Masa fresca quebrada brisa Hacendado;22;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3349;MÃ¡scara de cejas Deliplus marrÃ³n;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3371;MÃ¡scara de pestaÃ±as Brown Xtrem efecto longitud infinita Deliplus marrÃ³n;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3373;MÃ¡scara de pestaÃ±as Curve XL efecto lifting Deliplus negro;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3372;MÃ¡scara de pestaÃ±as Drama Lashes efecto volumen y longitud Deliplus negro;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3369;MÃ¡scara de pestaÃ±as Long Xtrem efecto longitud infinita Deliplus negro;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3368;MÃ¡scara de pestaÃ±as Maxi Volume efecto volumen intenso Deliplus negro;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3370;MÃ¡scara de pestaÃ±as Water Xtrem waterproof efecto longitud infinita Deliplus negro;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2550;Mascarilla Argan Oil Deliplus cabello seco y daÃ±ado;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2985;Mascarilla cabello cobre Color Mask;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2910;Mascarilla cabello negro Color Mask;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2986;Mascarilla cabello rojo Color Mask;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2987;Mascarilla cabello violÃ­n Color Mask;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2565;Mascarilla Color Protect Deliplus cabello teÃ±ido;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2552;Mascarilla Curl Perfect Deliplus cabello rizado;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0643;Mascarilla facial Hidra Boom Mask Deliplus con Camelias de Jeju y Ã¡cido hialurÃ³nico;175;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0633;Mascarilla facial peeling carbÃ³n Montagne Jeunesse;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2562;Mascarilla Hidra HialurÃ³nico Elvive cabello deshidratado;44;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2551;Mascarilla Liss Frizz Control Deliplus cabello rebelde;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2555;Mascarilla Natural Deliplus todo tipo de cabello;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2559;Mascarilla Plex Repair Deliplus cabello muy daÃ±ado;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2558;Mascarilla Protectora Color Vive Elvive cabello teÃ±ido o con mechas;44;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2549;Mascarilla Repair & Nutrition Deliplus cabello seco y daÃ±ado;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2557;Mascarilla Silver Blond Deliplus cabello rubio, decolorado y grises,;395;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2556;Mascarilla sin aclarado Argan Oil Deliplus cabello seco y daÃ±ado;38;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2560;Mascarilla sin aclarado Curl Perfect Deliplus cabello rizado;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2554;Mascarilla sin aclarado Repair & Nutrition Deliplus cabello seco y daÃ±ado;38;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2563;Mascarilla Ultra Platinum Deliplus cabello gris, rubio y decolorado;395;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3998;Mascarillas quirÃºrgicas Deliplus no reutilizables;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0719;Maxi tortillas de trigo Hacendado;15;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1363;Maxi york Hacendado;595;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1357;Maxi york Hacendado finas lonchas;23;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3343;Mazorquitas de maÃ­z agridulce Hacendado;26;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0157;Media calabaza cacahuete;156;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0713;Media Hogaza integral de avena, semillas de girasol y sÃ©samo rebanado;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0539;Medio conejo troceado;564;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0053;Medio melÃ³n piel de sapo;552;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0284;Medio rodaballo;1728;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0208;MejillÃ³n vivo;36;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0210;MejillÃ³n vivo selecciÃ³n;46;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3358;MelocotÃ³n en almÃ­bar Hacendado;205;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3360;MelocotÃ³n light Hacendado sin azÃºcares aÃ±adidos;145;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0054;MelÃ³n piel de sapo;68;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3341;Mezcla de verduras Hacendado;265;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1388;Mezcla semillas Hacendado;146;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1846;Migas Hacendado;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0770;Mini biscotes de trigo Diatosta;76;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2078;Mini eau de parfum hombre Flor de Mayo Deep Barrel;33;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2071;Mini eau de parfum hombre Flor de Mayo Mistery intense;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2036;Mini eau de parfum mujer Flor de Mayo Diamond;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4488;Mini mechero Clipper;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1560;Mini taquitos de jamÃ³n Incarlopsa;265;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0721;Mini tortillas de trigo Hacendado;165;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0768;Mini tostadas de trigo Hacendado extra finas;132;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4117;Ministick dental perro adulto Compy;22;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1518;Mix de encurtidos Hacendado;265;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1529;Mix de pepinillos y cebollitas Hacendado;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4423;Molde de aluminio cuadrado 2,7L AlibÃ©rico;245;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4429;Molde de aluminio rectangular 0,5L AlibÃ©rico;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4431;Molde de aluminio rectangular 1,5L AlibÃ©rico;335;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4430;Molde de aluminio redondo 1L AlibÃ©rico;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4434;Molde de papel Bosque Verde para freidora de aire 20 cm;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2165;Molinillo mix pimientas Hacendado;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2163;Molinillo pimienta negra Hacendado;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4500;Mopa atrapa polvo Bosque Verde multiusos;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1538;Mortadela con aceitunas Hacendado lonchas;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1540;Mortadela Hacendado;36;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1537;Mortadela Hacendado lonchas;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1539;Mortadela italiana Hacendado finas lonchas;195;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2278;Mostaza a la antigua Hacendado;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2280;Mostaza clÃ¡sica Hacendado;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2279;Mostaza de Dijon Hacendado;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2778;Mousse de pato Hacendado;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2670;Mousse fijador cabello Deliplus fijaciÃ³n 2;26;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2231;Mozzarella fresca de vaca Hacendado;9;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2235;Mozzarella fresca de vaca Hacendado en perlas;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2246;Mozzarella fresca light de vaca Hacendado;10;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2468;Muesli Crunchy Hacendado 0% azÃºcares aÃ±adidos y 0% edulcorantes;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2471;Muesli Crunchy Hacendado con fruta;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2467;Muesli Crunchy Hacendado con frutos secos;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2476;Muesli Hacendado 50% frutas y frutos secos;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2475;Muesli Hacendado con frutas;24;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3032;Multi corrector Rimmel London 20 fair;695;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3033;Multi corrector Rimmel London 40 ivory;695;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3034;Multi corrector Rimmel London 50 sand;695;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4239;Multiusos cocina Bosque Verde;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4268;Multiusos Perfumado Bosque Verde;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4271;Multiusos pH Neutro Las 3 Brujas;255;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1843;Muslo de pato confitado Hacendado;63;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1088;Nachos Hacendado;9;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1006;Napolitana de crema 31%;95;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1028;Napolitana mixta;9;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1173;Napolitanas con relleno de cacao Hacendado;18;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1177;Napolitanas con relleno sabor crema Hacendado;18;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0212;Navaja viva;49;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0197;NÃ©cora cocida Hacendado;855;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0410;NÃ©ctar de guayaba Hacendado;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3927;Noodles Yakisoba con carne y verduras;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2181;Ãoras Hacendado;156;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2717;Obleas redondas Hacendado;245;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2114;OrÃ©gano Hacendado;10;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1878;Oreja guisada Hacendado;255;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1427;Orejones albaricoque Hacendado;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0206;Ostra viva;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0674;PacharÃ¡n Oibar;755;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2727;Pajaritas vegetales Hacendado;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4459;Pajitas rectas reutilizables;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1570;Paleta curada lonchas Paletas Marpa;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1584;Paleta de cebo ibÃ©rica La Hacienda del IbÃ©rico;750;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3377;Paleta sombras de ojos Deliplus 11 verdes;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3391;Paleta sombras de ojos e iluminadores Nude Romance Deliplus;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3390;Paleta sombras de ojos e iluminadores Pink Romance Deliplus;65;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4460;Palillos redondos Bosque Verde;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0855;Palitos con frutos secos Hacendado;104;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0215;Palitos de surimi Hacendado;20;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1170;Palmeritas Hacendado;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3334;Palmito al natural entero Hacendado;265;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1407;Palomitas de maÃ­z dulces Hacendado para microondas;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4340;PaÃ±o seca vajillas Bosque Verde;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4378;PaÃ±uelos de papel Aloe Vera Bosque Verde;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4377;PaÃ±uelos de papel Extra Suaves Bosque Verde;125;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4380;PaÃ±uelos de papel Mentol Bosque Verde;18;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4435;Papel de aluminio Bosque Verde;22;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4374;Papel higiÃ©nico Comfort Bosque Verde;29;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4371;Papel higiÃ©nico Doble Rollo Bosque Verde;45;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1151;Papel higiÃ©nico hÃºmedo WC Bosque Verde;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4373;Papel higiÃ©nico Suave Bosque Verde;355;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4437;Papel vegetal Bosque Verde;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4015;Papilla cuatro frutas con avena Hacendado +8 meses;29;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4014;Papilla fruta variada Hacendado +4 meses;285;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4012;Papilla fruta variada Hacendado +6 meses;9;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1422;Pasas moscatel sin semillas Hacendado;22;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1421;Pasas sultanas sin semillas Hacendado;18;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4196;Pastillas antical para lavadora Bosque Verde;325;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4260;Pastillas cisterna Bosque Verde;145;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4301;Pastillas desinfectantes multiusos Bosque Verde;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4484;Pastillas enciende fuegos Encendido;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1082;Patatinas extra crujientes Hacendado;135;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2774;PatÃ© de anchoa Hacendado;165;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2773;PatÃ© de jamÃ³n Hacendado;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2770;PatÃ© de lomo de atÃºn Hacendado;23;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3352;Perfilador de cejas Deliplus 02 marrÃ³n medio;275;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3351;Perfilador de cejas Long Lasting Deliplus 01 claro;275;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3353;Perfilador de cejas Long Lasting Deliplus 03 oscuro;275;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3354;Perfilador de cejas micro Deliplus 01 claro;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3355;Perfilador de cejas micro Deliplus 02 oscuro;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3215;Perfilador de labios Deliplus 06 canela;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3217;Perfilador de labios Deliplus 07 cereza;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3216;Perfilador de labios Deliplus 08 rojo;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3207;Perfilador de labios Long Lasting Deliplus 01 rosa nude;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3208;Perfilador de labios Long Lasting Deliplus 06 fucsia;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3209;Perfilador de labios Long Lasting Deliplus 07 rojo;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3210;Perfilador de labios Long Lasting Deliplus 08 granate;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3211;Perfilador de labios Long Lasting Deliplus 10 canela;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3212;Perfilador de labios Long Lasting Deliplus 11 nude;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3213;Perfilador de labios Long Lasting Deliplus 15 canela claro;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3295;Perfilador de ojos Deliplus 01 negro;23;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3296;Perfilador de ojos Deliplus 02 marrÃ³n;23;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3299;Perfilador de ojos Eyeliner Deliplus 02 negro;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3297;Perfilador de ojos Eyeliner waterproof Deliplus negro;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3293;Perfilador de ojos Waterproof Deliplus 01 negro;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3294;Perfilador de ojos Waterproof Deliplus 06 marrÃ³n;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3301;Perfilador de ojos Waterproof Deliplus 07 verde turquesa;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3302;Perfilador de ojos Waterproof Deliplus 09 azul metalizado;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3306;Perfilador de ojos Waterproof Deliplus 101 negro;325;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3307;Perfilador de ojos Waterproof Deliplus 105 verde;325;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3308;Perfilador de ojos Waterproof Deliplus 106 marrÃ³n;325;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3309;Perfilador de ojos Waterproof Deliplus 107 azul;325;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3310;Perfilador de ojos Waterproof Deliplus 108 beige;325;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3303;Perfilador de ojos Waterproof Deliplus 12 verde oliva;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3304;Perfilador de ojos Waterproof Deliplus 13 gris;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3305;Perfilador de ojos Waterproof Deliplus 15 azul;25;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4215;Perfumador ropa Bosque Verde intensificador de fragancia;315;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3954;Perlas Omega 3 Deliplus;395;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0980;Petit Nesquik NestlÃ©;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0979;Petit sabores Hacendado;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0727;Piadina Hacendado;22;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1523;Picadillo de variantes Hacendado;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0871;Picatostes fritos Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0873;Picatostes tostados Hacendado;7;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0818;Picos 100% integrales Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0826;Picos camperos Hacendado;99;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0819;Picos Hacendado;8;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0825;Picos reventaos Hacendado;99;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0824;Picos sin gluten Hacendado;142;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4356;Pila alcalina AA LR6 Bosque Verde;17;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4357;Pila alcalina AAA LR03 Bosque Verde;165;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2140;PimentÃ³n dulce de la Vera Hacendado;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2144;PimentÃ³n dulce Hacendado;13;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2166;Pimienta blanca molida Hacendado;23;Bazar y Varios;Otros bazar;Revisar;Revisar
