id_producto;nombre;precio;categoria_actual;subcategoria_actual;categoria_nueva;subcategoria_nueva
ME-2059;Eau de toilette hombre Misty Wood Bosque místico;38;Bazar y Varios;Otros bazar;;
ME-2058;Eau de toilette hombre Misty Wood Esencia vital;38;Bazar y Varios;Otros bazar;;
ME-2088;Eau de toilette infantil Disney Minnie Mouse;40;Bazar y Varios;Otros bazar;;
ME-2089;Eau de toilette infantil Marvel Spiderman;40;Bazar y Varios;Otros bazar;;
ME-2023;Eau de toilette mujer 9.60 Bloom Sport water;39;Bazar y Varios;Otros bazar;;
ME-1998;Eau de toilette mujer 9.60 Sport water;39;Bazar y Varios;Otros bazar;;
ME-2013;Eau de toilette mujer Capítulo Chypre;65;Bazar y Varios;Otros bazar;;
ME-2003;Eau de toilette mujer Capítulo Floral;65;Bazar y Varios;Otros bazar;;
ME-2000;Eau de toilette mujer Ikiru;80;Bazar y Varios;Otros bazar;;
ME-2030;Eau de toilette mujer Monogotas banana;20;Bazar y Varios;Otros bazar;;
ME-2011;Eau de toilette mujer Monogotas coco;40;Bazar y Varios;Otros bazar;;
ME-2012;Eau de toilette mujer Monogotas vainilla;40;Bazar y Varios;Otros bazar;;
ME-2002;Eau de toilette mujer Soplo;70;Bazar y Varios;Otros bazar;;
ME-2001;Eau de toilette mujer Vuela;38;Bazar y Varios;Otros bazar;;
ME-4192;Eliminador de olores tejidos Bosque Verde;17;Bazar y Varios;Otros bazar;;
ME-4314;Eliminador de turbidez líquido Bosque Verde para piscina;140;Bazar y Varios;Otros bazar;;
ME-4489;Encendedor cocina largo Clipper;26;Bazar y Varios;Otros bazar;;
ME-2120;Eneldo Hacendado;185;Bazar y Varios;Otros bazar;;
ME-0878;Enjuague bucal Blanqueador Bicarbonato Deliplus zero alcohol;15;Bazar y Varios;Otros bazar;;
ME-0884;Enjuague bucal cuidado total Listerine menta;54;Bazar y Varios;Otros bazar;;
ME-0882;Enjuague bucal dientes y encías Listerine menta;54;Bazar y Varios;Otros bazar;;
ME-0877;Enjuague bucal Explosion Action Deliplus;135;Bazar y Varios;Otros bazar;;
ME-0875;Enjuague bucal Fresh 0% alcohol Deliplus;135;Bazar y Varios;Otros bazar;;
ME-0886;Enjuague bucal Kids Deliplus zero alcohol;14;Bazar y Varios;Otros bazar;;
ME-0891;Enjuague bucal Sensitive & Encías Deliplus zero alcohol;19;Bazar y Varios;Otros bazar;;
ME-0874;Enjuague bucal Total Action Deliplus;135;Bazar y Varios;Otros bazar;;
ME-0994;Ensaimada;10;Bazar y Varios;Otros bazar;;
ME-1165;Ensaimadas Hacendado;17;Bazar y Varios;Otros bazar;;
ME-0518;Entrecot de vacuno añojo;663;Bazar y Varios;Otros bazar;;
ME-0906;Envase rellenable Deliplus tamaño viaje;9;Bazar y Varios;Otros bazar;;
ME-4499;Escoba para exteriores Bosque Verde;26;Bazar y Varios;Otros bazar;;
ME-4494;Escoba para interiores Bosque Verde;18;Bazar y Varios;Otros bazar;;
ME-4498;Escoba Pequeña Bosque Verde;17;Bazar y Varios;Otros bazar;;
ME-4515;Escobilla para WC Bosque Verde;295;Bazar y Varios;Otros bazar;;
ME-4511;Escurridor para cubo ovalado Bosque Verde escurrebien;26;Bazar y Varios;Otros bazar;;
ME-0152;Espárragos verdes finos;265;Bazar y Varios;Otros bazar;;
ME-0158;Espárragos verdes gruesos;39;Bazar y Varios;Otros bazar;;
ME-1188;Espiral al cacao Hacendado;37;Bazar y Varios;Otros bazar;;
