id_producto;nombre;precio;categoria_actual;subcategoria_actual;categoria_nueva;subcategoria_nueva
ME-1383;Cacahuete tostado Hacendado 0% sal añadida;165;Desayuno y Snack;Frutos secos embasados;;
ME-1408;Cacahuete tostado Hacendado pelado 0% sal añadida;115;Desayuno y Snack;Frutos secos embasados;;
ME-3631;Cacahuetes Chocoiris Hacendado bañados de chocolate con leche coloreados;190;Desayuno y Snack;Frutos secos embasados;;
ME-3629;Cacahuetes Hacendado chocolate con leche;225;Desayuno y Snack;Frutos secos embasados;;
ME-3628;Cacahuetes Hacendado chocolate negro;225;Desayuno y Snack;Frutos secos embasados;;
ME-3148;Café con leche cappuccino Hacendado;85;Desayuno y Snack;Café y cacaos;;
ME-3151;Café con leche descafeinado Hacendado;85;Desayuno y Snack;Café y cacaos;;
ME-2870;Café con leche en cápsula descafeinado Hacendado;355;Desayuno y Snack;Café y cacaos;;
ME-2864;Café con leche en cápsula Dolce Gusto;395;Desayuno y Snack;Café y cacaos;;
ME-2865;Café con leche en cápsula Hacendado;355;Desayuno y Snack;Café y cacaos;;
ME-2893;Café con leche en cápsula Tassimo;589;Desayuno y Snack;Café y cacaos;;
ME-3150;Café con leche espresso Hacendado;85;Desayuno y Snack;Café y cacaos;;
ME-3149;Café con leche light sin lactosa Hacendado;85;Desayuno y Snack;Café y cacaos;;
ME-2869;Café cortado en cápsula Hacendado;355;Desayuno y Snack;Café y cacaos;;
ME-2873;Café en cápsula cappuccino Hacendado;355;Desayuno y Snack;Café y cacaos;;
