id,id_producto,nombre,precio,categoria_id,categoria,subcategoria,imagen,url,actualizado
7222,ME-0001,Patata,0.46€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/12ec1b808bbcbc2d5ad6b40d9021cf76.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69066/patata-pieza,2026-03-09 20:22:03.238437
7223,ME-0002,Patatas,4.65€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/af5d11159ebfb515c949c3959cc745fa.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69166/patatas-malla,2026-03-09 20:22:03.238437
7235,ME-0003,Patatas rojas,3.80€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/12962dac735b6d3c60e7448d339640a8.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69098/patatas-rojas-malla,2026-03-09 20:22:03.238437
7227,ME-0004,Patatas guarnición,2.55€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/df2dd24063ff1787bf0e643da4f9e9ed.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69386/patatas-guarnicion-malla,2026-03-09 20:22:03.238437
7077,ME-0005,Batata,0.78€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/d6ce6c208e5da752ee3a7f6f1ccb2066.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69239/batata-pieza,2026-03-09 20:21:32.851756
7226,ME-0006,Patatas especial para freir,3.90€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/9573ce3b902f86934b52cae8ccc3f484.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69448/patatas-especial-freir-malla,2026-03-09 20:22:03.238437
7315,ME-0007,Yuca,2.00€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/3c82a0206ba8e480e6b24eba31eae9d8.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69173/yuca-pieza,2026-03-09 20:22:03.238437
7097,ME-0008,Cebollas tiernas,1.70€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/3bbcca66baefa5c56bae00a07ca106f1.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69139/cebollas-tiernas-manojo,2026-03-09 20:22:03.238437
7094,ME-0009,Cebollas,3.90€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/cbac375be71722d4dda73aee34eb8d1d.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69079/cebollas-malla,2026-03-09 20:22:03.238437
7065,ME-0010,Ajos morados,1.85€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/3e754d795d63e6a75070fb672c24d773.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69297/ajos-morados-malla,2026-03-09 20:21:32.851756
7095,ME-0011,Cebollas dulces,2.50€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/3475cee1b1d471cac93d94f90d601a57.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69155/cebollas-dulces-sabor-suave-malla,2026-03-09 20:22:03.238437
7096,ME-0012,Cebollas rojas,1.40€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/6355edd6a46dd65c79c83798d1ab4ea9.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69162/cebollas-rojas-malla,2026-03-09 20:22:03.238437
7060,ME-0013,Ajo negro dientes pelados,5.00€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/d72d34d490b5823b07a7fc87db75979a.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69695/ajo-negro-dientes-pelados-tarrina,2026-03-09 20:21:32.851756
7244,ME-0014,Picada de ajo y perejil,1.50€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/736f2be4a71ddeef9fb68dc3b4189b41.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/40475/picada-ajo-perejil-bandeja,2026-03-09 20:22:03.238437
7295,ME-0015,Tomate ensalada,0.58€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/ccb2b42ba2bb6a7b692dac6101074709.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69937/tomate-ensalada-pieza,2026-03-09 20:22:03.238437
7293,ME-0016,Tomate canario,0.46€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/74f33f458b7f5fa55cdb4490730cccd8.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69968/tomate-canario-pieza,2026-03-09 20:22:03.238437
7298,ME-0017,Tomate pera,0.26€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/29e2448e80d5a23e8fc907138e551748.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69912/tomate-pera-pieza,2026-03-09 20:22:03.238437
7310,ME-0018,Tomates pera,2.48€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/e6be89640a5eb62ef5d156093c0fae0f.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69975/tomates-pera-bandeja,2026-03-09 20:22:03.238437
7308,ME-0019,Tomates cherry pera kumato,1.60€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/0b7b48379a277881183c9d692b671999.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69930/tomates-cherry-pera-kumato-bandeja,2026-03-09 20:22:03.238437
7306,ME-0020,Tomates cherry,2.00€,null,Frutas y Verduras,Verduras,https://prod-mercadona.imgix.net/images/686833b9bfd1cc7f410c39199a347a85.jpg?fit=crop&h=300&w=300,https://tienda.mercadona.es/product/69990/tomates-cherry-bandeja,2026-03-09 20:22:03.238437
