id,id_api,nombre_comercial,precio,precio_unidad,marca,url,imagen,disponible
DI-4224,42070,Banana granel 900 g aprox.,1.43,1.59€/kg,,https://www.dia.es/frutas/platanos-y-bananas/p/42070,https://www.dia.es/product_images/42070/42070_ISO_0_ES.jpg,True
DI-0267,12254,Fresón bandeja 500 g,1.99,3.98€/kg,,https://www.dia.es/frutas/frutos-rojos-y-del-bosque/p/12254,https://www.dia.es/product_images/12254/12254_ISO_0_ES.jpg,True
DI-0304,125621,Uva blanca sin semillas bandeja 400 g,2.69,6.73€/kg,,https://www.dia.es/frutas/uvas/p/125621,https://www.dia.es/product_images/125621/125621_ISO_0_ES.jpg,True
DI-2007,270541,Kiwi bandeja 700 g,2.79,3.99€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/270541,https://www.dia.es/product_images/270541/270541_ISO_0_ES.jpg,True
DI-0701,159310,Pera conferencia bandeja 700 g,1.79,2.56€/kg,,https://www.dia.es/frutas/manzanas-y-peras/p/159310,https://www.dia.es/product_images/159310/159310_ISO_0_ES.jpg,True
DI-0842,171233,Manzana Golden bolsa 1 Kg,1.99,1.99€/kg,,https://www.dia.es/frutas/manzanas-y-peras/p/171233,https://www.dia.es/product_images/171233/171233_ISO_0_ES.jpg,True
DI-0799,166057,Mango bandeja 2 unidades,1.99,3.32€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/166057,https://www.dia.es/product_images/166057/166057_ISO_0_ES.jpg,True
DI-3587,305811,Frutos rojos congelados Dia Fruticampo bolsa 300 g,1.59,5.30€/kg,Dia Fruticampo,https://www.dia.es/frutas/frutas-congeladas/p/305811,https://www.dia.es/product_images/305811/305811_ISO_0_ES.jpg,True
DI-0164,11464,Mandarina malla 1 Kg,1.89,1.89€/kg,,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/11464,https://www.dia.es/product_images/11464/11464_ISO_0_ES.jpg,True
DI-4731,84,Mandarina granel 500 g aprox.,1.3,2.59€/kg,,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/84,https://www.dia.es/product_images/84/84_ISO_0_ES.jpg,True
DI-0512,142776,Plátano de Canarias El afortunado 950 g aprox.,3.22,3.39€/kg,El afortunado,https://www.dia.es/frutas/platanos-y-bananas/p/142776,https://www.dia.es/product_images/142776/142776_ISO_0_ES.jpg,True
DI-1383,220373,Aguacate bandeja 450 g,1.85,4.11€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/220373,https://www.dia.es/product_images/220373/220373_ISO_0_ES.jpg,True
DI-1141,190387,Arándanos vaso 170 g,2.99,17.59€/kg,,https://www.dia.es/frutas/frutos-rojos-y-del-bosque/p/190387,https://www.dia.es/product_images/190387/190387_ISO_0_ES.jpg,True
DI-3264,302312,Limón selección unidad,0.65,4.33€/kg,,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/302312,https://www.dia.es/product_images/302312/302312_ISO_0_ES.jpg,True
DI-4284,46390,Fresón bandeja 1 Kg,2.59,2.59€/kg,,https://www.dia.es/frutas/frutos-rojos-y-del-bosque/p/46390,https://www.dia.es/product_images/46390/46390_ISO_0_ES.jpg,True
DI-1167,193538,Uva roja sin semilla 400 g,2.69,6.73€/kg,,https://www.dia.es/frutas/uvas/p/193538,https://www.dia.es/product_images/193538/193538_ISO_0_ES.jpg,True
DI-4787,11466,Manzana roja dulce bolsa 1 Kg,2.39,2.39€/kg,,https://www.dia.es/frutas/manzanas-y-peras/p/11466,https://www.dia.es/product_images/11466/11466_ISO_0_ES.jpg,True
DI-2381,278651,Pera Ercolina bandeja 500 g,1.99,3.98€/kg,,https://www.dia.es/frutas/manzanas-y-peras/p/278651,https://www.dia.es/product_images/278651/278651_ISO_0_ES.jpg,True
DI-1891,265125,Medio melón piel de sapo unidad 1.25 Kg aprox.,3.11,2.49€/kg,,https://www.dia.es/frutas/melon-y-sandia/p/265125,https://www.dia.es/product_images/265125/265125_ISO_0_ES.jpg,True
DI-4331,4916,Piña en su jugo en rodajas Dia Fruticampo 490 g,2.1,4.29€/kg,Dia Fruticampo,https://www.dia.es/conservas-caldos-y-cremas/conservas-de-fruta/p/4916,https://www.dia.es/product_images/4916/4916_ISO_0_ES.jpg,True
DI-0443,13627,Naranjas para zumo bolsa 4 Kg,4.69,1.17€/kg,,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/13627,https://www.dia.es/product_images/13627/13627_ISO_0_ES.jpg,True
DI-4604,69,Manzana roja dulce selección granel 500 g aprox.,1.35,2.69€/kg,,https://www.dia.es/frutas/manzanas-y-peras/p/69,https://www.dia.es/product_images/69/69_ISO_0_ES.jpg,True
DI-0163,11463,Limones malla 750 g,2.29,3.05€/kg,,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/11463,https://www.dia.es/product_images/11463/11463_ISO_0_ES.jpg,True
DI-0168,11468,Plátano de canarias bolsa 1 Kg aprox.,1.69,1.69€/kg,,https://www.dia.es/frutas/platanos-y-bananas/p/11468,https://www.dia.es/product_images/11468/11468_ISO_0_ES.jpg,True
DI-3586,305810,Fresas congeladas Dia Fruticampo bolsa 300 g,1.65,5.50€/kg,Dia Fruticampo,https://www.dia.es/frutas/frutas-congeladas/p/305810,https://www.dia.es/product_images/305810/305810_ISO_0_ES.jpg,True
DI-4788,309590,Mango congelado Congelados de Navarra bolsa 300 g,1.79,5.97€/kg,Congelados de Navarra,https://www.dia.es/frutas/frutas-congeladas/p/309590,https://www.dia.es/product_images/309590/309590_ISO_0_ES.jpg,True
DI-2597,287168,Ciruela roja bandeja 500 g,2.49,4.98€/kg,,https://www.dia.es/frutas/frutas-de-temporada/p/287168,https://www.dia.es/product_images/287168/287168_ISO_0_ES.jpg,True
DI-1735,257840,Naranja Torres malla 1.5 Kg,2.99,1.99€/kg,Torres,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/257840,https://www.dia.es/product_images/257840/257840_ISO_0_ES.jpg,True
DI-2439,280342,Coco troceado bio Genuine coconut bolsa 56 g,0.99,17.68€/kg,Genuine coconut,https://www.dia.es/frutas/frutas-tropicales/p/280342,https://www.dia.es/product_images/280342/280342_ISO_0_ES.jpg,True
DI-1605,245089,Aguacate bio bandeja 400 g,2.99,7.48€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/245089,https://www.dia.es/product_images/245089/245089_ISO_0_ES.jpg,True
DI-2643,28887,Melón piel de sapo unidad 2.8 Kg aprox.,6.41,2.29€/kg,,https://www.dia.es/frutas/melon-y-sandia/p/28887,https://www.dia.es/product_images/28887/28887_ISO_0_ES.jpg,True
DI-4116,32063,Pera D.O.P. Rincon de soto granel 800 g aprox.,2.39,2.99€/kg,Rincon de soto,https://www.dia.es/frutas/manzanas-y-peras/p/32063,https://www.dia.es/product_images/32063/32063_ISO_0_ES.jpg,True
DI-2255,274779,Arándanos rojos deshidratados Dia Naturmundo 150 g,1.65,11.00€/kg,Dia Naturmundo,https://www.dia.es/aperitivos-y-frutos-secos/frutas-deshidratadas/p/274779,https://www.dia.es/product_images/274779/274779_ISO_0_ES.jpg,True
DI-4683,78,Kiwi granel 500 g aprox.,2.0,3.99€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/78,https://www.dia.es/product_images/78/78_ISO_0_ES.jpg,True
DI-4793,87,Chirimoya unidad 550 g aprox.,2.47,4.49€/kg,,https://www.dia.es/frutas/frutas-de-temporada/p/87,https://www.dia.es/product_images/87/87_ISO_0_ES.jpg,True
DI-1552,237458,Kiwi amarillo Zespri bandeja 500 g,3.99,7.98€/kg,Zespri,https://www.dia.es/frutas/frutas-tropicales/p/237458,https://www.dia.es/product_images/237458/237458_ISO_0_ES.jpg,True
DI-1251,206952,Mandarina selección malla 750 g,2.79,3.72€/kg,,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/206952,https://www.dia.es/product_images/206952/206952_ISO_0_ES.jpg,True
DI-2548,285489,Arándanos bandeja 300 g,4.49,14.97€/kg,,https://www.dia.es/frutas/frutos-rojos-y-del-bosque/p/285489,https://www.dia.es/product_images/285489/285489_ISO_0_ES.jpg,True
DI-2647,289184,Pulpa de aguacate Dia Al Punto tarrina 125 g,1.49,11.92€/kg,Dia Al Punto,https://www.dia.es/frutas/frutas-tropicales/p/289184,https://www.dia.es/product_images/289184/289184_ISO_0_ES.jpg,True
DI-0879,175058,Naranja selección granel 1 Kg aprox.,1.99,1.99€/kg,,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/175058,https://www.dia.es/product_images/175058/175058_ISO_0_ES.jpg,True
DI-4223,42069,Aguacate granel 1 Kg aprox.,5.69,5.69€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/42069,https://www.dia.es/product_images/42069/42069_ISO_0_ES.jpg,True
DI-4783,97,Manzana Golden granel 500 g aprox.,1.13,2.25€/kg,,https://www.dia.es/frutas/manzanas-y-peras/p/97,https://www.dia.es/product_images/97/97_ISO_0_ES.jpg,True
DI-0165,11467,Naranjas de mesa malla 2 Kg,2.99,1.50€/kg,,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/11467,https://www.dia.es/product_images/11467/11467_ISO_0_ES.jpg,True
DI-0836,170563,Plátano bio bolsa 1 Kg aprox.,3.29,3.29€/kg,,https://www.dia.es/frutas/platanos-y-bananas/p/170563,https://www.dia.es/product_images/170563/170563_ISO_0_ES.jpg,True
DI-4430,54268,Manzana roja acidulce Fuji bolsa 1 Kg,2.39,2.39€/kg,,https://www.dia.es/frutas/manzanas-y-peras/p/54268,https://www.dia.es/product_images/54268/54268_ISO_0_ES.jpg,True
DI-0931,17968,Kiwi Zespri bandeja 500 g,2.19,4.38€/kg,Zespri,https://www.dia.es/frutas/frutas-tropicales/p/17968,https://www.dia.es/product_images/17968/17968_ISO_0_ES.jpg,True
DI-4394,52465,Mango unidad,1.79,3.48€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/52465,https://www.dia.es/product_images/52465/52465_ISO_0_ES.jpg,True
DI-1595,244559,Lima 3 unidades malla 200 g,1.19,5.95€/kg,,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/244559,https://www.dia.es/product_images/244559/244559_ISO_0_ES.jpg,True
DI-4117,32070,Aguacate light unidad,2.49,5.53€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/32070,https://www.dia.es/product_images/32070/32070_ISO_0_ES.jpg,True
DI-4413,53584,Plátano macho para freír granel 1 Kg aprox.,2.99,2.99€/kg,,https://www.dia.es/frutas/platanos-y-bananas/p/53584,https://www.dia.es/product_images/53584/53584_ISO_0_ES.jpg,True
DI-4118,32375,Limón bio malla 500 g,1.99,3.98€/kg,,https://www.dia.es/frutas/naranjas-mandarinas-y-limones/p/32375,https://www.dia.es/product_images/32375/32375_ISO_0_ES.jpg,True
DI-4778,91,Manzana reineta granel 1 Kg aprox.,2.99,2.99€/kg,,https://www.dia.es/frutas/manzanas-y-peras/p/91,https://www.dia.es/product_images/91/91_ISO_0_ES.jpg,True
DI-1144,190710,Piña dulce tropical unidad 1.6 Kg aprox.,3.66,2.29€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/190710,https://www.dia.es/product_images/190710/190710_ISO_0_ES.jpg,True
DI-1149,190860,Kiwi Raices bandeja 375 g,2.79,7.44€/kg,Raices,https://www.dia.es/frutas/frutas-tropicales/p/190860,https://www.dia.es/product_images/190860/190860_ISO_0_ES.jpg,True
DI-2500,283354,Melón premium Bollo unidad 2.5 Kg aprox.,7.48,2.99€/kg,Bollo,https://www.dia.es/frutas/melon-y-sandia/p/283354,https://www.dia.es/product_images/283354/283354_ISO_0_ES.jpg,True
DI-4789,190525,Manzana Dolce Vita 650 g,2.49,3.83€/kg,,https://www.dia.es/frutas/manzanas-y-peras/p/190525,https://www.dia.es/product_images/190525/190525_ISO_0_ES.jpg,True
DI-3737,307082,Kiwi amarillo bandeja 575 g,3.49,6.07€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/307082,https://www.dia.es/product_images/307082/307082_ISO_0_ES.jpg,True
DI-2503,283367,Medio melón premium Bollo unidad 1.25 Kg aprox.,3.99,3.19€/kg,,https://www.dia.es/frutas/melon-y-sandia/p/283367,https://www.dia.es/product_images/283367/283367_ISO_0_ES.jpg,True
DI-3250,302095,Sandía selección unidad 3.5 Kg aprox.,8.72,2.49€/kg,,https://www.dia.es/frutas/melon-y-sandia/p/302095,https://www.dia.es/product_images/302095/302095_ISO_0_ES.jpg,True
DI-0601,14914,Pasas sultanas Dia Naturmundo 200 g,1.44,7.20€/kg,Dia Naturmundo,https://www.dia.es/aperitivos-y-frutos-secos/frutas-deshidratadas/p/14914,https://www.dia.es/product_images/14914/14914_ISO_0_ES.jpg,True
DI-0604,14923,Ciruelas deshidratadas sin hueso Dia Naturmundo 200 g,1.71,8.55€/kg,Dia Naturmundo,https://www.dia.es/aperitivos-y-frutos-secos/frutas-deshidratadas/p/14923,https://www.dia.es/product_images/14923/14923_ISO_0_ES.jpg,True
DI-2764,293253,Dátiles sin hueso Dia Naturmundo 250 g,1.89,7.56€/kg,Dia Naturmundo,https://www.dia.es/aperitivos-y-frutos-secos/frutas-deshidratadas/p/293253,https://www.dia.es/product_images/293253/293253_ISO_0_ES.jpg,True
DI-2742,292501,Mix de frutas deshidratadas Dia Naturmundo 200 g,1.9,9.50€/kg,Dia Naturmundo,https://www.dia.es/aperitivos-y-frutos-secos/frutas-deshidratadas/p/292501,https://www.dia.es/product_images/292501/292501_ISO_0_ES.jpg,True
DI-3219,301694,Frutas variadas en almíbar Dia Fruticampo 240 g,1.59,6.63€/kg,Dia Fruticampo,https://www.dia.es/conservas-caldos-y-cremas/conservas-de-fruta/p/301694,https://www.dia.es/product_images/301694/301694_ISO_0_ES.jpg,True
DI-0311,125796,Dátiles Frit ravich 500 g,3.2,6.40€/kg,Frit ravich,https://www.dia.es/aperitivos-y-frutos-secos/frutas-deshidratadas/p/125796,https://www.dia.es/product_images/125796/125796_ISO_0_ES.jpg,True
DI-4790,303110,Mango deshidratado Dia Naturmundo 90 g,2.15,23.89€/kg,Dia Naturmundo,https://www.dia.es/aperitivos-y-frutos-secos/frutas-deshidratadas/p/303110,https://www.dia.es/product_images/303110/303110_ISO_0_ES.jpg,True
DI-4791,308324,Piña deshidratada Dia Naturmundo 80 g,2.15,26.88€/kg,Dia Naturmundo,https://www.dia.es/aperitivos-y-frutos-secos/frutas-deshidratadas/p/308324,https://www.dia.es/product_images/308324/308324_ISO_0_ES.jpg,True
DI-4792,285110,Kiwi amarillo gold 600 g,3.69,6.15€/kg,,https://www.dia.es/frutas/frutas-tropicales/p/285110,https://www.dia.es/product_images/285110/285110_ISO_0_ES.jpg,True
DI-1736,257843,Caramelos masticables sabor frutas Mentos bolsa 2 x 38 g,1.99,26.18€/kg,Mentos,https://www.dia.es/azucar-chocolates-y-caramelos/caramelos-chicles-y-golosinas/p/257843,https://www.dia.es/product_images/257843/257843_ISO_0_ES.jpg,True
DI-3977,309232,Zumo de mango y lima Dia Saborfera 1 L,1.89,1.89€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/multifrutas-y-otros-sabores/p/309232,https://www.dia.es/product_images/309232/309232_ISO_0_ES.jpg,True
DI-3978,309233,Zumo de plátano y maracuyá Dia Saborfera 1 L,1.89,1.89€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/multifrutas-y-otros-sabores/p/309233,https://www.dia.es/product_images/309233/309233_ISO_0_ES.jpg,True
DI-2006,270411,Caramelos surtidos sabor frutas Pictolin bolsa 480 g,2.99,6.23€/kg,Pictolin,https://www.dia.es/azucar-chocolates-y-caramelos/caramelos-chicles-y-golosinas/p/270411,https://www.dia.es/product_images/270411/270411_ISO_0_ES.jpg,True
DI-2516,283982,Zumo de frutas con hierro Hohes c 1 L,3.09,3.09€/L,Hohes c,https://www.dia.es/perfumeria-higiene-salud/complementos-nutricionales/p/283982,https://www.dia.es/product_images/283982/283982_ISO_0_ES.jpg,True
DI-3990,309306,Zumo de manzana y té blanco Dia Saborfera 1 L,1.89,1.89€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/multifrutas-y-otros-sabores/p/309306,https://www.dia.es/product_images/309306/309306_ISO_0_ES.jpg,True
DI-3249,302081,Piña en su jugo en trozos Norvi 270 g,1.89,7.00€/kg,Norvi,https://www.dia.es/conservas-caldos-y-cremas/conservas-de-fruta/p/302081,https://www.dia.es/product_images/302081/302081_ISO_0_ES.jpg,True
DI-3600,305854,Pera en almíbar Norvi 240 g,1.89,7.88€/kg,Norvi,https://www.dia.es/conservas-caldos-y-cremas/conservas-de-fruta/p/305854,https://www.dia.es/product_images/305854/305854_ISO_0_ES.jpg,True
DI-2520,284035,Zumo de frutas con vitamina d Hohes c 1 L,3.09,3.09€/L,Hohes c,https://www.dia.es/perfumeria-higiene-salud/complementos-nutricionales/p/284035,https://www.dia.es/product_images/284035/284035_ISO_0_ES.jpg,True
DI-3339,303362,Alimento infantil con puré de fruta tropical Dia Fruticampo bolsa 100 g,0.9,9.00€/kg,Dia Fruticampo,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/303362,https://www.dia.es/product_images/303362/303362_ISO_0_ES.jpg,True
DI-0027,101846,L-Casei fresa-plátano y coco-piña Dia pack 12 x 100 g,2.25,1.88€/kg,Dia,https://www.dia.es/yogures-y-postres/yogures-liquidos/p/101846,https://www.dia.es/product_images/101846/101846_ISO_0_ES.jpg,True
DI-2002,270,Melocotón en almíbar Dia Fruticampo 480 g,2.05,4.27€/kg,Dia Fruticampo,https://www.dia.es/conservas-caldos-y-cremas/conservas-de-fruta/p/270,https://www.dia.es/product_images/270/270_ISO_0_ES.jpg,True
DI-4170,37201,Muesli con frutas Gran Dia bolsa 1 Kg,2.4,2.40€/kg,Gran Dia,https://www.dia.es/galletas-bollos-y-cereales/cereales/p/37201,https://www.dia.es/product_images/37201/37201_ISO_0_ES.jpg,True
DI-0944,1807,Piña en su jugo en rodajas Dia Fruticampo 3 x 137 g,2.48,5.95€/kg,Dia Fruticampo,https://www.dia.es/conservas-caldos-y-cremas/conservas-de-fruta/p/1807,https://www.dia.es/product_images/1807/1807_ISO_0_ES.jpg,True
DI-4665,75604,Melocotón en almíbar Dia Fruticampo 3 x 115 g,2.45,7.10€/kg,Dia Fruticampo,https://www.dia.es/conservas-caldos-y-cremas/conservas-de-fruta/p/75604,https://www.dia.es/product_images/75604/75604_ISO_0_ES.jpg,True
DI-4171,37203,Muesli crujiente con frutas Gran Dia caja 500 g,2.45,4.90€/kg,Gran Dia,https://www.dia.es/galletas-bollos-y-cereales/cereales/p/37203,https://www.dia.es/product_images/37203/37203_ISO_0_ES.jpg,True
DI-4165,37176,Cereales copos de trigo con fruta y fibra Gran Dia caja 500 g,2.49,4.98€/kg,Gran Dia,https://www.dia.es/galletas-bollos-y-cereales/cereales/p/37176,https://www.dia.es/product_images/37176/37176_ISO_0_ES.jpg,True
DI-1319,212871,Mermelada de frutas del bosque extra Dia Fruticampo frasco 320 g,2.59,8.09€/kg,Dia Fruticampo,https://www.dia.es/azucar-chocolates-y-caramelos/mermeladas-y-frutas-en-almibar/p/212871,https://www.dia.es/product_images/212871/212871_ISO_0_ES.jpg,True
DI-4333,49588,Melocotón en almíbar sin azúcares añadidos Dia Fruticampo 480 g,2.05,4.27€/kg,Dia Fruticampo,https://www.dia.es/conservas-caldos-y-cremas/conservas-de-fruta/p/49588,https://www.dia.es/product_images/49588/49588_ISO_0_ES.jpg,True
DI-1321,212873,Mermelada de frutas silvestres extra Dia Fruticampo frasco 320 g,2.59,8.09€/kg,Dia Fruticampo,https://www.dia.es/azucar-chocolates-y-caramelos/mermeladas-y-frutas-en-almibar/p/212873,https://www.dia.es/product_images/212873/212873_ISO_0_ES.jpg,True
DI-2329,276992,Piña en su jugo en rodajas Del monte lata 3 x 140 g,4.59,10.93€/kg,Del monte,https://www.dia.es/azucar-chocolates-y-caramelos/mermeladas-y-frutas-en-almibar/p/276992,https://www.dia.es/product_images/276992/276992_ISO_0_ES.jpg,True
DI-2752,292863,Barritas de fruta y cacahuete Nakd caja 140 g,3.19,22.79€/kg,Nakd,https://www.dia.es/galletas-bollos-y-cereales/cereales/p/292863,https://www.dia.es/product_images/292863/292863_ISO_0_ES.jpg,True
DI-1587,243268,Caramelos masticables fruit mix Mentos bolsa 160 g,2.75,17.19€/kg,Mentos,https://www.dia.es/azucar-chocolates-y-caramelos/caramelos-chicles-y-golosinas/p/243268,https://www.dia.es/product_images/243268/243268_ISO_0_ES.jpg,True
DI-2328,276991,Piña en su jugo en rodajas Del monte 510 g,4.19,8.22€/kg,Del monte,https://www.dia.es/conservas-caldos-y-cremas/conservas-de-fruta/p/276991,https://www.dia.es/product_images/276991/276991_ISO_0_ES.jpg,True
DI-3338,303361,Alimento infantil con puré de fruta variada Dia Fruticampo bolsa 100 g,0.9,9.00€/kg,Dia Fruticampo,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/303361,https://www.dia.es/product_images/303361/303361_ISO_0_ES.jpg,True
DI-3337,303360,Alimento infantil con puré de fresa y plátano Dia Fruticampo bolsa 100 g,0.9,9.00€/kg,Dia Fruticampo,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/303360,https://www.dia.es/product_images/303360/303360_ISO_0_ES.jpg,True
DI-3334,303357,Alimento infantil con puré de manzana y plátano Dia Fruticampo bolsa 90 g,0.85,9.44€/kg,Dia Fruticampo,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/303357,https://www.dia.es/product_images/303357/303357_ISO_0_ES.jpg,True
DI-4058,310410,"Alimento infantil con puré de manzana, plátano y avena Nestlé bolsa 90 g",1.0,11.11€/kg,Nestlé,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/310410,https://www.dia.es/product_images/310410/310410_ISO_0_ES.jpg,True
DI-4056,310408,"Alimento Infantil con puré de mango , plátano, leche y avena Nestlé bolsa 110 g",1.29,11.73€/kg,Nestlé,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/310408,https://www.dia.es/product_images/310408/310408_ISO_0_ES.jpg,True
DI-3336,303359,Alimento infantil con puré de pera y manzana Dia Fruticampo bolsa 90 g,0.85,9.44€/kg,Dia Fruticampo,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/303359,https://www.dia.es/product_images/303359/303359_ISO_0_ES.jpg,True
DI-3335,303358,"Alimento infantil con puré de manzana, pera y plátano Dia Fruticampo bolsa 90 g",0.85,9.44€/kg,Dia Fruticampo,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/303358,https://www.dia.es/product_images/303358/303358_ISO_0_ES.jpg,True
DI-3651,306392,Golosinas fruta tropical con 8% zumo Dia Marcelo Caramelo bolsa 100 g,0.95,9.50€/kg,Dia Marcelo Caramelo,https://www.dia.es/azucar-chocolates-y-caramelos/caramelos-chicles-y-golosinas/p/306392,https://www.dia.es/product_images/306392/306392_ISO_0_ES.jpg,True
DI-0511,14277,Yogur con frutas Dia Láctea pack 8 x 125 g,1.99,1.99€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/yogures-de-sabores-y-frutas/p/14277,https://www.dia.es/product_images/14277/14277_ISO_0_ES.jpg,True
DI-0863,173780,Bebida de fruta y leche tropical Dia Saborfera 6 x 200 ml,1.2,1.00€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/173780,https://www.dia.es/product_images/173780/173780_ISO_0_ES.jpg,True
DI-0559,146653,Bebida de fruta y leche mediterráneo Dia Saborfera pack 6 x 200 ml,1.2,1.00€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/146653,https://www.dia.es/product_images/146653/146653_ISO_0_ES.jpg,True
DI-4363,50689,Bebida de fruta y leche tropical Dia Saborfera 1 L,0.95,0.95€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/50689,https://www.dia.es/product_images/50689/50689_ISO_0_ES.jpg,True
DI-2665,289860,Bebida de fruta y leche tropical Don Simón pack 6 x 200 ml,1.5,1.25€/L,Don Simón,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/289860,https://www.dia.es/product_images/289860/289860_ISO_0_ES.jpg,True
DI-0763,163217,Bebida de fruta y leche mediterráneo Dia Saborfera 1 L,0.95,0.95€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/163217,https://www.dia.es/product_images/163217/163217_ISO_0_ES.jpg,True
DI-3773,307227,Bebida de fruta y leche de melón y sandía sin azúcares añadidos Dia Saborfera pack 3 x 330 ml,1.25,1.26€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/307227,https://www.dia.es/product_images/307227/307227_ISO_0_ES.jpg,True
DI-4588,67783,Bebida de fruta y leche tropical Dia Saborfera pack 3 x 330 ml,1.05,1.06€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/67783,https://www.dia.es/product_images/67783/67783_ISO_0_ES.jpg,True
DI-0258,120878,Bebida de fruta y leche caribe Don Simón pack 6 x 200 ml,1.5,1.25€/L,Don Simón,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/120878,https://www.dia.es/product_images/120878/120878_ISO_0_ES.jpg,True
DI-0762,163216,Bebida de fruta y leche mediterráneo Dia Saborfera pack 3 x 330 ml,1.05,1.06€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/163216,https://www.dia.es/product_images/163216/163216_ISO_0_ES.jpg,True
DI-0259,120879,Bebida de fruta y leche mediterráneo Don Simón pack 6 x 200 ml,1.5,1.25€/L,Don Simón,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/120879,https://www.dia.es/product_images/120879/120879_ISO_0_ES.jpg,True
DI-3445,304122,Puré de frutas con galleta Dia Fruticampo pack 2 x 130 g,1.75,6.73€/kg,Dia Fruticampo,https://www.dia.es/bebe/potitos-y-tarritos/p/304122,https://www.dia.es/product_images/304122/304122_ISO_0_ES.jpg,True
DI-2930,296343,Puré de frutas variadas Hero frasco 190 g,1.45,7.63€/kg,Hero,https://www.dia.es/bebe/potitos-y-tarritos/p/296343,https://www.dia.es/product_images/296343/296343_ISO_0_ES.jpg,True
DI-0707,160046,Bebida de fruta y leche tropical Don Simón pack 3 x 330 ml,1.4,1.41€/L,Don Simón,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/160046,https://www.dia.es/product_images/160046/160046_ISO_0_ES.jpg,True
DI-3132,300604,Bizcocho con fruta confitada Mandul bolsa 180 g,1.59,8.83€/kg,Mandul,https://www.dia.es/galletas-bollos-y-cereales/bolleria/p/300604,https://www.dia.es/product_images/300604/300604_ISO_0_ES.jpg,True
DI-3446,304123,Puré de fruta variada con avena Dia Fruticampo pack 2 x 130 g,1.75,6.73€/kg,Dia Fruticampo,https://www.dia.es/bebe/potitos-y-tarritos/p/304123,https://www.dia.es/product_images/304123/304123_ISO_0_ES.jpg,True
DI-2029,271171,Barritas de fruta con frutos secos y arándanos Nakd caja 140 g,3.19,22.79€/kg,Nakd,https://www.dia.es/galletas-bollos-y-cereales/cereales/p/271171,https://www.dia.es/product_images/271171/271171_ISO_0_ES.jpg,True
DI-2022,271066,Polos de fruta y verdura 99% Dia Vegedia 6 x 52 g,2.49,7.98€/kg,Dia Vegedia,https://www.dia.es/congelados/helados-y-hielo/p/271066,https://www.dia.es/product_images/271066/271066_ISO_0_ES.jpg,True
DI-2625,288261,Barritas con fruta para periquitos Biazoo bolsa 60 g,1.39,23.17€/kg,Biazoo,https://www.dia.es/mascotas/otros-animales/p/288261,https://www.dia.es/product_images/288261/288261_ISO_0_ES.jpg,True
