id,id_api,nombre_comercial,precio,precio_unidad,marca,url,imagen,disponible
DI-0195,11641,Lay's al punto de sal 150 g,1.99,13.27€/kg,Lay's,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/11641,https://www.dia.es/product_images/11641/11641_ISO_0_ES.jpg,True
DI-0985,18357,Pringles original 165 g,1.99,12.06€/kg,Pringles,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/18357,https://www.dia.es/product_images/18357/18357_ISO_0_ES.jpg,True
DI-0188,11612,Ruffles jamón 150 g,2.05,13.67€/kg,Ruffles,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/11612,https://www.dia.es/product_images/11612/11612_ISO_0_ES.jpg,True
DI-0861,17312,Lay's sabor campesina 150 g,2.05,13.67€/kg,Lay's,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/17312,https://www.dia.es/product_images/17312/17312_ISO_0_ES.jpg,True
DI-4741,84892,Lay's Gourmet original 170 g,2.99,17.59€/kg,Lay's,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/84892,https://www.dia.es/product_images/84892/84892_ISO_0_ES.jpg,True
DI-0490,141538,Lay's al punto de sal 248 g,2.89,11.65€/kg,Lay's,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/141538,https://www.dia.es/product_images/141538/141538_ISO_0_ES.jpg,True
DI-1656,250241,Pringles sour cream & onion 70 g,1.5,21.43€/kg,Pringles,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/250241,https://www.dia.es/product_images/250241/250241_ISO_0_ES.jpg,True
DI-1655,250240,Pringles original 70 g,1.5,21.43€/kg,Pringles,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/250240,https://www.dia.es/product_images/250240/250240_ISO_0_ES.jpg,True
DI-0386,131253,Pringles paprika 165 g,1.99,12.06€/kg,Pringles,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/131253,https://www.dia.es/product_images/131253/131253_ISO_0_ES.jpg,True
DI-2367,277831,Patatas paja Dia Snack Maniac 200 g,1.5,7.50€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/277831,https://www.dia.es/product_images/277831/277831_ISO_0_ES.jpg,True
DI-2594,286996,Patatas fritas sabor jamón ibérico Dia Snack Maniac 130 g,1.45,11.15€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/286996,https://www.dia.es/product_images/286996/286996_ISO_0_ES.jpg,True
DI-2363,277826,Patatas fritas sabor vinagreta Dia Snack Maniac 130 g,1.45,11.15€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/277826,https://www.dia.es/product_images/277826/277826_ISO_0_ES.jpg,True
DI-4112,3165,Patatas fritas Santa Ana 270 g,3.19,11.81€/kg,Santa Ana,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/3165,https://www.dia.es/product_images/3165/3165_ISO_0_ES.jpg,True
DI-3865,308072,Patatas fritas onduladas sabor york queso Dia Snack Maniac 150 g,1.45,9.67€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/308072,https://www.dia.es/product_images/308072/308072_ISO_0_ES.jpg,True
DI-2881,295527,Pringles bbq 70 g,1.4,20.00€/kg,Pringles,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/295527,https://www.dia.es/product_images/295527/295527_ISO_0_ES.jpg,True
DI-1657,250242,Pringles paprika 70 g,1.4,20.00€/kg,Pringles,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/250242,https://www.dia.es/product_images/250242/250242_ISO_0_ES.jpg,True
DI-0860,17311,Lay's sabor vinagreta 150 g,2.05,13.67€/kg,Lay's,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/17311,https://www.dia.es/product_images/17311/17311_ISO_0_ES.jpg,True
DI-0802,166224,Pringles jamón 165 g,1.99,12.06€/kg,Pringles,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/166224,https://www.dia.es/product_images/166224/166224_ISO_0_ES.jpg,True
DI-0074,105535,Lay's Horno al punto de sal 150 g,2.39,15.93€/kg,Lay's,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/105535,https://www.dia.es/product_images/105535/105535_ISO_0_ES.jpg,True
DI-3984,309263,Patatas fritas sabor ketchup Jumpers 110 g,1.4,12.73€/kg,Jumpers,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/309263,https://www.dia.es/product_images/309263/309263_ISO_0_ES.jpg,True
DI-3759,307181,Lay's Gourmet onduladas 150 g,2.89,19.27€/kg,Lay's,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/307181,https://www.dia.es/product_images/307181/307181_ISO_0_ES.jpg,True
DI-3705,306609,Lay's Gourmet onduladas sabor aceituna 150 g,2.89,19.27€/kg,Lay's,https://www.dia.es/aperitivos-y-frutos-secos/patatas-fritas/p/306609,https://www.dia.es/product_images/306609/306609_ISO_0_ES.jpg,True
DI-2370,277835,Torreznos Dia Snack Maniac 100 g,1.4,14.00€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/277835,https://www.dia.es/product_images/277835/277835_ISO_0_ES.jpg,True
DI-1311,212249,Doritos Bits original barbacoa 40 g,0.5,1.25€/100 gr.,Doritos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/212249,https://www.dia.es/product_images/212249/212249_ISO_0_ES.jpg,True
DI-1105,189130,Aperitivo de maíz con sabor a mantequilla Jumpers 100 g,1.45,14.50€/kg,Jumpers,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/189130,https://www.dia.es/product_images/189130/189130_ISO_0_ES.jpg,True
DI-0618,150876,Cheetos Gustosines 30 g,0.5,1.67€/100 gr.,Cheetos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/150876,https://www.dia.es/product_images/150876/150876_ISO_0_ES.jpg,True
DI-0489,141495,Cheetos Pelotazos 36 g,0.5,13.89€/kg,Cheetos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/141495,https://www.dia.es/product_images/141495/141495_ISO_0_ES.jpg,True
DI-1213,2030,Palomitas con sal para microondas Dia Snack Maniac 270 g,1.1,4.07€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/2030,https://www.dia.es/product_images/2030/2030_ISO_0_ES.jpg,True
DI-1621,247144,Lay's 3D's sabor queso y bacon 85 g,1.79,21.06€/kg,Lay's,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/247144,https://www.dia.es/product_images/247144/247144_ISO_0_ES.jpg,True
DI-1217,203728,Cheetos Gustosines 75 g,1.43,19.07€/kg,Cheetos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/203728,https://www.dia.es/product_images/203728/203728_ISO_0_ES.jpg,True
DI-0750,16228,Kaskys Tosfrit 120 g,1.1,9.17€/kg,Tosfrit,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/16228,https://www.dia.es/product_images/16228/16228_ISO_0_ES.jpg,True
DI-1446,22472,Pepinillos en vinagre pequeños Dia Vegecampo 180 g,1.21,6.72€/kg,Dia Vegecampo,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/22472,https://www.dia.es/product_images/22472/22472_ISO_0_ES.jpg,True
DI-0356,129845,Pepinillos agridulces Dia Vegecampo 360 g,1.6,4.44€/kg,Dia Vegecampo,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/129845,https://www.dia.es/product_images/129845/129845_ISO_0_ES.jpg,True
DI-1450,224959,Cheetos Pandilla 20 g,0.5,25.00€/kg,Cheetos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/224959,https://www.dia.es/product_images/224959/224959_ISO_0_ES.jpg,True
DI-0488,141494,Fritos barbacoa 49 g,0.5,10.20€/kg,Fritos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/141494,https://www.dia.es/product_images/141494/141494_ISO_0_ES.jpg,True
DI-2062,271831,Gublins Grefusa 135 g,1.49,11.04€/kg,Grefusa,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/271831,https://www.dia.es/product_images/271831/271831_ISO_0_ES.jpg,True
DI-0016,101148,Cheetos Sticks 96 g,1.95,20.31€/kg,Cheetos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/101148,https://www.dia.es/product_images/101148/101148_ISO_0_ES.jpg,True
DI-0351,129665,Palomitas sabor mantequilla para microondas Dia Snack Maniac 270 g,1.2,4.44€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/129665,https://www.dia.es/product_images/129665/129665_ISO_0_ES.jpg,True
DI-0500,142050,Pepinillos y cebollitas Dia Vegecampo 380 g,1.95,5.13€/kg,Dia Vegecampo,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/142050,https://www.dia.es/product_images/142050/142050_ISO_0_ES.jpg,True
DI-4713,82072,Doritos Tex-Mex 50 g,1.0,2.00€/100 gr.,Doritos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/82072,https://www.dia.es/product_images/82072/82072_ISO_0_ES.jpg,True
DI-4374,5129,Guindillas Dia Vegecampo 120 g,1.43,11.92€/kg,Dia Vegecampo,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/5129,https://www.dia.es/product_images/5129/5129_ISO_0_ES.jpg,True
DI-0502,142059,Banderillas picantes Dia Vegecampo 140 g,1.49,10.64€/kg,Dia Vegecampo,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/142059,https://www.dia.es/product_images/142059/142059_ISO_0_ES.jpg,True
DI-0255,120825,Apetinas sabor ketchup Tosfrit 90 g,1.25,13.89€/kg,Tosfrit,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/120825,https://www.dia.es/product_images/120825/120825_ISO_0_ES.jpg,True
DI-1289,209565,Surtido de snacks Picoteo Tosfrit 90 g,0.95,10.56€/kg,Tosfrit,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/209565,https://www.dia.es/product_images/209565/209565_ISO_0_ES.jpg,True
DI-3758,307179,Palomitas dulces Dia Snack Maniac 130 g,1.29,9.92€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/307179,https://www.dia.es/product_images/307179/307179_ISO_0_ES.jpg,True
DI-2366,277830,Palomitas con sal Dia Snack Maniac 80 g,1.1,13.75€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/277830,https://www.dia.es/product_images/277830/277830_ISO_0_ES.jpg,True
DI-2108,272910,Papadelta Grefusa 73 g,1.69,23.15€/kg,Grefusa,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/272910,https://www.dia.es/product_images/272910/272910_ISO_0_ES.jpg,True
DI-1521,232731,Snack fuego Takis 80 g,1.2,15.00€/kg,Takis,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/232731,https://www.dia.es/product_images/232731/232731_ISO_0_ES.jpg,True
DI-4631,72623,Banderillas dulces Dia Vegecampo 140 g,1.49,10.64€/kg,Dia Vegecampo,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/72623,https://www.dia.es/product_images/72623/72623_ISO_0_ES.jpg,True
DI-4562,64783,Palomitas con sal para microondas Popitas 300 g,2.45,8.17€/kg,Popitas,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/64783,https://www.dia.es/product_images/64783/64783_ISO_0_ES.jpg,True
DI-2731,292334,Altramuces Dia Vegecampo 265 g,1.1,4.15€/kg,Dia Vegecampo,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/292334,https://www.dia.es/product_images/292334/292334_ISO_0_ES.jpg,True
DI-3739,307089,Nachos con chía Dia Naturmundo 130 g,1.45,11.15€/kg,Dia Naturmundo,https://www.dia.es/aperitivos-y-frutos-secos/snacks-vegetales/p/307089,https://www.dia.es/product_images/307089/307089_ISO_0_ES.jpg,True
DI-3236,301906,Snack multicereal sour cream & onion Dia Naturmundo 95 g,1.29,13.58€/kg,Dia Naturmundo,https://www.dia.es/aperitivos-y-frutos-secos/snacks-vegetales/p/301906,https://www.dia.es/product_images/301906/301906_ISO_0_ES.jpg,True
DI-0193,11622,Boca Bits 75 g,1.66,22.13€/kg,Lay's,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/11622,https://www.dia.es/product_images/11622/11622_ISO_0_ES.jpg,True
DI-1556,238443,Doritos Dippas 150 g,1.99,13.27€/kg,Doritos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/238443,https://www.dia.es/product_images/238443/238443_ISO_0_ES.jpg,True
DI-3396,303692,Pepinillos agridulces Hugo Reitzel 360 g,2.39,6.64€/kg,Hugo Reitzel,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/303692,https://www.dia.es/product_images/303692/303692_ISO_0_ES.jpg,True
DI-3575,305615,Aspitos bio Aspitos 6 x 6 g,1.55,43.06€/kg,Aspil,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/305615,https://www.dia.es/product_images/305615/305615_ISO_0_ES.jpg,True
DI-4296,4670,Maíz para palomitas Dia Snack Maniac 500 g,1.59,3.18€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/4670,https://www.dia.es/product_images/4670/4670_ISO_0_ES.jpg,True
DI-0478,141016,Torreznos Tendilla 140 g,2.69,19.21€/kg,Tendilla,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/141016,https://www.dia.es/product_images/141016/141016_ISO_0_ES.jpg,True
DI-0308,12576,Cebollitas en vinagre Dia Vegecampo 180 g,1.55,8.61€/kg,Dia Vegecampo,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/12576,https://www.dia.es/product_images/12576/12576_ISO_0_ES.jpg,True
DI-3035,298160,Piparras Rioverde 120 g,2.95,24.58€/kg,Rioverde,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/298160,https://www.dia.es/product_images/298160/298160_ISO_0_ES.jpg,True
DI-1821,263134,Cocktail de encurtidos Rioverde 180 g,1.99,11.06€/kg,Rioverde,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/263134,https://www.dia.es/product_images/263134/263134_ISO_0_ES.jpg,True
DI-0857,172850,Alcaparras en vinagre Dia Vegecampo 85 g,1.35,15.88€/kg,Dia Vegecampo,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/172850,https://www.dia.es/product_images/172850/172850_ISO_0_ES.jpg,True
DI-1359,218490,Torreznos sabor jamón ibérico Tendilla 125 g,2.45,19.60€/kg,Tendilla,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/218490,https://www.dia.es/product_images/218490/218490_ISO_0_ES.jpg,True
DI-0862,17313,Cheetos Rizos 100 g,1.99,19.90€/kg,Cheetos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/17313,https://www.dia.es/product_images/17313/17313_ISO_0_ES.jpg,True
DI-0192,11620,Fritos barbacoa 130 g,1.79,13.77€/kg,Fritos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/11620,https://www.dia.es/product_images/11620/11620_ISO_0_ES.jpg,True
DI-3667,306421,Snack blue heat Takis 80 g,1.2,15.00€/kg,Takis,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/306421,https://www.dia.es/product_images/306421/306421_ISO_0_ES.jpg,True
DI-3466,304533,Snack intense nacho Takis 80 g,1.5,18.75€/kg,Takis,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/304533,https://www.dia.es/product_images/304533/304533_ISO_0_ES.jpg,True
DI-1106,189142,Conchitas sabor ketchup Jumpers 95 g,1.45,15.26€/kg,Jumpers,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/189142,https://www.dia.es/product_images/189142/189142_ISO_0_ES.jpg,True
DI-0125,111394,Nachips Old El Paso 185 g,2.25,12.16€/kg,Old El Paso,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/111394,https://www.dia.es/product_images/111394/111394_ISO_0_ES.jpg,True
DI-0773,164107,"Natuchips sabor tomate, queso y orégano Snatt's 85 g",1.99,23.41€/kg,Snatt's,https://www.dia.es/aperitivos-y-frutos-secos/snacks-vegetales/p/164107,https://www.dia.es/product_images/164107/164107_ISO_0_ES.jpg,True
DI-3616,305975,Snack boom tijuana Grefusa 85 g,1.49,17.53€/kg,Grefusa,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/305975,https://www.dia.es/product_images/305975/305975_ISO_0_ES.jpg,True
DI-4109,311433,Matutano xplorers 90 g,1.0,11.11€/kg,Matutano,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/311433,https://www.dia.es/product_images/311433/311433_ISO_0_ES.jpg,True
DI-4831,308264,Cóctel de encurtidos inferno Sarasa 180 g,2.15,11.94€/kg,Sarasa,https://www.dia.es/aperitivos-y-frutos-secos/encurtidos/p/308264,https://www.dia.es/product_images/308264/308264_ISO_0_ES.jpg,True
DI-4832,311432,Doritos Bits tex mex 35 g,0.5,14.29€/kg,Doritos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/311432,https://www.dia.es/product_images/311432/311432_ISO_0_ES.jpg,True
DI-4833,311431,Doritos Bits sweet chilli 40 g,0.5,12.50€/kg,Doritos,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/311431,https://www.dia.es/product_images/311431/311431_ISO_0_ES.jpg,True
DI-2365,277828,Nachos naturales Dia Snack Maniac bolsa 150 g,0.9,6.00€/kg,Dia Snack Maniac,https://www.dia.es/aperitivos-y-frutos-secos/snacks-salados/p/277828,https://www.dia.es/product_images/277828/277828_ISO_0_ES.jpg,True
DI-2900,296060,Snack para gatos líquido de pollo y salmón Deligato de Dia bolsa 105 g,1.4,13.33€/kg,Deligato de Dia,https://www.dia.es/mascotas/gatos/p/296060,https://www.dia.es/product_images/296060/296060_ISO_0_ES.jpg,True
DI-2544,285248,Tartaletas de chocolate rellenas de crema de cacahuete Reeses's bolsa 42 g,1.35,32.14€/kg,Reeses's,https://www.dia.es/azucar-chocolates-y-caramelos/chocolates-y-bombones/p/285248,https://www.dia.es/product_images/285248/285248_ISO_0_ES.jpg,True
DI-2911,296071,Snack para perros palitos con pollo Deliperro de Dia bolsa 200 g,1.1,5.50€/kg,Deliperro de Dia,https://www.dia.es/mascotas/perros/p/296071,https://www.dia.es/product_images/296071/296071_ISO_0_ES.jpg,True
DI-2666,289920,Mini tortitas sabor campesina Dia Naturmundo bolsa 75 g,1.39,18.53€/kg,Dia Naturmundo,https://www.dia.es/galletas-bollos-y-cereales/tortitas/p/289920,https://www.dia.es/product_images/289920/289920_ISO_0_ES.jpg,True
DI-2899,296059,Snack para gatos rellenos con pollo y malta Deligato de Dia bolsa 60 g,0.94,15.67€/kg,Deligato de Dia,https://www.dia.es/mascotas/gatos/p/296059,https://www.dia.es/product_images/296059/296059_ISO_0_ES.jpg,True
DI-2898,296058,Snacks para gatos rellenos con salmón Deligato de Dia bolsa 60 g,1.19,19.83€/kg,Deligato de Dia,https://www.dia.es/mascotas/gatos/p/296058,https://www.dia.es/product_images/296058/296058_ISO_0_ES.jpg,True
DI-2905,296065,Snack para perros sticks con ternera Deliperro de Dia bolsa 88 g,1.29,14.66€/kg,Deliperro de Dia,https://www.dia.es/mascotas/perros/p/296065,https://www.dia.es/product_images/296065/296065_ISO_0_ES.jpg,True
DI-2909,296069,Sticks dentales para perros Deliperro de Dia bolsa 180 g,1.51,8.39€/kg,Deliperro de Dia,https://www.dia.es/mascotas/perros/p/296069,https://www.dia.es/product_images/296069/296069_ISO_0_ES.jpg,True
DI-4558,64411,Crackers Tuc bolsa 100 g,1.35,13.50€/kg,Tuc,https://www.dia.es/galletas-bollos-y-cereales/galletas-saladas/p/64411,https://www.dia.es/product_images/64411/64411_ISO_0_ES.jpg,True
DI-2904,296064,Snack para perros sticks con pollo Deliperro de Dia bolsa 88 g,1.29,14.66€/kg,Deliperro de Dia,https://www.dia.es/mascotas/perros/p/296064,https://www.dia.es/product_images/296064/296064_ISO_0_ES.jpg,True
DI-2902,296062,Snack para gatos sticks de salmón Deligato de Dia bolsa 10 x 5 g,1.29,25.80€/kg,Deligato de Dia,https://www.dia.es/mascotas/gatos/p/296062,https://www.dia.es/product_images/296062/296062_ISO_0_ES.jpg,True
DI-0674,155536,Snack para perros smiley sticks Frolic bolsa 175 g,2.15,12.29€/kg,Frolic,https://www.dia.es/mascotas/perros/p/155536,https://www.dia.es/product_images/155536/155536_ISO_0_ES.jpg,True
DI-2906,296066,Snack para perros tiras con ternera Deliperro de Dia bolsa 120 g,1.29,10.75€/kg,Deliperro de Dia,https://www.dia.es/mascotas/perros/p/296066,https://www.dia.es/product_images/296066/296066_ISO_0_ES.jpg,True
DI-2901,296061,Snack para gatos sticks de pollo e hígado Deligato de Dia bolsa 10 x 5 g,1.29,25.80€/kg,Deligato de Dia,https://www.dia.es/mascotas/gatos/p/296061,https://www.dia.es/product_images/296061/296061_ISO_0_ES.jpg,True
DI-0368,130346,Snack para perros Pedigree Biscrok caja 500 g,3.29,6.58€/kg,Pedigree,https://www.dia.es/mascotas/perros/p/130346,https://www.dia.es/product_images/130346/130346_ISO_0_ES.jpg,True
DI-0676,155539,Snack para gatos con pollo Catisfaction bolsa 60 g,2.1,35.00€/kg,Catisfaction,https://www.dia.es/mascotas/gatos/p/155539,https://www.dia.es/product_images/155539/155539_ISO_0_ES.jpg,True
DI-2903,296063,Snack para perros huesitos con pollo Deliperro de Dia bolsa 100 g,1.29,12.90€/kg,Deliperro de Dia,https://www.dia.es/mascotas/perros/p/296063,https://www.dia.es/product_images/296063/296063_ISO_0_ES.jpg,True
DI-2907,296067,Snack para perros big bones con pollo Deliperro de Dia bolsa 200 g,1.79,8.95€/kg,Deliperro de Dia,https://www.dia.es/mascotas/perros/p/296067,https://www.dia.es/product_images/296067/296067_ISO_0_ES.jpg,True
DI-0678,155564,Snack para gatos party mix original Felix bolsa 60 g,2.09,34.83€/kg,Felix,https://www.dia.es/mascotas/gatos/p/155564,https://www.dia.es/product_images/155564/155564_ISO_0_ES.jpg,True
DI-2910,296070,Ministick dental para perros Deliperro de Dia bolsa 110 g,1.29,11.73€/kg,Deliperro de Dia,https://www.dia.es/mascotas/perros/p/296070,https://www.dia.es/product_images/296070/296070_ISO_0_ES.jpg,True
DI-4834,276678,Papel higiénico doble rollo Dia La Llama 12 unidades,4.5,0.38€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/276678,https://www.dia.es/product_images/276678/276678_ISO_0_ES.jpg,True
DI-4835,276676,Papel higiénico Dia La Llama 12 unidades,2.49,0.21€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/276676,https://www.dia.es/product_images/276676/276676_ISO_0_ES.jpg,True
DI-4841,276692,Servilletas Dia La Llama 200 unidades,1.25,0.01€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/276692,https://www.dia.es/product_images/276692/276692_ISO_0_ES.jpg,True
DI-4836,276677,Papel higiénico doble rollo Dia La Llama 6 unidades,2.3,0.38€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/276677,https://www.dia.es/product_images/276677/276677_ISO_0_ES.jpg,True
DI-4837,292546,Papel de cocina Dia La Llama 2 unidades,1.29,0.65€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/292546,https://www.dia.es/product_images/292546/292546_ISO_0_ES.jpg,True
DI-4838,276681,Papel higiénico perfumado 4 capas Dia La Llama 8 unidades,3.79,0.47€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/276681,https://www.dia.es/product_images/276681/276681_ISO_0_ES.jpg,True
DI-4843,276680,Papel higiénico suave 3 capas Dia La Llama 12 unidades,5.35,0.45€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/276680,https://www.dia.es/product_images/276680/276680_ISO_0_ES.jpg,True
DI-5061,302129,Colonia coconut paradise Dia Imaqe 98 ml,3.99,4.07€/100 ml.,Dia Imaqe,https://www.dia.es/perfumeria-higiene-salud/colonias/p/302129,https://www.dia.es/product_images/302129/302129_ISO_0_ES.jpg,True
DI-4839,299875,Papel higiénico aloe vera 3 capas Dia La Llama 6 unidades,2.99,0.50€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/299875,https://www.dia.es/product_images/299875/299875_ISO_0_ES.jpg,True
DI-4840,276698,Caja de pañuelos Dia La Llama 150 unidades,1.19,0.01€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/276698,https://www.dia.es/product_images/276698/276698_ISO_0_ES.jpg,True
DI-4842,303351,Pañuelos sensitive Dia La Llama 10 unidades,1.75,0.18€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/303351,https://www.dia.es/product_images/303351/303351_ISO_0_ES.jpg,True
DI-4844,308124,Desodorante roll-on zero% extra control 48h Sanex 50 ml,2.35,4.70€/100 ml.,Sanex,https://www.dia.es/perfumeria-higiene-salud/desodorantes/p/308124,https://www.dia.es/product_images/308124/308124_ISO_0_ES.jpg,True
DI-4845,276682,Papel higiénico acolchado 3 capas Dia La Llama 6 unidades,2.99,0.50€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/276682,https://www.dia.es/product_images/276682/276682_ISO_0_ES.jpg,True
DI-4846,187744,Papel higiénico seda Foxy 6 unidades,3.99,0.67€/ud,Foxy,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/187744,https://www.dia.es/product_images/187744/187744_ISO_0_ES.jpg,True
DI-4847,276693,Servilletas suaves Dia La Llama 100 unidades,1.55,0.02€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/276693,https://www.dia.es/product_images/276693/276693_ISO_0_ES.jpg,True
DI-4848,299876,Papel de cocina limón Dia La Llama 2 unidades,2.2,1.10€/ud,Dia La Llama,https://www.dia.es/limpieza-y-hogar/papel-higienico-cocina-y-servilletas/p/299876,https://www.dia.es/product_images/299876/299876_ISO_0_ES.jpg,True
DI-4849,283887,Discos de algodón desmaquillantes redondos Dia Imaqe 120 unidades,0.95,0.01€/ud,Dia Imaqe,https://www.dia.es/perfumeria-higiene-salud/parafarmacia/p/283887,https://www.dia.es/product_images/283887/283887_ISO_0_ES.jpg,True
DI-0564,147117,Gel íntimo delicado formula suave Chilly 250 ml,4.69,1.88€/100 ml.,Chilly,https://www.dia.es/perfumeria-higiene-salud/gel-de-ducha-y-esponjas/p/147117,https://www.dia.es/product_images/147117/147117_ISO_0_ES.jpg,True
DI-2656,289547,Gel íntimo Dia Imaqe 500 ml,1.25,0.25€/100 ml.,Dia Imaqe,https://www.dia.es/perfumeria-higiene-salud/gel-de-ducha-y-esponjas/p/289547,https://www.dia.es/product_images/289547/289547_ISO_0_ES.jpg,True
