id_api,nombre_comercial,precio,precio_unidad,marca,url,categoria_ahorramas
,Vino tinto DO Rioja Beronia crianza,7.99,"(10,65€/LITRO)|(11,99€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-rioja-beronia-crianza-31310.html,bebidas
,Refresco cola Coca-Cola botella 50cl zero azúcar,1.7,"(3,40€/LITRO)",,https://www.ahorramas.com/refresco-cola-coca-cola-botella-50cl-zero-azucar-81396.html,bebidas
,Bebida energética Monster Energy 50cl juiced mango loco lata,1.79,"(3,58€/LITRO)",,https://www.ahorramas.com/bebida-energetica-monster-energy-50cl-juiced-mango-loco-lata-57400.html,bebidas
,Refresco cola en lata de 50cl Coca-Cola Sabor Original,1.45,"(2,90€/LITRO)",,https://www.ahorramas.com/refresco-cola-en-lata-de-50cl-coca-cola-sabor-original-95553.html,bebidas
,Cerveza rubia especial Alhambra Lager Singular lata 33cl,0.84,"(2,55€/LITRO)",,https://www.ahorramas.com/cerveza-rubia-especial-alhambra-lager-singular-lata-33cl-72412.html,bebidas
,Agua Fuente Primavera 330ml tapon clik,0.28,"(0,85€/LITRO)",,https://www.ahorramas.com/agua-fuente-primavera-330ml-tapon-clik-83202.html,bebidas
,Zumo tropical con leche Bifrutas Pascual pack 3,2.2,"(2,22€/LITRO)|(2,55€/LITRO)",,https://www.ahorramas.com/zumo-tropical-con-leche-bifrutas-pascual-pack-3-60273.html,bebidas
,Néctar de piña Granini 1l,2.49,"(2,49€/LITRO)|(2,99€/LITRO)",,https://www.ahorramas.com/nectar-de-pina-granini-1l-38510.html,bebidas
,"Bebida de melocotón Don Simón 1,5l sin azúcar",1.75,"(1,17€/LITRO)|(1,30€/LITRO)",,https://www.ahorramas.com/bebida-de-melocoton-don-simon-15l-sin-azucar-53145.html,bebidas
,Dulce María DO Madrid 75cl,4.09,"(5,45€/LITRO)",,https://www.ahorramas.com/dulce-maria-do-madrid-75cl-314.html,bebidas
,Zumo 100% Exprimido refrigerado Summun 750ml Frutos Rojos,1.8,"(2,40€/LITRO)",,https://www.ahorramas.com/zumo-100-exprimido-refrigerado-summun-750ml-frutos-rojos-95000.html,bebidas
,Vino tinto D.O Madrid Alma Valdeguerra 75cl,3.75,"(5,00€/LITRO)",,https://www.ahorramas.com/vino-tinto-d.o-madrid-alma-valdeguerra-75cl-28290.html,bebidas
,"Refresco Sunny delight 1,25L California",1.99,"(1,59€/LITRO)",,https://www.ahorramas.com/refresco-sunny-delight-125l-california-2856.html,bebidas
,"Refresco sin gas Alipende sin azúcar añadido 1,5l tropical",1.2,"(0,80€/LITRO)",,https://www.ahorramas.com/refresco-sin-gas-alipende-sin-azucar-anadido-15l-tropical-49970.html,bebidas
,Vino blanco Marqués de Vizhoja albariño,4.75,"(6,33€/LITRO)",,https://www.ahorramas.com/vino-blanco-marques-de-vizhoja-albarino-19231.html,bebidas
,Refresco de té verde Maracuyá Fuze tea 33cl Lata,0.99,"(3,00€/LITRO)",,https://www.ahorramas.com/refresco-de-te-verde-maracuya-fuze-tea-33cl-lata-77607.html,bebidas
,"Bebida Refrescante Iso-Activ Alipende 1,5L Cítrico",1.0,"(0,67€/LITRO)",,https://www.ahorramas.com/bebida-refrescante-iso-activ-alipende-15l-citrico-70009.html,bebidas
,Zumo de naranja con pulpa exprimido Don Simón 1l,2.95,"(2,95€/LITRO)",,https://www.ahorramas.com/zumo-de-naranja-con-pulpa-exprimido-don-simon-1l-74641.html,bebidas
,Bebida energética lata ultra fantasy Ruby Red Monster Energy 500 ml,1.79,"(3,58€/LITRO)",,https://www.ahorramas.com/bebida-energetica-lata-ultra-fantasy-ruby-red-monster-energy-500-ml-97566.html,bebidas
,Cerveza negra Draught Guinness 44cl,2.89,"(6,57€/LITRO)",,https://www.ahorramas.com/cerveza-negra-draught-guinness-44cl-9898.html,bebidas
,Vino tinto Legado de Farro mencía,3.79,"(5,05€/LITRO)",,https://www.ahorramas.com/vino-tinto-legado-de-farro-mencia-28386.html,bebidas
,Refresco naranja Fanta mini lata 20cl pack 6,3.6,"(3,00€/LITRO)",,https://www.ahorramas.com/refresco-naranja-fanta-mini-lata-20cl-pack-6-63691.html,bebidas
,Licor de crema meloncello Brisamare 70cl,6.3,"(9,00€/LITRO)",,https://www.ahorramas.com/licor-de-crema-meloncello-brisamare-70cl-95373.html,bebidas
,Vino tinto DO Rioja Tejar Viejo crianza,3.25,"(4,33€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-rioja-tejar-viejo-crianza-26306.html,bebidas
,Zumo de manzana Granini 1l 100% fruta,3.15,"(3,15€/LITRO)",,https://www.ahorramas.com/zumo-de-manzana-granini-1l-100-fruta-67575.html,bebidas
,Cerveza rubia Mahou Clásica pack 24 botellas 25cl,14.16,"(2,36€/LITRO)",,https://www.ahorramas.com/cerveza-rubia-mahou-clasica-pack-24-botellas-25cl-63514.html,bebidas
,Zumo Exprimido Summum 750 ml Manzana,1.8,"(2,40€/LITRO)",,https://www.ahorramas.com/zumo-exprimido-summum-750-ml-manzana-87846.html,bebidas
,"Agua Bezoya 0,5l pack 6",3.9,"(1,30€/LITRO)",,https://www.ahorramas.com/agua-bezoya-05l-pack-6-42673.html,bebidas
,Refresco limón Fanta botella 2l,1.85,"(0,93€/LITRO)",,https://www.ahorramas.com/refresco-limon-fanta-botella-2l-77577.html,bebidas
,Agua mineral con gas Fonter 1l,1.14,"(1,14€/LITRO)",,https://www.ahorramas.com/agua-mineral-con-gas-fonter-1l-615.html,bebidas
,"Refresco de cola sin cafeína Pepsi zero botella 1,75l",1.75,"(1,00€/LITRO)",,https://www.ahorramas.com/refresco-de-cola-sin-cafeina-pepsi-zero-botella-175l-62497.html,bebidas
,Bebida isotónica zero con magnesio Upgrade 50cl,0.79,"(1,58€/LITRO)",,https://www.ahorramas.com/bebida-isotonica-zero-con-magnesio-upgrade-50cl-96285.html,bebidas
,Cerveza rubia Desperados Original botella 33cl,1.5,"(4,55€/LITRO)",,https://www.ahorramas.com/cerveza-rubia-desperados-original-botella-33cl-11751.html,bebidas
,Tónica zero Schweppes lata 33cl,0.99,"(3,00€/LITRO)",,https://www.ahorramas.com/tonica-zero-schweppes-lata-33cl-24898.html,bebidas
,Refresco naranja Alipende lata 33cl zero,0.37,"(1,12€/LITRO)",,https://www.ahorramas.com/refresco-naranja-alipende-lata-33cl-zero-55231.html,bebidas
,Refresco cola Pepsi lata 33cl,0.79,"(2,39€/LITRO)",,https://www.ahorramas.com/refresco-cola-pepsi-lata-33cl-45000.html,bebidas
,Cerveza Heineken Lata 50cl,1.45,"(2,90€/LITRO)",,https://www.ahorramas.com/cerveza-heineken-lata-50cl-70492.html,bebidas
,Bebida isotónica zero azúcar Aquarius 33cl limón lata,0.99,"(3,00€/LITRO)",,https://www.ahorramas.com/bebida-isotonica-zero-azucar-aquarius-33cl-limon-lata-83551.html,bebidas
,"Refresco cola Pepsi zero botella 1,75l lima",1.75,"(1,00€/LITRO)",,https://www.ahorramas.com/refresco-cola-pepsi-zero-botella-175l-lima-63757.html,bebidas
,Refresco sin gas de naranja Simon Life 33cl,0.6,"(1,82€/LITRO)",,https://www.ahorramas.com/refresco-sin-gas-de-naranja-simon-life-33cl-64405.html,bebidas
,"Agua con gas Vichy Catalán 1,2L",1.86,"(1,55€/LITRO)",,https://www.ahorramas.com/agua-con-gas-vichy-catalan-12l-60984.html,bebidas
,Cerveza Radler Ambar 33cl Triple Zero,0.85,"(2,58€/LITRO)",,https://www.ahorramas.com/cerveza-radler-ambar-33cl-triple-zero-87069.html,bebidas
,Bebida maltín polar con capacidad de 33 cl,1.45,"(4,39€/LITRO)",,https://www.ahorramas.com/bebida-maltin-polar-con-capacidad-de-33-cl-95512.html,bebidas
,"Agua con gas Revoltosa sifón 1,5l",1.6,"(1,07€/LITRO)",,https://www.ahorramas.com/agua-con-gas-revoltosa-sifon-15l-24769.html,bebidas
,Vino tinto DO Rioja Faustino VII tempranillo,3.49,"(4,65€/LITRO)|(5,80€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-rioja-faustino-vii-tempranillo-56961.html,bebidas
,Bebida energética Zero Sugar Monster Green 50cl Lata,1.79,"(3,58€/LITRO)",,https://www.ahorramas.com/bebida-energetica-zero-sugar-monster-green-50cl-lata-71903.html,bebidas
,Refresco sin gas de mandarina Simon Life 33cl,0.6,"(1,82€/LITRO)",,https://www.ahorramas.com/refresco-sin-gas-de-mandarina-simon-life-33cl-64406.html,bebidas
,"Tinto de verano Alipende 1,5l limón",1.0,"(0,67€/LITRO)",,https://www.ahorramas.com/tinto-de-verano-alipende-15l-limon-33853.html,bebidas
,Vino tinto DO Ribera del Duero Matarromera crianza,25.95,"(34,60€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-ribera-del-duero-matarromera-crianza-82264.html,bebidas
,Cava semi seco Gran Livenza 75cl,3.0,"(4,00€/LITRO)",,https://www.ahorramas.com/cava-semi-seco-gran-livenza-75cl-32149.html,bebidas
,"Bebida energética Red Bull 35,5cl",2.09,"(5,89€/LITRO)",,https://www.ahorramas.com/bebida-energetica-red-bull-355cl-10358.html,bebidas
,"Limonada Enjoy 1,5L",1.15,"(0,77€/LITRO)",,https://www.ahorramas.com/limonada-enjoy-15l-87097.html,bebidas
,Cerveza rubia Voll Damm botella 33cl,1.37,"(4,15€/LITRO)",,https://www.ahorramas.com/cerveza-rubia-voll-damm-botella-33cl-32696.html,bebidas
,"Refresco con sabor piña coco Enjoy 1,5l",1.1,"(0,73€/LITRO)",,https://www.ahorramas.com/refresco-con-sabor-pina-coco-enjoy-15l-95776.html,bebidas
,Cerveza rubia especial Mahou 5 Estrellas pack 6 botellas 25cl,4.05,"(2,70€/LITRO)",,https://www.ahorramas.com/cerveza-rubia-especial-mahou-5-estrellas-pack-6-botellas-25cl-23797.html,bebidas
,Zumo caribe con leche Don Simón pack 6 zero,1.5,"(1,25€/LITRO)",,https://www.ahorramas.com/zumo-caribe-con-leche-don-simon-pack-6-zero-19079.html,bebidas
,Bebida energética zero Contact 25cl piña coco,0.45,"(1,80€/LITRO)",,https://www.ahorramas.com/bebida-energetica-zero-contact-25cl-pina-coco-67272.html,bebidas
,Vino tinto de mesa Viñas Bajas garrafa 5l,6.1,"(1,22€/LITRO)",,https://www.ahorramas.com/vino-tinto-de-mesa-vinas-bajas-garrafa-5l-71221.html,bebidas
,"Bebida de avena, plátano y coco Vianature 750ml",2.69,"(3,59€/LITRO)",,https://www.ahorramas.com/bebida-de-avena-platano-y-coco-vianature-750ml-65759.html,bebidas
,Vino tinto DO Rioja Vivanco crianza 75cl,9.85,"(13,13€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-rioja-vivanco-crianza-75cl-60256.html,bebidas
,Néctar de pera Granini 1l,2.99,"(2,99€/LITRO)",,https://www.ahorramas.com/nectar-de-pera-granini-1l-40886.html,bebidas
,Licor de hierbas Ruavieja 70cl,9.4,"(13,43€/LITRO)|(15,07€/LITRO)",,https://www.ahorramas.com/licor-de-hierbas-ruavieja-70cl-38423.html,bebidas
,Vino tinto DO Rioja Ramon Bilbao crianza,9.75,"(13,00€/LITRO)|(13,73€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-rioja-ramon-bilbao-crianza-68.html,bebidas
,Vino blanco albariño DO Rias Baixas Torre de Ermelo,7.99,"(10,65€/LITRO)|(11,99€/LITRO)",,https://www.ahorramas.com/vino-blanco-albarino-do-rias-baixas-torre-de-ermelo-16295.html,bebidas
,Vino blanco DO Ribeiro Pazo,4.5,"(6,00€/LITRO)|(6,47€/LITRO)",,https://www.ahorramas.com/vino-blanco-do-ribeiro-pazo-40685.html,bebidas
,"Tinto verano con limón La Casera 1,5L P2",3.26,"(1,09€/LITRO)|(1,59€/LITRO)",,https://www.ahorramas.com/tinto-verano-con-limon-la-casera-15l-p2-97638.html,bebidas
,Vino blanco Seis Cuerdas 75cl Riesling,5.35,"(7,13€/LITRO)|(8,20€/LITRO)",,https://www.ahorramas.com/vino-blanco-seis-cuerdas-75cl-riesling-76831.html,bebidas
,Bebida con probióticos fresa  Viver kefrutas 330ml,1.99,"(6,03€/LITRO)|(7,55€/LITRO)",,https://www.ahorramas.com/bebida-con-probioticos-fresa--viver-kefrutas-330ml-97243.html,bebidas
,Cerveza IPA Mahou 5 Estrellas lata 33cl,1.15,"(3,48€/LITRO)",,https://www.ahorramas.com/cerveza-ipa-mahou-5-estrellas-lata-33cl-42923.html,bebidas
,Vino rosado Lambrusco Emilia Caldirola 75cl,3.75,"(5,00€/LITRO)",,https://www.ahorramas.com/vino-rosado-lambrusco-emilia-caldirola-75cl-7489.html,bebidas
,Refresco naranja Fanta botella 50cl,1.7,"(3,40€/LITRO)",,https://www.ahorramas.com/refresco-naranja-fanta-botella-50cl-34583.html,bebidas
,"Vino tinto Fuentespina Crianza ""C"" 75cl",7.95,"(10,60€/LITRO)",,https://www.ahorramas.com/vino-tinto-fuentespina-crianza-c-75cl-87173.html,bebidas
,Vino tinto Mucho Más,6.35,"(8,47€/LITRO)",,https://www.ahorramas.com/vino-tinto-mucho-mas-64089.html,bebidas
,Refresco de cola Pepsi Zero 1l,1.0,"(1,00€/LITRO)",,https://www.ahorramas.com/refresco-de-cola-pepsi-zero-1l-63715.html,bebidas
,Cerveza tostada 00 radler Amstel lata 33cl,0.79,"(2,39€/LITRO)",,https://www.ahorramas.com/cerveza-tostada-00-radler-amstel-lata-33cl-50878.html,bebidas
,Vermouth rojo Maestroni 1l,2.9,"(2,90€/LITRO)",,https://www.ahorramas.com/vermouth-rojo-maestroni-1l-39765.html,bebidas
,Bebida extracto de malta Pony 33cl,1.76,"(5,33€/LITRO)",,https://www.ahorramas.com/bebida-extracto-de-malta-pony-33cl-69722.html,bebidas
,Brandy Terry Centenario botella 700ml,7.25,"(10,36€/LITRO)",,https://www.ahorramas.com/brandy-terry-centenario-botella-700ml-87463.html,bebidas
,Vino blanco Rincón del Mar semidulce,2.99,"(3,99€/LITRO)",,https://www.ahorramas.com/vino-blanco-rincon-del-mar-semidulce-44308.html,bebidas
,Néctar de naranja Alipende pack 6,1.85,"(1,54€/LITRO)",,https://www.ahorramas.com/nectar-de-naranja-alipende-pack-6-84640.html,bebidas
,Vino tinto DO Rioja Luis Cañas crianza,12.35,"(16,47€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-rioja-luis-canas-crianza-35956.html,bebidas
,Zumo 100% Exprimido Summum 750ml Mandarina,1.8,"(2,40€/LITRO)",,https://www.ahorramas.com/zumo-100-exprimido-summum-750ml-mandarina-87865.html,bebidas
,Vino tinto DO Valdepeñas Los Molinos tempranillo,2.49,"(3,32€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-valdepenas-los-molinos-tempranillo-77721.html,bebidas
,Vino blanco DO Rueda Blume verdejo,5.6,"(7,47€/LITRO)",,https://www.ahorramas.com/vino-blanco-do-rueda-blume-verdejo-81487.html,bebidas
,"Agua con gas Vichy Catalán 0,5L",1.3,"(2,60€/LITRO)",,https://www.ahorramas.com/agua-con-gas-vichy-catalan-05l-65587.html,bebidas
,Vino manzanilla DO San Lúcar de Barrameda Muyfina,4.95,"(6,60€/LITRO)",,https://www.ahorramas.com/vino-manzanilla-do-san-lucar-de-barrameda-muyfina-54214.html,bebidas
,Bebida con zumo de pomelo rosa Granini 1l,2.99,"(2,99€/LITRO)",,https://www.ahorramas.com/bebida-con-zumo-de-pomelo-rosa-granini-1l-38517.html,bebidas
,Néctar de piña Disfruta 2l,2.7,"(1,35€/LITRO)",,https://www.ahorramas.com/nectar-de-pina-disfruta-2l-15360.html,bebidas
,Zumo de mandarina 100% exprimido Don Simón 1l,2.3,"(2,30€/LITRO)",,https://www.ahorramas.com/zumo-de-mandarina-100-exprimido-don-simon-1l-71081.html,bebidas
,Whisky con miniatura de Ballantines 10 años Ballantines 70 cl,13.25,"(18,93€/LITRO)|(20,97€/LITRO)",,https://www.ahorramas.com/whisky-con-miniatura-de-ballantines-10-anos-ballantines-70-cl-96282.html,bebidas
,Vino tinto DO Ribera del Duero Mayor de Castilla crianza,5.6,"(7,47€/LITRO)|(9,33€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-ribera-del-duero-mayor-de-castilla-crianza-80991.html,bebidas
,Whisky Johnnie Walker 70cl etiqueta negra,25.95,"(37,07€/LITRO)|(42,84€/LITRO)",,https://www.ahorramas.com/whisky-johnnie-walker-70cl-etiqueta-negra-57597.html,bebidas
,Anís dulce Castellana 70cl,6.95,"(9,93€/LITRO)|(13,36€/LITRO)",,https://www.ahorramas.com/anis-dulce-castellana-70cl-15800.html,bebidas
,Vino rosado DO Navarra Gran Feudo,3.95,"(5,27€/LITRO)|(6,60€/LITRO)",,https://www.ahorramas.com/vino-rosado-do-navarra-gran-feudo-78504.html,bebidas
,Vino tinto de Castilla Aljibes crianza,4.99,"(6,65€/LITRO)|(8,75€/LITRO)",,https://www.ahorramas.com/vino-tinto-de-castilla-aljibes-crianza-7855.html,bebidas
,Refresco frutas tropicales con extracto de té y bolitas de gel sabor mango.,2.69,"(10,15€/LITRO)|(12,04€/LITRO)",,https://www.ahorramas.com/refresco-frutas-tropicales-con-extracto-de-te-y-bolitas-de-gel-sabor-mango.-87966.html,bebidas
,Vino tinto Roja Otoñal 75CL Reserva,4.99,"(6,65€/LITRO)|(7,99€/LITRO)",,https://www.ahorramas.com/vino-tinto-roja-otonal-75cl-reserva-45557.html,bebidas
,Zumo Nutribebida Hohes C Zumo Plus Hierro Pet 1L,2.3,"(2,30€/LITRO)|(3,09€/LITRO)",,https://www.ahorramas.com/zumo-nutribebida-hohes-c-zumo-plus-hierro-pet-1l-77256.html,bebidas
,Cerveza Madrí botella 33cl excepcional,1.0,"(3,03€/LITRO)|(4,21€/LITRO)",,https://www.ahorramas.com/cerveza-madri-botella-33cl-excepcional-64560.html,bebidas
,"Néctar tropical sin azúcar añadido Don Simon 1,5l",1.75,"(1,17€/LITRO)|(1,30€/LITRO)",,https://www.ahorramas.com/nectar-tropical-sin-azucar-anadido-don-simon-15l-80260.html,bebidas
,Whisky White Label 70cl Escocia,12.69,"(18,13€/LITRO)|(19,50€/LITRO)",,https://www.ahorramas.com/whisky-white-label-70cl-escocia-49608.html,bebidas
,Vino tinto Tagonius tempranillo,2.99,"(3,99€/LITRO)|(5,20€/LITRO)",,https://www.ahorramas.com/vino-tinto-tagonius-tempranillo-51453.html,bebidas
,Vino tinto DO Rioja Marqués de Riscal reserva,18.75,"(25,00€/LITRO)|(25,20€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-rioja-marques-de-riscal-reserva-55168.html,bebidas
,Whisky Ballantine´s 70cl 10 años,19.45,"(27,79€/LITRO)|(31,64€/LITRO)",,https://www.ahorramas.com/whisky-ballantines-70cl-10-anos-57002.html,bebidas
,Vino tinto DO Rioja Antaño tempranillo,3.15,"(4,20€/LITRO)|(5,00€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-rioja-antano-tempranillo-65948.html,bebidas
,Whisky Ballantine's 70cl,13.25,"(18,93€/LITRO)|(20,97€/LITRO)",,https://www.ahorramas.com/whisky-ballantines-70cl-54705.html,bebidas
,Whisky J&B 70cl origen Escocia,11.2,"(16,00€/LITRO)|(17,07€/LITRO)",,https://www.ahorramas.com/whisky-jb-70cl-origen-escocia-14839.html,bebidas
,Whisky etiqueta negra + vaso Johnnie Walker 70 cl,25.95,"(37,07€/LITRO)|(42,84€/LITRO)",,https://www.ahorramas.com/whisky-etiqueta-negra-vaso-johnnie-walker-70-cl-51047.html,bebidas
,Whisky Chivas Regal 70cl,28.99,"(41,41€/LITRO)|(44,70€/LITRO)",,https://www.ahorramas.com/whisky-chivas-regal-70cl-14702.html,bebidas
,Refresco naranja Fanta lata 33cl,0.75,"(2,27€/LITRO)|(2,42€/LITRO)",,https://www.ahorramas.com/refresco-naranja-fanta-lata-33cl-26473.html,bebidas
,Vino tinto DO Valdepeñas Pata Negra reservado,4.5,"(6,00€/LITRO)|(8,00€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-valdepenas-pata-negra-reservado-53644.html,bebidas
,Vino tinto DO Valdepeñas Viña Albali crianza,2.79,"(3,72€/LITRO)|(3,99€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-valdepenas-vina-albali-crianza-78439.html,bebidas
,Vino tinto DO Rioja Coto de Imaz reserva,7.95,"(10,60€/LITRO)|(11,53€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-rioja-coto-de-imaz-reserva-82260.html,bebidas
,Cava brut Anna Codorniu 75cl,7.99,"(10,65€/LITRO)|(13,27€/LITRO)",,https://www.ahorramas.com/cava-brut-anna-codorniu-75cl-43110.html,bebidas
,Ginebra Seagram's 70cl,16.5,"(23,57€/LITRO)|(26,80€/LITRO)",,https://www.ahorramas.com/ginebra-seagrams-70cl-344.html,bebidas
,Vino blanco de aguja Blanc Pescador,3.95,"(5,27€/LITRO)|(5,93€/LITRO)",,https://www.ahorramas.com/vino-blanco-de-aguja-blanc-pescador-60692.html,bebidas
,Vino tinto DO Rioja crianza Viña Pomal 75cl,7.99,"(10,65€/LITRO)|(12,60€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-rioja-crianza-vina-pomal-75cl-34730.html,bebidas
,Vino blanco DO Rioja El Coto 75cl,3.95,"(5,27€/LITRO)|(5,67€/LITRO)",,https://www.ahorramas.com/vino-blanco-do-rioja-el-coto-75cl-13694.html,bebidas
,Cerveza rubia San Miguel Especial lata 33cl,0.55,"(1,67€/LITRO)|(2,24€/LITRO)",,https://www.ahorramas.com/cerveza-rubia-san-miguel-especial-lata-33cl-15205.html,bebidas
,Sidra cider Ladrón de Manzanas botella 25cl manzana verde,0.89,"(3,56€/LITRO)|(4,76€/LITRO)",,https://www.ahorramas.com/sidra-cider-ladron-de-manzanas-botella-25cl-manzana-verde-54655.html,bebidas
,Cerveza rubia especial Heineken pack 12 latas 33cl,7.08,"(1,79€/LITRO)|(2,58€/LITRO)",,https://www.ahorramas.com/cerveza-rubia-especial-heineken-pack-12-latas-33cl-18767.html,bebidas
,Kombucha de mango Komvida 250ml,2.65,"(10,60€/LITRO)",,https://www.ahorramas.com/kombucha-de-mango-komvida-250ml-67170.html,bebidas
,Naranja Komvida 250ml,2.65,"(10,60€/LITRO)",,https://www.ahorramas.com/naranja-komvida-250ml-87299.html,bebidas
,Vino tinto DO R.Duero Colección 880 75cl Roble,6.59,"(8,79€/LITRO)|(9,27€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-r.duero-coleccion-880-75cl-roble-41363.html,bebidas
,Vino tinto crianza con D.O Rioja Berberana 75 cl,4.99,"(6,65€/LITRO)|(7,99€/LITRO)",,https://www.ahorramas.com/vino-tinto-crianza-con-d.o-rioja-berberana-75-cl-97970.html,bebidas
,Licor de crema de whisky baileys 70cl,13.95,"(19,93€/LITRO)|(22,79€/LITRO)",,https://www.ahorramas.com/licor-de-crema-de-whisky-baileys-70cl-16868.html,bebidas
,Whisky Jameson 70cl Irlanda,17.99,"(25,70€/LITRO)|(29,07€/LITRO)",,https://www.ahorramas.com/whisky-jameson-70cl-irlanda-48340.html,bebidas
,Zumo Nutribebida Hohes C Zumo Plus Vitamina D Pet 1L,2.3,"(2,30€/LITRO)|(3,09€/LITRO)",,https://www.ahorramas.com/zumo-nutribebida-hohes-c-zumo-plus-vitamina-d-pet-1l-77257.html,bebidas
,Vermouth La Copa 75cl,9.99,"(13,32€/LITRO)|(15,27€/LITRO)",,https://www.ahorramas.com/vermouth-la-copa-75cl-76768.html,bebidas
,Cerveza sin filtrar Águila bot. 33cl,0.89,"(2,70€/LITRO)|(3,00€/LITRO)",,https://www.ahorramas.com/cerveza-sin-filtrar-aguila-bot.-33cl-87792.html,bebidas
,Refresco zero frutos rojos Benedetto 400ml,0.79,"(1,98€/LITRO)|(2,47€/LITRO)",,https://www.ahorramas.com/refresco-zero-frutos-rojos-benedetto-400ml-44038.html,bebidas
,Licor pacharán con obsequio bombones lindt Zoco 1l,9.95,"(9,95€/LITRO)|(11,50€/LITRO)",,https://www.ahorramas.com/licor-pacharan-con-obsequio-bombones-lindt-zoco-1l-96548.html,bebidas
,Cerveza rubia lata reserva especial 1906 50cl,1.1,"(2,20€/LITRO)|(3,30€/LITRO)",,https://www.ahorramas.com/cerveza-rubia-lata-reserva-especial-1906-50cl-96147.html,bebidas
,Tónica zero Schweppes botella 1l,2.05,"(2,05€/LITRO)",,https://www.ahorramas.com/tonica-zero-schweppes-botella-1l-50793.html,bebidas
,Vermouth rojo gran artesano Vidal 1l,5.89,"(5,89€/LITRO)",,https://www.ahorramas.com/vermouth-rojo-gran-artesano-vidal-1l-95622.html,bebidas
,Cerveza rubia Adlerbrau lata 50cl,0.55,"(1,10€/LITRO)",,https://www.ahorramas.com/cerveza-rubia-adlerbrau-lata-50cl-71996.html,bebidas
,Zumo de naranja 100% exprimida con pulpa Aipende 1L,2.1,"(2,10€/LITRO)",,https://www.ahorramas.com/zumo-de-naranja-100-exprimida-con-pulpa-aipende-1l-85502.html,bebidas
,Bebida energética Red Bull 25cl,1.59,"(6,36€/LITRO)",,https://www.ahorramas.com/bebida-energetica-red-bull-25cl-40144.html,bebidas
,Vino tinto DO Ribera del Duero Arzuaga crianza,23.99,"(31,99€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-ribera-del-duero-arzuaga-crianza-35659.html,bebidas
,Vino tinto DO Ribera del Duero Emilio Moro,22.5,"(30,00€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-ribera-del-duero-emilio-moro-82263.html,bebidas
,Vino blanco DO Valdepeñas Los Molinos verdejo,2.49,"(3,32€/LITRO)",,https://www.ahorramas.com/vino-blanco-do-valdepenas-los-molinos-verdejo-77578.html,bebidas
,Licor crema limoncello Brisamare 70cl,6.6,"(9,43€/LITRO)",,https://www.ahorramas.com/licor-crema-limoncello-brisamare-70cl-54265.html,bebidas
,Zumo tropical con leche Bifrutas Pascual pack 6 sin azúcar,2.52,"(2,10€/LITRO)",,https://www.ahorramas.com/zumo-tropical-con-leche-bifrutas-pascual-pack-6-sin-azucar-71135.html,bebidas
,Cerveza checa Pilsner Urquell botella 33cl,1.59,"(4,82€/LITRO)",,https://www.ahorramas.com/cerveza-checa-pilsner-urquell-botella-33cl-82911.html,bebidas
,Vino tinto de Castilla Berberana Selección Oro,3.75,"(5,00€/LITRO)",,https://www.ahorramas.com/vino-tinto-de-castilla-berberana-seleccion-oro-56101.html,bebidas
,Zumo 100% de tomate Granini 1l,3.15,"(3,15€/LITRO)",,https://www.ahorramas.com/zumo-100-de-tomate-granini-1l-38523.html,bebidas
,Vino tinto DO Ribera del Duero Pruno roble,12.99,"(17,32€/LITRO)",,https://www.ahorramas.com/vino-tinto-do-ribera-del-duero-pruno-roble-1206.html,bebidas
,Cerveza tostada San Miguel Selecta botella 33cl,1.14,"(3,45€/LITRO)",,https://www.ahorramas.com/cerveza-tostada-san-miguel-selecta-botella-33cl-26560.html,bebidas
,Cerveza rubia especial Estrella Damm lata 33cl,0.88,"(2,67€/LITRO)",,https://www.ahorramas.com/cerveza-rubia-especial-estrella-damm-lata-33cl-83420.html,bebidas
,Vino rosado de mesa Don Simon 1l,1.75,"(1,75€/LITRO)",,https://www.ahorramas.com/vino-rosado-de-mesa-don-simon-1l-53696.html,bebidas
,Bebida isotónica de melocotón rojo Aquarius 33cl lata,0.99,"(3,00€/LITRO)",,https://www.ahorramas.com/bebida-isotonica-de-melocoton-rojo-aquarius-33cl-lata-62750.html,bebidas
,Bebida energética Monster 558 ml Energy Lata,1.95,"(3,49€/LITRO)",,https://www.ahorramas.com/bebida-energetica-monster-558-ml-energy-lata-86782.html,bebidas
